fetched_at_utc,location,latitude,longitude,time,temperature_2m,relative_humidity_2m,wind_speed_10m
2026-05-15T22:50:15.931097+00:00,Seoul,37.55,127.0,2026-05-16T07:45,13.4,99,1.8
