flight_number,name,date_utc,success,status,rocket,mission_type,orbit,pad,location,details,wikipedia,webcast
6366,Falcon 9 Block 5 | Starlink Group 5-1,2022-12-28T09:34:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6368,Falcon 9 Block 5 | EROS-C3,2022-12-30T07:38:00Z,True,Launch Successful,Falcon 9,Earth Science,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA","Israeli Earth Observation satellite with 38 cm resolution in panchromatic mode and 76 cm resolution in multi-spectral mode, covering a swath of ~12.5 km. The satellite is similar to OPTSAT-3000 built by Israel Aerospace Industries (IAI) for the Italian Defense Ministry.",,
6369,Falcon 9 Block 5 | Transporter 6 (Dedicated SSO Rideshare),2023-01-03T14:55:56Z,True,Launch Successful,Falcon 9,Dedicated Rideshare,Sun-Synchronous Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Dedicated rideshare flight to a sun-synchronous orbit with dozens of small microsatellites and nanosatellites for commercial and government customers.,,
6373,Falcon 9 Block 5 | OneWeb 16,2023-01-10T04:50:17Z,True,Launch Successful,Falcon 9,Communications,Polar Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","A batch of 48 satellites for the OneWeb satellite constellation, which is intended to provide global Internet broadband service for individual consumers. The constellation is planned to have around 648 microsatellites (of which 60 are spares), around 150 kg each, operating in Ku-band from low Earth orbit.",,
6378,Falcon Heavy | USSF-67,2023-01-15T22:56:00Z,True,Launch Successful,Falcon Heavy,Government/Top Secret,Geostationary Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","USSF-67 is a mission for the United States Space Force with two satellites, including the LDPE-3A rapid prototype platform hosting 5 USSF payloads.",,
6379,Falcon 9 Block 5 | GPS III SV06,2023-01-18T12:24:00Z,True,Launch Successful,Falcon 9,Navigation,Medium Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","GPS-IIIA (Global Positioning System) is the first evolution stage of the third generation of the GPS satellites. It consists of the first ten (known as ""tranche"") of GPS III satellites.",,
6380,Falcon 9 Block 5 | Starlink Group 2-4,2023-01-19T15:43:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6383,Falcon 9 Block 5 | Starlink Group 5-2,2023-01-26T09:32:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 56 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6384,Falcon 9 Block 5 | Starlink Group 2-6 & ION SCV009,2023-01-31T16:15:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 49 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system. This launch carries D-Orbit’s ION SCV009 Eclectic Elena as a rideshare payload.,,
6385,Falcon 9 Block 5 | Starlink Group 5-3,2023-02-02T07:58:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 53 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6387,Falcon 9 Block 5 | Amazonas Nexus,2023-02-07T01:32:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",High-throughput geostationary communications satellite built by Thales Alenia Space for Hispasat.,,
6390,Falcon 9 Block 5 | Starlink Group 5-4,2023-02-12T05:10:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 55 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication.,,
6391,Falcon 9 Block 5 | Starlink Group 2-5,2023-02-17T19:12:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 51 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6392,Falcon 9 Block 5 | Inmarsat-6 F2,2023-02-18T03:59:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","Inmarsat-6 is the sixth generation of satellites for the London-based global mobile satellite communications operator Inmarsat. It consists of a dual mission to augment both L-band and Ka-band Global Xpress services. Airbus Defence and Space has been awarded a contract by Inmarsat to design and develop the first two Inmarsat-6 (I-6) mobile communications satellites, creating the most versatile mobile services satellites in its fleet. The two I-6 satellites are based on Airbus Defence and Space's Eurostar platform in its E3000e variant, which exclusively uses electric propulsion for orbit raising. The satellites take advantage of the reduction in mass that this electric propulsion technology enables for a dual payload mission, with an exceptionally large next generation digitally processed payload. I-6 F1 and F2 both carry a large 9 m aperture L-band antenna and nine multibeam Ka-band antennas, and feature a high level of flexibility and connectivity. A new generation modular digital processor provides full routing flexibility over up to 8000 channels and dynamic power allocation to over 200 spot beams in L-band. Ka-band spot beams are steerable over the full Earth disk, with flexible channel to beam allocation.",,
6396,Falcon 9 Block 5 | Starlink Group 6-1,2023-02-27T23:13:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 21 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system. First launch of the “v2 Mini” version of Starlink satellites.,,
6397,Falcon 9 Block 5 | Crew-6,2023-03-02T05:34:14Z,True,Launch Successful,Falcon 9,Human Exploration,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",SpaceX Crew-6 is the sixth crewed operational flight of a Crew Dragon spacecraft to the International Space Station as part of NASA's Commercial Crew Program.,,
6398,Falcon 9 Block 5 | Starlink Group 2-7,2023-03-03T18:38:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 51 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6401,Falcon 9 Block 5 | OneWeb 17,2023-03-09T19:13:28Z,True,Launch Successful,Falcon 9,Communications,Polar Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","A batch of 40 satellites for the OneWeb satellite constellation, which is intended to provide global Internet broadband service for individual consumers. The constellation is planned to have around 648 microsatellites (of which 60 are spares), around 150 kg each, operating in Ku-band from low Earth orbit.",,
6405,Falcon 9 Block 5 | Dragon CRS-2 SpX-27,2023-03-15T00:30:42Z,True,Launch Successful,Falcon 9,Resupply,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","27th commercial resupply services mission to the International Space Station operated by SpaceX. The flight will be conducted under the second Commercial Resupply Services contract with NASA. Cargo Dragon 2 brings supplies and payloads, including critical materials to directly support science and research investigations that occur onboard the orbiting laboratory.",,
6409,Falcon 9 Block 5 | Starlink Group 2-8,2023-03-17T19:26:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 52 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6410,Falcon 9 Block 5 | SES-18 & SES-19,2023-03-17T23:38:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",SES-18 & SES-19 are two communications satellites built by Northrop Grumman.,,
6415,Falcon 9 Block 5 | Starlink Group 5-5,2023-03-24T15:43:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 56 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6419,Falcon 9 Block 5 | Starlink Group 5-10,2023-03-29T20:01:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 56 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6423,Falcon 9 Block 5 | SDA Tranche 0A,2023-04-02T14:29:00Z,True,Launch Successful,Falcon 9,Government/Top Secret,Polar Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",First mission launched by the Space Development Agency for the Tranche 0 Transport Layer.,,
6425,Falcon 9 Block 5 | Intelsat 40e,2023-04-07T04:30:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","Intelsat 40e is an advanced geostationary satellite that will provide Intelsat’s government and enterprise customers across North and Central America with high-throughput, “coast-to-coast” services. The satellite’s capabilities will support the growing number of customers that depend on Intelsat’s managed services and solutions to easily integrate satellite into their overall networking and communications strategies. Hosted on the Intelsat 40e satellite is NASA’s Tropospheric Emissions: Monitoring of Pollution (TEMPO), an Earth science instrument that will observe air pollution over North America in unprecedented detail.",,
6427,Falcon 9 Block 5 | Transporter 7 (Dedicated SSO Rideshare),2023-04-15T06:47:39Z,True,Launch Successful,Falcon 9,Dedicated Rideshare,Sun-Synchronous Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Transporter 7 mission is a dedicated rideshare flight to a sun-synchronous orbit with dozens of small microsatellites and nanosatellites for commercial and government customers.,,
6429,Falcon 9 Block 5 | Starlink Group 6-2,2023-04-19T14:31:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 21 v2 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
,Starship | Integrated Flight Test,2023-04-20T13:33:09Z,False,Launch Failure,Starship,Test Flight,Suborbital,Orbital Launch Pad 1,"SpaceX Starbase, TX, USA",Maiden flight of the two-stage Starship launch vehicle. The booster was supposed to separate 170 seconds into flight and return to land approximately 32 km off the shore in the Gulf of Mexico. The second stage would have followed a suborbital trajectory and performed an unpowered splashdown approximately 100 km off the northwest coast of Kauai (Hawaii). A launch failure was experienced before stage separation.,,
6431,Falcon 9 Block 5 | Starlink Group 3-5,2023-04-27T13:40:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 46 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6432,Falcon 9 Block 5 | O3b mPower 3 & 4,2023-04-28T22:12:00Z,True,Launch Successful,Falcon 9,Communications,Medium Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Third and fourth of a constellation of eleven high-throughput communications satellites in Medium Earth Orbit (MEO) built by Boeing and operated by SES.,,
6433,Falcon Heavy | ViaSat-3 F1 (ViaSat-3 Americas) & others,2023-05-01T00:26:00Z,True,Launch Successful,Falcon Heavy,Communications,Geostationary Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","The ViaSat-3 is a series of three Ka-band satellites is expected to provide vastly superior capabilities in terms of service speed and flexibility for a satellite platform. Each ViaSat-3 class satellite is expected to deliver more than 1-Terabit per second of network capacity, and to leverage high levels of flexibility to dynamically direct capacity to where customers are located. Also onboard this mission is Astranis's first MicroGEO satellite and Gravity Space’s GS-1 satellite.",,
6434,Falcon 9 Block 5 | Starlink Group 5-6,2023-05-04T07:31:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 56 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6437,Falcon 9 Block 5 | Starlink Group 2-9,2023-05-10T20:09:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 51 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6438,Falcon 9 Block 5 | Starlink Group 5-9,2023-05-14T05:03:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 56 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6440,Falcon 9 Block 5 | Starlink Group 6-3,2023-05-19T06:19:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6441,Falcon 9 Block 5 | Iridium-9 & OneWeb 19,2023-05-20T13:16:33Z,True,Launch Successful,Falcon 9,Communications,Polar Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",5 spare satellites for the Iridium NEXT constellation and 16 satellites for the OneWeb constellation (15 of current generation and 1 demonstration satellite for the next generation) on a share-ride.,,
6443,Falcon 9 Block 5 | Axiom Space Mission 2,2023-05-21T21:37:09Z,True,Launch Successful,Falcon 9,Human Exploration,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",This is a Crew Dragon flight for a private company Axiom Space. The mission will carry a professionally trained commander alongside three private astronauts to and from the International Space Station. This crew will stay aboard space station for at least eight days.,,
6448,Falcon 9 Block 5 | BADR-8,2023-05-27T04:30:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Geostationary communications satellite built by Airbus Defense and Space and based on the Eurostar Neo platform for Arabsat.,,
6452,Falcon 9 Block 5 | Starlink Group 2-10,2023-05-31T06:02:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6453,Falcon 9 Block 5 | Starlink Group 6-4,2023-06-04T12:20:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6454,Falcon 9 Block 5 | Dragon CRS-2 SpX-28,2023-06-05T15:47:00Z,True,Launch Successful,Falcon 9,Resupply,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","28th commercial resupply services mission to the International Space Station operated by SpaceX. The flight will be conducted under the second Commercial Resupply Services contract with NASA. Cargo Dragon 2 brings supplies and payloads, including critical materials to directly support science and research investigations that occur onboard the orbiting laboratory.",,
6457,Falcon 9 Block 5 | Starlink Group 5-11,2023-06-12T07:10:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 52 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6458,Falcon 9 Block 5 | Transporter 8 (Dedicated SSO Rideshare),2023-06-12T21:35:00Z,True,Launch Successful,Falcon 9,Dedicated Rideshare,Sun-Synchronous Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Transporter 8 mission is a dedicated rideshare flight to a sun-synchronous orbit with 72 small microsatellites and nanosatellites for commercial and government customers.,,
6460,Falcon 9 Block 5 | Satria-1,2023-06-18T22:21:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Indonesian geostationary communications satellite,,
6462,Falcon 9 Block 5 | Starlink Group 5-7,2023-06-22T07:19:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 47 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6464,Falcon 9 Block 5 | Starlink Group 5-12,2023-06-23T15:35:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 56 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6466,Falcon 9 Block 5 | Euclid,2023-07-01T15:12:00Z,True,Launch Successful,Falcon 9,Astrophysics,Sun-Earth L2,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","European Space Agency telescope designed to explore the evolution of the dark Universe. It will make a 3D-map of the Universe (with time as the third dimension) by observing billions of galaxies out to 10 billion light-years, across more than a third of the sky.",,
6468,Falcon 9 Block 5 | Starlink Group 5-13,2023-07-07T19:29:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 48 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6470,Falcon 9 Block 5 | Starlink Group 6-5,2023-07-10T03:58:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6473,Falcon 9 Block 5 | Starlink Group 5-15,2023-07-16T03:50:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 54 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system. This is the last launch of the v1.5 Starlink satellites.,,
6476,Falcon 9 Block 5 | Starlink Group 6-15,2023-07-20T04:09:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6479,Falcon 9 Block 5 | Starlink Group 6-6,2023-07-24T00:50:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6481,Falcon 9 Block 5 | Starlink Group 6-7,2023-07-28T04:01:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6482,Falcon Heavy | EchoStar 24/Jupiter-3,2023-07-29T03:04:00Z,True,Launch Successful,Falcon Heavy,Communications,Geostationary Transfer Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","Geostationary communications satellite built by Maxar Technologies for EchoStar. With a capacity of 500 Gbps, its purpose is to relieve broadband capacity constraints in the Americas.",,
6486,Falcon 9 Block 5 | Galaxy 37,2023-08-03T05:00:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Galaxy 37 is a geostationary communications satellite manufactured by Maxar and operated by Intelsat.,,
6487,Falcon 9 Block 5 | Starlink Group 6-8,2023-08-07T02:41:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6489,Falcon 9 Block 5 | Starlink Group 6-20,2023-08-08T03:57:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 15 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6493,Falcon 9 Block 5 | Starlink Group 6-9,2023-08-11T05:17:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6496,Falcon 9 Block 5 | Starlink Group 6-10,2023-08-17T03:36:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6498,Falcon 9 Block 5 | Starlink Group 7-1,2023-08-22T09:37:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6503,Falcon 9 Block 5 | Crew-7,2023-08-26T07:27:27Z,True,Launch Successful,Falcon 9,Human Exploration,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",SpaceX Crew-7 is the seventh crewed operational flight of a Crew Dragon spacecraft to the International Space Station as part of NASA's Commercial Crew Program.,,
6504,Falcon 9 Block 5 | Starlink Group 6-11,2023-08-27T01:05:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6506,Falcon 9 Block 5 | Starlink Group 6-13,2023-09-01T02:21:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6508,Falcon 9 Block 5 | SDA Tranche 0B,2023-09-02T14:25:00Z,True,Launch Successful,Falcon 9,Government/Top Secret,Polar Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Second mission launched by the Space Development Agency for the Tranche 0 Transport Layer.,,
6509,Falcon 9 Block 5 | Starlink Group 6-12,2023-09-04T02:47:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6513,Falcon 9 Block 5 | Starlink Group 6-14,2023-09-09T03:12:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6516,Falcon 9 Block 5 | Starlink Group 7-2,2023-09-12T06:57:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6519,Falcon 9 Block 5 | Starlink Group 6-16,2023-09-16T03:38:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6522,Falcon 9 Block 5 | Starlink Group 6-17,2023-09-20T03:38:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6524,Falcon 9 Block 5 | Starlink Group 6-18,2023-09-24T03:38:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6525,Falcon 9 Block 5 | Starlink Group 7-3,2023-09-25T08:48:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6528,Falcon 9 Block 5 | Starlink Group 6-19,2023-09-30T02:00:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6530,Falcon 9 Block 5 | Starlink Group 6-21,2023-10-05T05:36:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6533,Falcon 9 Block 5 | Starlink Group 7-4,2023-10-09T07:43:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6534,Falcon Heavy | Psyche,2023-10-13T14:19:43Z,True,Launch Successful,Falcon Heavy,Planetary Science,Heliocentric N/A,Launch Complex 39A,"Kennedy Space Center, FL, USA","Psyche is a NASA interplanetary mission to visit the main belt asteroid of the same name, 16 Psyche. Spacecraft will take 4 years and one Mars flyby to reach the asteroid, which is of particular interest due to being comprised mostly of iron and nickel. Psyche is theorized to be a remnant of an early planet's core, and may offer insights into how solar system formed and evolved. The mission is led by Arizona State University, with NASA JPL being responsible for mission management and operations.",,
6535,Falcon 9 Block 5 | Starlink Group 6-22,2023-10-13T23:01:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6537,Falcon 9 Block 5 | Starlink Group 6-23,2023-10-18T00:39:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6538,Falcon 9 Block 5 | Starlink Group 7-5,2023-10-21T08:23:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6539,Falcon 9 Block 5 | Starlink Group 6-24,2023-10-22T02:17:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6543,Falcon 9 Block 5 | Starlink Group 7-6,2023-10-29T09:00:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6544,Falcon 9 Block 5 | Starlink Group 6-25,2023-10-30T23:20:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6547,Falcon 9 Block 5 | Starlink Group 6-26,2023-11-04T00:37:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6548,Falcon 9 Block 5 | Starlink Group 6-27,2023-11-08T05:05:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6550,Falcon 9 Block 5 | Dragon CRS-2 SpX-29,2023-11-10T01:28:14Z,True,Launch Successful,Falcon 9,Resupply,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","29th commercial resupply services mission to the International Space Station operated by SpaceX. The flight will be conducted under the second Commercial Resupply Services contract with NASA. Cargo Dragon 2 brings supplies and payloads, including critical materials to directly support science and research investigations that occur onboard the orbiting laboratory.",,
