flight_number,name,date_utc,success,status,rocket,mission_type,orbit,pad,location,details,wikipedia,webcast
7010,Falcon 9 Block 5 | Starlink Group 10-26,2025-07-26T09:01:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7011,Falcon 9 Block 5 | Starlink Group 17-2,2025-07-27T04:31:09Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7015,Falcon 9 Block 5 | Starlink Group 10-29,2025-07-30T03:37:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7019,Falcon 9 Block 5 | Starlink Group 13-4,2025-07-31T18:35:09Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 19 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7020,Falcon 9 Block 5 | Crew-11,2025-08-01T15:43:42Z,True,Launch Successful,Falcon 9,Human Exploration,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",SpaceX Crew-11 is the eleventh crewed operational flight of a Crew Dragon spacecraft to the International Space Station as part of NASA's Commercial Crew Program.,,
7021,Falcon 9 Block 5 | Starlink Group 10-30,2025-08-04T07:57:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7025,Falcon 9 Block 5 | Amazon Leo (KF-02),2025-08-11T12:35:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","Second of a three launches contract for Amazon's Kuiper low Earth orbit satellite internet constellation, with 24 satellites on board. Amazon Leo, formerly known as Project Kuiper, is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,
7029,Falcon 9 Block 5 | Starlink Group 17-4,2025-08-14T05:05:37Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7030,Falcon 9 Block 5 | Starlink Group 10-20,2025-08-14T12:29:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7034,Falcon 9 Block 5 | Starlink Group 17-5,2025-08-18T16:26:49Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7038,Falcon 9 Block 5 | OTV-8 (X-37B) (USSF-36),2025-08-22T03:50:00Z,True,Launch Successful,Falcon 9,Government/Top Secret,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","Eighth flight of the X-37B program. The X-37B is a dynamic and responsive spacecraft responsible for conducting a range of tests and experiments that expedite the development of critical next-generation technologies and operational concepts for reusable space capabilities. The OTV-8 mission in Low Earth Orbit includes operational demonstrations and experiments of next-generation technologies, including laser communications and the highest performing strategic grade quantum inertial sensor ever tested in space. Mission partners include the Air Force Research Lab and the Defense Innovation Unit, respectively.",,
7039,Falcon 9 Block 5 | Starlink Group 17-6,2025-08-22T17:04:49Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7041,Falcon 9 Block 5 | Dragon CRS-2 SpX-33,2025-08-24T06:45:36Z,True,Launch Successful,Falcon 9,Resupply,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","33rd commercial resupply services mission to the International Space Station operated by SpaceX. The flight will be conducted under the second Commercial Resupply Services contract with NASA. Cargo Dragon 2 brings supplies and payloads, including critical materials to directly support science and research investigations that occur onboard the orbiting laboratory. The CRS SpX-33 Mission will be the first mission including a boost module inside the dragons trunk for ISS orbit raising.",,
7043,Falcon 9 Block 5 | NAOS,2025-08-26T18:53:41Z,True,Launch Successful,Falcon 9,Government/Top Secret,Sun-Synchronous Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA","NAOS (National Advanced Optical System) is the space component of Luxembourg's governmental dual-use observation satellite system LUXEOSys (Luxembourg Earth Observation System). Its purpose is to provide high resolution images to national and international governmental and military organizations such as NATO. The 800 kg satellite is built by OHB Italia and is equipped with a very high-resolution optical camera with a ground reolution of 50 cm in an around 450 km high sun-synchronous orbit. It will have a operational life time of 7 years. Also on board the launch is Dhruva Space's LEAP-1; Planet's Pelican-3 and Pelican-4; and Exolaunch’s Acadia-6, FFLY-1, FFLY-2, and FFLY-3.",,
,Starship | Flight 10,2025-08-26T23:30:00Z,True,Launch Successful,Starship,Test Flight,Suborbital,Orbital Launch Pad 1,"SpaceX Starbase, TX, USA",10th test flight of the two-stage Starship launch vehicle.,,
7044,Falcon 9 Block 5 | Starlink Group 10-56,2025-08-27T11:10:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7045,Falcon 9 Block 5 | Starlink Group 10-11,2025-08-28T08:12:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7046,Falcon 9 Block 5 | Starlink Group 17-7,2025-08-30T04:59:14Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7047,Falcon 9 Block 5 | Starlink Group 10-14,2025-08-31T11:49:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7049,Falcon 9 Block 5 | Starlink Group 17-8,2025-09-03T03:51:26Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7050,Falcon 9 Block 5 | Starlink Group 10-22,2025-09-03T11:56:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7053,Falcon 9 Block 5 | Starlink Group 10-57,2025-09-05T12:32:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7055,Falcon 9 Block 5 | Starlink Group 17-9,2025-09-06T18:06:39Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7058,Falcon 9 Block 5 | SDA Tranche 1 Transport Layer B,2025-09-10T14:12:11Z,True,Launch Successful,Falcon 9,Government/Top Secret,Polar Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA","Tranche 1 Transport Layer B is one of six missions by the United States Space Force Space Development Agency (SDA) for the Proliferated Warfighter Space Architecture (PWSA) Tranche 1 Transport Layer constellation, which will provide assured, resilient, low-latency military data and connectivity worldwide to the full range of warfighter platforms from Low Earth Orbit satellites. The constellation will be interconnected with Optical Inter-Satellite Links (OISLs) which have significantly increased performance over existing radio frequency crosslinks. It is expected to operate over Ka band, have stereo coverage and be dynamically networked for simpler hand-offs, greater bandwidth and fault tolerance. This launch carries 21 satellites manufactured by York Space Systems.",,
7060,Falcon 9 Block 5 | Nusantara Lima,2025-09-12T01:56:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Nusantara Lima is an Indonesian geostationary communications satellite with a capacity of more than 160 Gbps.,,
7062,Falcon 9 Block 5 | Starlink Group 17-10,2025-09-13T17:55:49Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7063,Falcon 9 Block 5 | Cygnus CRS-2 NG-23 (S.S. William “Willie” C. McCool),2025-09-14T22:11:48Z,True,Launch Successful,Falcon 9,Resupply,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",This is the 23rd flight of the Northrop Grumman's uncrewed resupply spacecraft Cygnus and its 22nd flight to the International Space Station under the Commercial Resupply Services contract with NASA.,,
7065,Falcon 9 Block 5 | Starlink Group 10-61,2025-09-18T09:30:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7066,Falcon 9 Block 5 | Starlink Group 17-12,2025-09-19T16:31:39Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7067,Falcon 9 Block 5 | Starlink Group 10-27,2025-09-21T10:53:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7068,Falcon 9 Block 5 | NROL-48,2025-09-22T17:38:00Z,True,Launch Successful,Falcon 9,Government/Top Secret,Unknown,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Eleventh batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities.,,
7070,Falcon 9 Block 5 | IMAP & others,2025-09-24T11:30:50Z,True,Launch Successful,Falcon 9,Heliophysics,Heliocentric L1,Launch Complex 39A,"Kennedy Space Center, FL, USA","IMAP (Interstellar Mapping and Acceleration Probe) is a NASA mission to study interactions between solar wind and the local interstellar medium. Carrying a suite of 10 scientific instruments, IMAP is able to investigate how particles are accelerated, determine their composition, as well as help to advance space weather forecasting models. The IMAP launch also includes the space weather satellite SWFO-L1 (Space Weather Follow-On - L1) for NOAA and the GLIDE (Global Lyman-alpha Imagers of the Dynamic Exosphere/Carruthers Geocorona Observatory) mission to study far ultraviolet emission in the Earth's exosphere.",,
7071,Falcon 9 Block 5 | Starlink Group 10-15,2025-09-25T08:39:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7073,Falcon 9 Block 5 | Starlink Group 17-11,2025-09-26T04:26:29Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7076,Falcon 9 Block 5 | Starlink Group 11-20,2025-09-29T02:04:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7078,Falcon 9 Block 5 | Starlink Group 11-39,2025-10-03T14:06:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7079,Falcon 9 Block 5 | Starlink Group 10-59,2025-10-07T06:46:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7080,Falcon 9 Block 5 | Starlink Group 11-17,2025-10-08T03:54:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
,Starship | Flight 11,2025-10-13T23:23:41Z,True,Launch Successful,Starship,Test Flight,Suborbital,Orbital Launch Pad 1,"SpaceX Starbase, TX, USA",11th test flight of the two-stage Starship launch vehicle.,,
7083,Falcon 9 Block 5 | Amazon Leo (KF-03),2025-10-14T01:58:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","Third of a three launches contract for Amazon's Kuiper low Earth orbit satellite internet constellation, with 24 satellites on board. Amazon Leo, formerly known as Project Kuiper, is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,
7085,Falcon 9 Block 5 | SDA Tranche 1 Transport Layer C,2025-10-15T23:06:06Z,True,Launch Successful,Falcon 9,Government/Top Secret,Polar Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA","Tranche 1 Transport Layer C is one of six missions by the United States Space Force Space Development Agency (SDA) for the Proliferated Warfighter Space Architecture (PWSA) Tranche 1 Transport Layer constellation, which will provide assured, resilient, low-latency military data and connectivity worldwide to the full range of warfighter platforms from Low Earth Orbit satellites. The constellation will be interconnected with Optical Inter-Satellite Links (OISLs) which have significantly increased performance over existing radio frequency crosslinks. It is expected to operate over Ka band, have stereo coverage and be dynamically networked for simpler hand-offs, greater bandwidth and fault tolerance. This launch carries 21 satellites manufactured by Lockheed Martin.",,
7087,Falcon 9 Block 5 | Starlink Group 10-52,2025-10-16T09:27:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7090,Falcon 9 Block 5 | Starlink Group 10-17,2025-10-19T17:39:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7091,Falcon 9 Block 5 | Starlink Group 11-19,2025-10-19T19:24:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7092,Falcon 9 Block 5 | Starlink Group 11-5,2025-10-22T14:16:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7094,Falcon 9 Block 5 | SpainSat NG II,2025-10-24T01:30:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","Second of two new-generation satellites built by Airbus to provide secure communications to the Spanish government, its allies, and various international organizations.",,
7095,Falcon 9 Block 5 | Starlink Group 11-12,2025-10-25T14:20:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7098,Falcon 9 Block 5 | Starlink Group 10-21,2025-10-26T15:00:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7099,Falcon 9 Block 5 | Starlink Group 11-21,2025-10-28T00:43:49Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7100,Falcon 9 Block 5 | Starlink Group 10-37,2025-10-29T16:35:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7102,Falcon 9 Block 5 | Starlink Group 11-23,2025-10-31T20:41:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7103,Falcon 9 Block 5 | Bandwagon 4 (Dedicated Mid-Inclination Rideshare),2025-11-02T05:09:59Z,True,Launch Successful,Falcon 9,Dedicated Rideshare,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Dedicated rideshare flight to a mid-inclination orbit with dozens of small microsatellites and nanosatellites for commercial and government customers.,,
7108,Falcon 9 Block 5 | Starlink Group 6-81,2025-11-06T01:31:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7109,Falcon 9 Block 5 | Starlink Group 11-14,2025-11-06T21:13:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7112,Falcon 9 Block 5 | Starlink Group 10-51,2025-11-09T08:10:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7115,Falcon 9 Block 5 | Starlink Group 6-87,2025-11-11T03:21:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7118,Falcon 9 Block 5 | Starlink Group 6-89,2025-11-15T03:08:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7119,Falcon 9 Block 5 | Starlink Group 6-85,2025-11-15T06:44:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7120,Falcon 9 Block 5 | Sentinel-6B,2025-11-17T05:21:42Z,True,Launch Successful,Falcon 9,Earth Science,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA","The Sentinel-6 Michael Freilich (launched November 2020) and Sentinel-6B make up the Sentinel-6 mission, also known as Jason Continuity of Service (Jason-CS), which is a partnership between NASA, NOAA, ESA, and EUMETSAT. This mission continues the long-term global sea surface height data record begun by first Jason satellites in 1992.",,
7121,Falcon 9 Block 5 | Starlink Group 6-94,2025-11-19T00:12:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7124,Falcon 9 Block 5 | Starlink Group 6-78,2025-11-21T03:39:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7126,Falcon 9 Block 5 | Starlink Group 6-79,2025-11-22T07:53:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7127,Falcon 9 Block 5 | Starlink Group 11-30,2025-11-23T08:48:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7132,Falcon 9 Block 5 | Transporter 15 (Dedicated SSO Rideshare),2025-11-28T18:44:30Z,True,Launch Successful,Falcon 9,Dedicated Rideshare,Sun-Synchronous Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Dedicated rideshare flight to a sun-synchronous orbit with dozens of small microsatellites and nanosatellites for commercial and government customers.,,
7134,Falcon 9 Block 5 | Starlink Group 6-86,2025-12-01T07:44:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7136,Falcon 9 Block 5 | Starlink Group 15-10,2025-12-02T05:28:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 27 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7137,Falcon 9 Block 5 | Starlink Group 6-95,2025-12-02T22:18:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7139,Falcon 9 Block 5 | Starlink Group 11-25,2025-12-04T20:42:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7142,Falcon 9 Block 5 | Starlink Group 11-15,2025-12-07T17:58:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7144,Falcon 9 Block 5 | Starlink Group 6-92,2025-12-08T22:26:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7147,Falcon 9 Block 5 | NROL-77,2025-12-09T19:16:25Z,True,Launch Successful,Falcon 9,Government/Top Secret,Unknown,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Classified payload for the US National Reconnaissance Office.,,
7149,Falcon 9 Block 5 | Starlink Group 15-11,2025-12-10T11:40:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 27 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7150,Falcon 9 Block 5 | Starlink Group 6-90,2025-12-11T22:01:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7154,Falcon 9 Block 5 | Starlink Group 15-12,2025-12-14T05:49:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 27 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7155,Falcon 9 Block 5 | Starlink Group 6-82,2025-12-15T05:25:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7159,Falcon 9 Block 5 | Starlink Group 6-99,2025-12-17T13:42:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7160,Falcon 9 Block 5 | Starlink Group 15-13,2025-12-17T15:27:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 27 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7174,Falcon 9 Block 5 | CSG-3,2026-01-03T02:09:16Z,True,Launch Successful,Falcon 9,Earth Science,Sun-Synchronous Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA","CSG-3 is an Earth observation satellite for the Italian Space Agency, part of a reconnaissance constellation using synthetic aperture radars operating in the X-band.",,
7175,Falcon 9 Block 5 | Starlink Group 6-88,2026-01-04T06:48:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7176,Falcon 9 Block 5 | Starlink Group 6-96,2026-01-09T21:41:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7177,Falcon 9 Block 5 | Pandora / Twilight rideshare mission,2026-01-11T13:44:50Z,True,Launch Successful,Falcon 9,Astrophysics,Sun-Synchronous Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA","The Pandora small satellite was selected in 2021 as an inaugural mission in NASA’s Astrophysics Pioneers Program. It includes a 0.45-meter telescope that will improve our understanding of exoplanet atmospheres by disentangling exoplanet signals from their host stars, as well as studying host star variability with long-duration observations of 20 unique planets through visible-light photometry and near-infrared spectroscopy. Also launching on this launch are 39 other ride-share payloads under the ""Falcon 9 Twilight mission"" manifested by Exolaunch, including satellites from Spire Global and Kepler Communications.",,
7179,Falcon 9 Block 5 | Starlink Group 6-97,2026-01-12T21:08:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7182,Falcon 9 Block 5 | Starlink Group 6-98,2026-01-14T18:08:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
