year,stateabbr,state,county,measure,data_value,low_confidence_limit,high_confidence_limit
2023,AK,Alaska,Anchorage,Utility services shut-off threat in the past 12 months among adults,10.4,9.0,11.8
2023,AK,Alaska,Anchorage,Self-care disability among adults,3.6,3.3,4.0
2023,AK,Alaska,Anchorage,Housing insecurity in the past 12 months among adults,17.9,15.6,20.2
2023,AK,Alaska,Anchorage,High blood pressure among adults,32.1,29.6,35.1
2023,AK,Alaska,Anchorage,Mobility disability among adults,12.1,10.5,13.9
2023,AK,Alaska,Anchorage,Chronic obstructive pulmonary disease among adults,4.6,3.8,5.7
2023,AK,Alaska,Anchorage,Current lack of health insurance among adults aged 18-64 years,11.5,9.6,13.7
2023,AK,Alaska,Anchorage,Current asthma among adults,10.2,9.1,11.5
2023,AK,Alaska,Anchorage,Mobility disability among adults,12.1,10.6,13.9
2023,AK,Alaska,Anchorage,Cancer (non-skin) or melanoma among adults,5.5,5.0,6.1
2023,AK,Alaska,Anchorage,Arthritis among adults,22.5,20.5,24.8
2023,AK,Alaska,Anchorage,Hearing disability among adults,8.5,7.7,9.6
2023,AK,Alaska,Anchorage,Obesity among adults,37.2,33.4,41.5
2023,AK,Alaska,Anchorage,Frequent physical distress among adults,12.1,10.8,13.8
2023,AK,Alaska,Anchorage,Self-care disability among adults,3.7,3.3,4.2
2023,AK,Alaska,Anchorage,Vision disability among adults,2.8,2.5,3.3
2023,AK,Alaska,Anchorage,Frequent mental distress among adults,15.7,14.1,17.6
2023,AK,Alaska,Anchorage,Current cigarette smoking among adults,11.3,9.5,13.3
2023,AK,Alaska,Anchorage,Stroke among adults,3.4,3.1,3.7
2023,AK,Alaska,Anchorage,Lack of reliable transportation in the past 12 months among adults,5.5,4.6,6.6
2023,AK,Alaska,Anchorage,Current cigarette smoking among adults,18.2,15.9,20.5
2023,AK,Alaska,Anchorage,Housing insecurity in the past 12 months among adults,7.7,6.3,9.2
2023,AK,Alaska,Anchorage,Independent living disability among adults,5.3,4.4,6.3
2023,AK,Alaska,Anchorage,Any disability among adults,44.5,41.1,48.5
2023,AK,Alaska,Anchorage,Independent living disability among adults,6.2,5.2,7.5
2023,AK,Alaska,Anchorage,Frequent mental distress among adults,16.3,14.5,18.3
2023,AK,Alaska,Anchorage,Cholesterol screening among adults,70.9,68.3,73.7
2023,AK,Alaska,Anchorage,Mobility disability among adults,8.8,7.5,10.1
2023,AK,Alaska,Anchorage,Taking medicine to control high blood pressure among adults with high blood pressure,66.0,62.7,69.3
2023,AK,Alaska,Anchorage,Mobility disability among adults,11.2,9.7,13.0
2023,AK,Alaska,Anchorage,Visits to doctor for routine checkup within the past year among adults,69.9,66.9,72.9
2023,AK,Alaska,Anchorage,Food insecurity in the past 12 months among adults,11.5,9.8,13.4
2023,AK,Alaska,Anchorage,Cognitive disability among adults,17.1,15.1,19.4
2023,AK,Alaska,Anchorage,Utility services shut-off threat in the past 12 months among adults,4.5,3.7,5.5
2023,AK,Alaska,Anchorage,Binge drinking among adults,17.3,15.2,19.8
2023,AK,Alaska,Anchorage,Utility services shut-off threat in the past 12 months among adults,7.4,6.3,8.7
2023,AK,Alaska,Anchorage,Fair or poor self-rated health status among adults,16.8,14.8,19.0
2023,AK,Alaska,Anchorage,Lack of reliable transportation in the past 12 months among adults,11.9,10.5,13.5
2023,AK,Alaska,Anchorage,Independent living disability among adults,7.4,6.5,8.5
2023,AK,Alaska,Anchorage,Current cigarette smoking among adults,13.6,11.5,16.1
2023,AK,Alaska,Anchorage,Depression among adults,21.2,18.8,23.9
2023,AK,Alaska,Anchorage,Housing insecurity in the past 12 months among adults,16.0,13.9,18.2
2023,AK,Alaska,Anchorage,Taking medicine to control high blood pressure among adults with high blood pressure,72.6,69.8,75.5
2023,AK,Alaska,Anchorage,Taking medicine to control high blood pressure among adults with high blood pressure,68.5,65.0,71.7
2023,AK,Alaska,Anchorage,Independent living disability among adults,4.5,3.7,5.5
2023,AK,Alaska,Anchorage,Current asthma among adults,11.2,10.1,12.6
2023,AK,Alaska,Anchorage,Cancer (non-skin) or melanoma among adults,5.9,5.4,6.6
2023,AK,Alaska,Anchorage,Lack of social and emotional support among adults,19.3,16.7,22.2
2023,AK,Alaska,Anchorage,Depression among adults,20.7,18.4,23.5
2023,AK,Alaska,Anchorage,Coronary heart disease among adults,5.7,5.1,6.3
2023,AK,Alaska,Anchorage,Utility services shut-off threat in the past 12 months among adults,6.6,5.7,7.7
2023,AK,Alaska,Anchorage,Current asthma among adults,11.5,10.3,12.9
2023,AK,Alaska,Anchorage,Cognitive disability among adults,12.5,10.9,14.3
2023,AK,Alaska,Anchorage,Stroke among adults,3.0,2.6,3.4
2023,AK,Alaska,Anchorage,High blood pressure among adults,38.3,35.7,41.3
2023,AK,Alaska,Anchorage,Binge drinking among adults,18.0,15.8,20.6
2023,AK,Alaska,Anchorage,Lack of social and emotional support among adults,33.6,30.6,37.0
2023,AK,Alaska,Anchorage,Obesity among adults,35.3,31.6,39.5
2023,AK,Alaska,Anchorage,Vision disability among adults,2.6,2.2,3.1
2023,AK,Alaska,Anchorage,Taking medicine to control high blood pressure among adults with high blood pressure,64.7,62.0,67.5
2023,AK,Alaska,Anchorage,No leisure-time physical activity among adults,23.5,20.6,26.8
2023,AK,Alaska,Anchorage,Utility services shut-off threat in the past 12 months among adults,9.3,8.0,10.8
2023,AK,Alaska,Anchorage,Housing insecurity in the past 12 months among adults,13.0,11.2,15.2
2023,AK,Alaska,Anchorage,Frequent physical distress among adults,12.9,11.5,14.6
2023,AK,Alaska,Anchorage,Chronic obstructive pulmonary disease among adults,4.9,4.2,5.6
2023,AK,Alaska,Anchorage,Received food stamps in the past 12 months among adults,6.9,5.6,8.5
2023,AK,Alaska,Anchorage,Lack of social and emotional support among adults,20.6,17.6,23.6
2023,AK,Alaska,Anchorage,Lack of social and emotional support among adults,28.8,25.8,31.9
2023,AK,Alaska,Anchorage,Current cigarette smoking among adults,9.9,7.8,12.6
2023,AK,Alaska,Anchorage,No leisure-time physical activity among adults,23.5,20.7,27.0
2023,AK,Alaska,Anchorage,Current lack of health insurance among adults aged 18-64 years,7.7,6.2,9.4
2023,AK,Alaska,Anchorage,Lack of reliable transportation in the past 12 months among adults,12.3,10.8,14.0
2023,AK,Alaska,Anchorage,Loneliness among adults,29.0,25.8,32.3
2023,AK,Alaska,Anchorage,Stroke among adults,2.6,2.3,2.9
2023,AK,Alaska,Anchorage,Coronary heart disease among adults,5.6,4.9,6.3
2023,AK,Alaska,Anchorage,Independent living disability among adults,8.2,7.2,9.2
2023,AK,Alaska,Anchorage,Vision disability among adults,3.7,3.2,4.4
2023,AK,Alaska,Anchorage,Chronic obstructive pulmonary disease among adults,6.2,5.4,7.3
2023,AK,Alaska,Anchorage,Food insecurity in the past 12 months among adults,7.7,6.0,9.7
2023,AK,Alaska,Anchorage,Independent living disability among adults,14.7,13.3,16.2
2023,AK,Alaska,Anchorage,Cholesterol screening among adults,83.9,81.7,86.1
2023,AK,Alaska,Anchorage,Self-care disability among adults,3.0,2.6,3.4
2023,AK,Alaska,Anchorage,Any disability among adults,31.2,28.2,34.5
2023,AK,Alaska,Anchorage,Utility services shut-off threat in the past 12 months among adults,6.8,5.8,7.9
2023,AK,Alaska,Anchorage,Cholesterol screening among adults,82.7,80.6,84.7
2023,AK,Alaska,Anchorage,Food insecurity in the past 12 months among adults,37.3,34.0,40.8
2023,AK,Alaska,Anchorage,Binge drinking among adults,25.0,22.0,28.4
2023,AK,Alaska,Anchorage,Current lack of health insurance among adults aged 18-64 years,6.3,5.0,8.2
2023,AK,Alaska,Anchorage,Utility services shut-off threat in the past 12 months among adults,5.3,4.4,6.4
2023,AK,Alaska,Anchorage,High cholesterol among adults who have ever been screened,31.9,29.2,34.9
2023,AK,Alaska,Anchorage,Vision disability among adults,7.1,6.3,7.9
2023,AK,Alaska,Anchorage,Diagnosed diabetes among adults,8.2,7.1,9.5
2023,AK,Alaska,Anchorage,Depression among adults,21.2,18.8,24.0
2023,AK,Alaska,Anchorage,Frequent physical distress among adults,10.8,9.4,12.4
2023,AK,Alaska,Anchorage,Fair or poor self-rated health status among adults,26.2,23.4,29.5
2023,AK,Alaska,Anchorage,Chronic obstructive pulmonary disease among adults,5.2,4.4,6.1
2023,AK,Alaska,Anchorage,Frequent mental distress among adults,13.6,12.2,15.2
2023,AK,Alaska,Anchorage,Loneliness among adults,35.7,32.2,39.2
2023,AK,Alaska,Anchorage,Any disability among adults,32.3,29.2,35.9
2023,AK,Alaska,Anchorage,Visits to doctor for routine checkup within the past year among adults,67.2,64.0,70.6
2023,AK,Alaska,Anchorage,Current asthma among adults,10.8,9.7,12.1
2023,AK,Alaska,Anchorage,Food insecurity in the past 12 months among adults,14.5,12.2,17.1
2023,AK,Alaska,Anchorage,Independent living disability among adults,6.9,6.0,7.8
2023,AK,Alaska,Anchorage,Coronary heart disease among adults,5.5,4.9,6.2
2023,AK,Alaska,Anchorage,Current asthma among adults,11.9,10.8,13.3
2023,AK,Alaska,Anchorage,Obesity among adults,32.4,28.5,36.9
2023,AK,Alaska,Anchorage,High blood pressure among adults,33.8,30.9,37.0
2023,AK,Alaska,Anchorage,Obesity among adults,33.4,29.5,37.8
2023,AK,Alaska,Anchorage,Lack of social and emotional support among adults,28.0,25.0,31.1
2023,AK,Alaska,Anchorage,Received food stamps in the past 12 months among adults,9.5,7.7,11.4
2023,AK,Alaska,Anchorage,Cognitive disability among adults,9.3,7.9,10.9
2023,AK,Alaska,Anchorage,Self-care disability among adults,2.8,2.5,3.2
2023,AK,Alaska,Anchorage,Independent living disability among adults,7.7,6.9,8.7
2023,AK,Alaska,Anchorage,Any disability among adults,31.3,28.5,34.8
2023,AK,Alaska,Anchorage,Current lack of health insurance among adults aged 18-64 years,13.5,11.4,16.3
2023,AK,Alaska,Anchorage,Cancer (non-skin) or melanoma among adults,7.7,7.0,8.4
2023,AK,Alaska,Anchorage,High cholesterol among adults who have ever been screened,36.2,33.3,39.4
2023,AK,Alaska,Anchorage,Utility services shut-off threat in the past 12 months among adults,10.9,9.6,12.4
2023,AK,Alaska,Anchorage,Obesity among adults,34.7,31.0,38.9
2023,AK,Alaska,Anchorage,Hearing disability among adults,7.8,6.7,8.8
2023,AK,Alaska,Anchorage,Cancer (non-skin) or melanoma among adults,6.4,5.9,7.1
2023,AK,Alaska,Anchorage,Visits to doctor for routine checkup within the past year among adults,71.9,69.0,74.9
2023,AK,Alaska,Anchorage,Received food stamps in the past 12 months among adults,6.2,4.6,8.2
2023,AK,Alaska,Anchorage,Food insecurity in the past 12 months among adults,11.0,9.3,13.1
2023,AK,Alaska,Anchorage,Arthritis among adults,22.8,20.8,25.1
2023,AK,Alaska,Anchorage,Arthritis among adults,24.9,22.7,27.5
2023,AK,Alaska,Anchorage,Lack of social and emotional support among adults,25.9,22.9,28.9
2023,AK,Alaska,Anchorage,No leisure-time physical activity among adults,25.1,22.0,28.7
2023,AK,Alaska,Anchorage,Frequent mental distress among adults,16.7,15.1,18.7
2023,AK,Alaska,Anchorage,No leisure-time physical activity among adults,15.1,12.6,17.9
2023,AK,Alaska,Anchorage,Obesity among adults,37.3,33.6,41.8
2023,AK,Alaska,Anchorage,Cognitive disability among adults,16.3,14.5,18.3
2023,AK,Alaska,Anchorage,Arthritis among adults,23.2,21.0,25.8
2023,AK,Alaska,Anchorage,Current asthma among adults,11.0,9.8,12.3
2023,AK,Alaska,Anchorage,Binge drinking among adults,17.1,15.1,19.7
2023,AK,Alaska,Anchorage,Independent living disability among adults,8.8,7.7,10.0
2023,AK,Alaska,Anchorage,Cognitive disability among adults,17.2,14.8,19.8
2023,AK,Alaska,Anchorage,Cholesterol screening among adults,85.2,83.5,86.8
2023,AK,Alaska,Anchorage,Independent living disability among adults,7.2,6.2,8.3
2023,AK,Alaska,Anchorage,Current cigarette smoking among adults,18.5,15.8,21.5
2023,AK,Alaska,Anchorage,High blood pressure among adults,31.3,28.8,34.1
2023,AK,Alaska,Anchorage,Stroke among adults,3.2,2.9,3.5
2023,AK,Alaska,Anchorage,Arthritis among adults,22.7,20.7,25.1
2023,AK,Alaska,Anchorage,Current asthma among adults,11.4,10.3,12.8
2023,AK,Alaska,Anchorage,Any disability among adults,32.9,29.8,36.3
2023,AK,Alaska,Anchorage,Independent living disability among adults,6.9,6.0,7.8
2023,AK,Alaska,Anchorage,Current lack of health insurance among adults aged 18-64 years,9.8,8.1,11.7
2023,AK,Alaska,Anchorage,Utility services shut-off threat in the past 12 months among adults,10.0,8.7,11.4
2023,AK,Alaska,Anchorage,Food insecurity in the past 12 months among adults,6.3,4.8,8.1
2023,AK,Alaska,Anchorage,Binge drinking among adults,17.7,15.6,20.3
2023,AK,Alaska,Anchorage,Stroke among adults,3.2,2.9,3.5
2023,AK,Alaska,Anchorage,Loneliness among adults,35.5,32.2,38.9
2023,AK,Alaska,Anchorage,Any disability among adults,30.1,26.9,33.4
2023,AK,Alaska,Anchorage,Binge drinking among adults,18.3,16.1,20.9
2023,AK,Alaska,Anchorage,Current lack of health insurance among adults aged 18-64 years,19.5,16.8,22.4
2023,AK,Alaska,Anchorage,Self-care disability among adults,3.8,3.4,4.3
2023,AK,Alaska,Anchorage,Depression among adults,21.3,18.9,24.0
2023,AK,Alaska,Anchorage,Obesity among adults,34.8,31.1,39.2
2023,AK,Alaska,Anchorage,Cholesterol screening among adults,74.6,71.8,77.3
2023,AK,Alaska,Anchorage,Received food stamps in the past 12 months among adults,4.1,3.0,5.4
2023,AK,Alaska,Anchorage,Depression among adults,22.4,19.8,25.5
2023,AK,Alaska,Anchorage,Loneliness among adults,34.3,31.0,37.7
2023,AK,Alaska,Anchorage,Vision disability among adults,2.9,2.4,3.4
2023,AK,Alaska,Anchorage,Taking medicine to control high blood pressure among adults with high blood pressure,69.0,65.8,72.4
2023,AK,Alaska,Anchorage,Vision disability among adults,5.3,4.8,5.9
2023,AK,Alaska,Anchorage,No leisure-time physical activity among adults,18.0,15.5,21.2
2023,AK,Alaska,Anchorage,High cholesterol among adults who have ever been screened,32.1,29.4,35.2
2023,AK,Alaska,Anchorage,Stroke among adults,4.2,3.8,4.7
2023,AK,Alaska,Anchorage,Any disability among adults,38.5,35.4,42.5
2023,AK,Alaska,Anchorage,No leisure-time physical activity among adults,30.8,27.4,34.6
2023,AK,Alaska,Anchorage,Housing insecurity in the past 12 months among adults,8.5,6.7,10.3
2023,AK,Alaska,Anchorage,Any disability among adults,23.1,20.1,26.7
2023,AK,Alaska,Anchorage,Stroke among adults,3.9,3.5,4.3
2023,AK,Alaska,Anchorage,Housing insecurity in the past 12 months among adults,11.2,9.5,13.1
2023,AK,Alaska,Anchorage,Any disability among adults,28.8,25.5,32.4
2023,AK,Alaska,Anchorage,High blood pressure among adults,40.3,37.7,43.5
2023,AK,Alaska,Anchorage,Independent living disability among adults,8.6,7.6,9.7
