year,stateabbr,state,county,measure,data_value,low_confidence_limit,high_confidence_limit
2023,AK,Alaska,Anchorage,Arthritis among adults,27.1,24.8,29.8
2023,AK,Alaska,Anchorage,Chronic obstructive pulmonary disease among adults,7.9,6.8,9.2
2023,AK,Alaska,Anchorage,Self-care disability among adults,2.4,2.0,2.9
2023,AK,Alaska,Anchorage,Fair or poor self-rated health status among adults,18.1,15.8,20.8
2023,AK,Alaska,Anchorage,Housing insecurity in the past 12 months among adults,12.1,10.4,13.9
2023,AK,Alaska,Anchorage,Received food stamps in the past 12 months among adults,4.1,2.9,5.5
2023,AK,Alaska,Anchorage,Housing insecurity in the past 12 months among adults,17.6,15.0,20.3
2023,AK,Alaska,Anchorage,Arthritis among adults,18.0,16.1,20.1
2023,AK,Alaska,Anchorage,Frequent mental distress among adults,12.4,10.9,14.1
2023,AK,Alaska,Anchorage,Current cigarette smoking among adults,23.5,21.0,26.6
2023,AK,Alaska,Anchorage,Self-care disability among adults,2.7,2.4,3.1
2023,AK,Alaska,Anchorage,Cancer (non-skin) or melanoma among adults,7.8,7.1,8.6
2023,AK,Alaska,Anchorage,Depression among adults,21.6,19.1,24.4
2023,AK,Alaska,Anchorage,Current asthma among adults,11.8,10.6,13.2
2023,AK,Alaska,Anchorage,Fair or poor self-rated health status among adults,15.8,13.8,18.2
2023,AK,Alaska,Anchorage,Current cigarette smoking among adults,14.3,12.1,16.6
2023,AK,Alaska,Anchorage,Frequent physical distress among adults,13.2,11.8,14.8
2023,AK,Alaska,Anchorage,Current cigarette smoking among adults,16.4,14.3,18.7
2023,AK,Alaska,Anchorage,Current asthma among adults,11.2,10.0,12.6
2023,AK,Alaska,Anchorage,Taking medicine to control high blood pressure among adults with high blood pressure,73.0,70.0,76.2
2023,AK,Alaska,Anchorage,Binge drinking among adults,18.0,15.8,20.5
2023,AK,Alaska,Anchorage,Food insecurity in the past 12 months among adults,12.2,9.7,15.3
2023,AK,Alaska,Anchorage,No leisure-time physical activity among adults,20.3,17.2,23.4
2023,AK,Alaska,Anchorage,Cholesterol screening among adults,64.4,60.2,68.6
2023,AK,Alaska,Anchorage,Mobility disability among adults,19.8,18.0,21.9
2023,AK,Alaska,Anchorage,Diagnosed diabetes among adults,9.1,8.0,10.4
2023,AK,Alaska,Anchorage,Depression among adults,21.1,18.6,23.8
2023,AK,Alaska,Anchorage,Self-care disability among adults,4.2,3.7,4.7
2023,AK,Alaska,Anchorage,Current cigarette smoking among adults,10.5,8.1,13.3
2023,AK,Alaska,Anchorage,Obesity among adults,37.8,33.9,42.1
2023,AK,Alaska,Anchorage,Independent living disability among adults,6.5,5.7,7.5
2023,AK,Alaska,Anchorage,Independent living disability among adults,6.8,5.9,7.8
2023,AK,Alaska,Anchorage,High cholesterol among adults who have ever been screened,30.1,27.7,33.0
2023,AK,Alaska,Anchorage,Coronary heart disease among adults,6.2,5.4,7.2
2023,AK,Alaska,Anchorage,Mobility disability among adults,9.9,8.9,11.4
2023,AK,Alaska,Anchorage,Chronic obstructive pulmonary disease among adults,5.0,4.0,6.3
2023,AK,Alaska,Anchorage,Current lack of health insurance among adults aged 18-64 years,7.9,6.4,9.6
