date,respondent,respondent_name,type,type_name,value,unit
2021-06-30,CAL,California,NG,Net generation,666593,megawatthours
2021-06-30,CAL,California,NG,Net generation,670372,megawatthours
2021-06-30,CAL,California,NG,Net generation,673499,megawatthours
2021-06-30,CAL,California,NG,Net generation,668476,megawatthours
2021-06-30,CAL,California,NG,Net generation,666593,megawatthours
2021-06-30,CAL,California,TI,Total interchange,-212432,megawatthours
2021-06-30,CAL,California,TI,Total interchange,-209969,megawatthours
2021-06-30,CAL,California,TI,Total interchange,-206902,megawatthours
2021-06-30,CAL,California,TI,Total interchange,-211483,megawatthours
2021-06-30,CAL,California,TI,Total interchange,-212432,megawatthours
2021-07-01,CAL,California,D,Demand,901605,megawatthours
2021-07-01,CAL,California,D,Demand,899773,megawatthours
2021-07-01,CAL,California,D,Demand,898946,megawatthours
2021-07-01,CAL,California,D,Demand,900517,megawatthours
2021-07-01,CAL,California,D,Demand,901605,megawatthours
2021-07-01,CAL,California,DF,Day-ahead demand forecast,863160,megawatthours
2021-07-01,CAL,California,DF,Day-ahead demand forecast,863815,megawatthours
2021-07-01,CAL,California,DF,Day-ahead demand forecast,864262,megawatthours
2021-07-01,CAL,California,DF,Day-ahead demand forecast,863428,megawatthours
2021-07-01,CAL,California,DF,Day-ahead demand forecast,863160,megawatthours
2021-07-01,CAL,California,NG,Net generation,677170,megawatthours
2021-07-01,CAL,California,NG,Net generation,674730,megawatthours
2021-07-01,CAL,California,NG,Net generation,672900,megawatthours
2021-07-01,CAL,California,NG,Net generation,675668,megawatthours
2021-07-01,CAL,California,NG,Net generation,677170,megawatthours
2021-07-01,CAL,California,TI,Total interchange,-209358,megawatthours
2021-07-01,CAL,California,TI,Total interchange,-209696,megawatthours
2021-07-01,CAL,California,TI,Total interchange,-210559,megawatthours
2021-07-01,CAL,California,TI,Total interchange,-209262,megawatthours
2021-07-01,CAL,California,TI,Total interchange,-209358,megawatthours
2021-07-02,CAL,California,D,Demand,894375,megawatthours
2021-07-02,CAL,California,D,Demand,895895,megawatthours
2021-07-02,CAL,California,D,Demand,896847,megawatthours
2021-07-02,CAL,California,D,Demand,895139,megawatthours
2021-07-02,CAL,California,D,Demand,894375,megawatthours
2021-07-02,CAL,California,DF,Day-ahead demand forecast,862637,megawatthours
2021-07-02,CAL,California,DF,Day-ahead demand forecast,862416,megawatthours
2021-07-02,CAL,California,DF,Day-ahead demand forecast,862628,megawatthours
2021-07-02,CAL,California,DF,Day-ahead demand forecast,862408,megawatthours
2021-07-02,CAL,California,DF,Day-ahead demand forecast,862637,megawatthours
2021-07-02,CAL,California,NG,Net generation,669061,megawatthours
2021-07-02,CAL,California,NG,Net generation,669206,megawatthours
2021-07-02,CAL,California,NG,Net generation,670482,megawatthours
2021-07-02,CAL,California,NG,Net generation,668900,megawatthours
2021-07-02,CAL,California,NG,Net generation,669061,megawatthours
2021-07-02,CAL,California,TI,Total interchange,-204827,megawatthours
2021-07-02,CAL,California,TI,Total interchange,-205422,megawatthours
2021-07-02,CAL,California,TI,Total interchange,-204942,megawatthours
2021-07-02,CAL,California,TI,Total interchange,-205511,megawatthours
2021-07-02,CAL,California,TI,Total interchange,-204827,megawatthours
2021-07-03,CAL,California,D,Demand,836316,megawatthours
2021-07-03,CAL,California,D,Demand,839216,megawatthours
2021-07-03,CAL,California,D,Demand,841480,megawatthours
2021-07-03,CAL,California,D,Demand,837371,megawatthours
2021-07-03,CAL,California,D,Demand,836316,megawatthours
2021-07-03,CAL,California,DF,Day-ahead demand forecast,806931,megawatthours
2021-07-03,CAL,California,DF,Day-ahead demand forecast,809588,megawatthours
2021-07-03,CAL,California,DF,Day-ahead demand forecast,811320,megawatthours
2021-07-03,CAL,California,DF,Day-ahead demand forecast,808138,megawatthours
2021-07-03,CAL,California,DF,Day-ahead demand forecast,806931,megawatthours
2021-07-03,CAL,California,NG,Net generation,617908,megawatthours
2021-07-03,CAL,California,NG,Net generation,620442,megawatthours
2021-07-03,CAL,California,NG,Net generation,622222,megawatthours
2021-07-03,CAL,California,NG,Net generation,619474,megawatthours
2021-07-03,CAL,California,NG,Net generation,617908,megawatthours
2021-07-03,CAL,California,TI,Total interchange,-197153,megawatthours
2021-07-03,CAL,California,TI,Total interchange,-198140,megawatthours
2021-07-03,CAL,California,TI,Total interchange,-197780,megawatthours
2021-07-03,CAL,California,TI,Total interchange,-197262,megawatthours
2021-07-03,CAL,California,TI,Total interchange,-197153,megawatthours
2021-07-04,CAL,California,D,Demand,768947,megawatthours
2021-07-04,CAL,California,D,Demand,773067,megawatthours
2021-07-04,CAL,California,D,Demand,775920,megawatthours
2021-07-04,CAL,California,D,Demand,770999,megawatthours
2021-07-04,CAL,California,D,Demand,768947,megawatthours
2021-07-04,CAL,California,DF,Day-ahead demand forecast,769826,megawatthours
2021-07-04,CAL,California,DF,Day-ahead demand forecast,771992,megawatthours
2021-07-04,CAL,California,DF,Day-ahead demand forecast,772742,megawatthours
2021-07-04,CAL,California,DF,Day-ahead demand forecast,770985,megawatthours
2021-07-04,CAL,California,DF,Day-ahead demand forecast,769826,megawatthours
2021-07-04,CAL,California,NG,Net generation,578574,megawatthours
2021-07-04,CAL,California,NG,Net generation,580785,megawatthours
2021-07-04,CAL,California,NG,Net generation,582667,megawatthours
2021-07-04,CAL,California,NG,Net generation,579425,megawatthours
2021-07-04,CAL,California,NG,Net generation,578574,megawatthours
2021-07-04,CAL,California,TI,Total interchange,-171401,megawatthours
2021-07-04,CAL,California,TI,Total interchange,-172393,megawatthours
2021-07-04,CAL,California,TI,Total interchange,-172777,megawatthours
2021-07-04,CAL,California,TI,Total interchange,-172171,megawatthours
2021-07-04,CAL,California,TI,Total interchange,-171401,megawatthours
2021-07-05,CAL,California,D,Demand,804387,megawatthours
2021-07-05,CAL,California,D,Demand,801529,megawatthours
2021-07-05,CAL,California,D,Demand,798321,megawatthours
2021-07-05,CAL,California,D,Demand,803490,megawatthours
2021-07-05,CAL,California,D,Demand,804387,megawatthours
2021-07-05,CAL,California,DF,Day-ahead demand forecast,766534,megawatthours
2021-07-05,CAL,California,DF,Day-ahead demand forecast,766715,megawatthours
2021-07-05,CAL,California,DF,Day-ahead demand forecast,767644,megawatthours
2021-07-05,CAL,California,DF,Day-ahead demand forecast,766432,megawatthours
2021-07-05,CAL,California,DF,Day-ahead demand forecast,766534,megawatthours
2021-07-05,CAL,California,NG,Net generation,628568,megawatthours
2021-07-05,CAL,California,NG,Net generation,623705,megawatthours
2021-07-05,CAL,California,NG,Net generation,619771,megawatthours
2021-07-05,CAL,California,NG,Net generation,626614,megawatthours
2021-07-05,CAL,California,NG,Net generation,628568,megawatthours
2021-07-05,CAL,California,TI,Total interchange,-152803,megawatthours
2021-07-05,CAL,California,TI,Total interchange,-155252,megawatthours
2021-07-05,CAL,California,TI,Total interchange,-157249,megawatthours
2021-07-05,CAL,California,TI,Total interchange,-154146,megawatthours
2021-07-05,CAL,California,TI,Total interchange,-152803,megawatthours
2021-07-06,CAL,California,D,Demand,859214,megawatthours
2021-07-06,CAL,California,D,Demand,856404,megawatthours
2021-07-06,CAL,California,D,Demand,854907,megawatthours
2021-07-06,CAL,California,D,Demand,857838,megawatthours
2021-07-06,CAL,California,D,Demand,859214,megawatthours
2021-07-06,CAL,California,DF,Day-ahead demand forecast,819920,megawatthours
2021-07-06,CAL,California,DF,Day-ahead demand forecast,817749,megawatthours
2021-07-06,CAL,California,DF,Day-ahead demand forecast,815632,megawatthours
2021-07-06,CAL,California,DF,Day-ahead demand forecast,819063,megawatthours
2021-07-06,CAL,California,DF,Day-ahead demand forecast,819920,megawatthours
2021-07-06,CAL,California,NG,Net generation,718958,megawatthours
2021-07-06,CAL,California,NG,Net generation,715871,megawatthours
2021-07-06,CAL,California,NG,Net generation,713081,megawatthours
2021-07-06,CAL,California,NG,Net generation,717328,megawatthours
2021-07-06,CAL,California,NG,Net generation,718958,megawatthours
2021-07-06,CAL,California,TI,Total interchange,-124201,megawatthours
2021-07-06,CAL,California,TI,Total interchange,-125041,megawatthours
2021-07-06,CAL,California,TI,Total interchange,-126756,megawatthours
2021-07-06,CAL,California,TI,Total interchange,-124557,megawatthours
2021-07-06,CAL,California,TI,Total interchange,-124201,megawatthours
2021-07-07,CAL,California,D,Demand,893236,megawatthours
2021-07-07,CAL,California,D,Demand,891476,megawatthours
2021-07-07,CAL,California,D,Demand,890266,megawatthours
2021-07-07,CAL,California,D,Demand,892566,megawatthours
2021-07-07,CAL,California,D,Demand,893236,megawatthours
2021-07-07,CAL,California,DF,Day-ahead demand forecast,867301,megawatthours
2021-07-07,CAL,California,DF,Day-ahead demand forecast,863369,megawatthours
2021-07-07,CAL,California,DF,Day-ahead demand forecast,860762,megawatthours
2021-07-07,CAL,California,DF,Day-ahead demand forecast,865594,megawatthours
2021-07-07,CAL,California,DF,Day-ahead demand forecast,867301,megawatthours
2021-07-07,CAL,California,NG,Net generation,710006,megawatthours
2021-07-07,CAL,California,NG,Net generation,708607,megawatthours
2021-07-07,CAL,California,NG,Net generation,708760,megawatthours
2021-07-07,CAL,California,NG,Net generation,709103,megawatthours
2021-07-07,CAL,California,NG,Net generation,710006,megawatthours
2021-07-07,CAL,California,TI,Total interchange,-167942,megawatthours
2021-07-07,CAL,California,TI,Total interchange,-167448,megawatthours
2021-07-07,CAL,California,TI,Total interchange,-166011,megawatthours
2021-07-07,CAL,California,TI,Total interchange,-167833,megawatthours
2021-07-07,CAL,California,TI,Total interchange,-167942,megawatthours
2021-07-08,CAL,California,D,Demand,949074,megawatthours
2021-07-08,CAL,California,D,Demand,942785,megawatthours
2021-07-08,CAL,California,D,Demand,939195,megawatthours
2021-07-08,CAL,California,D,Demand,945993,megawatthours
2021-07-08,CAL,California,D,Demand,949074,megawatthours
2021-07-08,CAL,California,DF,Day-ahead demand forecast,920806,megawatthours
2021-07-08,CAL,California,DF,Day-ahead demand forecast,915477,megawatthours
2021-07-08,CAL,California,DF,Day-ahead demand forecast,912602,megawatthours
2021-07-08,CAL,California,DF,Day-ahead demand forecast,918246,megawatthours
2021-07-08,CAL,California,DF,Day-ahead demand forecast,920806,megawatthours
2021-07-08,CAL,California,NG,Net generation,788057,megawatthours
2021-07-08,CAL,California,NG,Net generation,781403,megawatthours
2021-07-08,CAL,California,NG,Net generation,777441,megawatthours
2021-07-08,CAL,California,NG,Net generation,784602,megawatthours
2021-07-08,CAL,California,NG,Net generation,788057,megawatthours
2021-07-08,CAL,California,TI,Total interchange,-148667,megawatthours
2021-07-08,CAL,California,TI,Total interchange,-148948,megawatthours
2021-07-08,CAL,California,TI,Total interchange,-149133,megawatthours
2021-07-08,CAL,California,TI,Total interchange,-148530,megawatthours
2021-07-08,CAL,California,TI,Total interchange,-148667,megawatthours
2021-07-09,CAL,California,D,Demand,1005629,megawatthours
2021-07-09,CAL,California,D,Demand,1003004,megawatthours
2021-07-09,CAL,California,D,Demand,1002235,megawatthours
2021-07-09,CAL,California,D,Demand,1004222,megawatthours
2021-07-09,CAL,California,D,Demand,1005629,megawatthours
2021-07-09,CAL,California,DF,Day-ahead demand forecast,984449,megawatthours
2021-07-09,CAL,California,DF,Day-ahead demand forecast,981104,megawatthours
2021-07-09,CAL,California,DF,Day-ahead demand forecast,979247,megawatthours
2021-07-09,CAL,California,DF,Day-ahead demand forecast,982839,megawatthours
2021-07-09,CAL,California,DF,Day-ahead demand forecast,984449,megawatthours
2021-07-09,CAL,California,NG,Net generation,898770,megawatthours
2021-07-09,CAL,California,NG,Net generation,887634,megawatthours
2021-07-09,CAL,California,NG,Net generation,881503,megawatthours
2021-07-09,CAL,California,NG,Net generation,893927,megawatthours
2021-07-09,CAL,California,NG,Net generation,898770,megawatthours
2021-07-09,CAL,California,TI,Total interchange,-99003,megawatthours
2021-07-09,CAL,California,TI,Total interchange,-107930,megawatthours
2021-07-09,CAL,California,TI,Total interchange,-111452,megawatthours
2021-07-09,CAL,California,TI,Total interchange,-103206,megawatthours
2021-07-09,CAL,California,TI,Total interchange,-99003,megawatthours
2021-07-10,CAL,California,D,Demand,958536,megawatthours
2021-07-10,CAL,California,D,Demand,960735,megawatthours
2021-07-10,CAL,California,D,Demand,962182,megawatthours
2021-07-10,CAL,California,D,Demand,959294,megawatthours
2021-07-10,CAL,California,D,Demand,958536,megawatthours
2021-07-10,CAL,California,DF,Day-ahead demand forecast,938840,megawatthours
2021-07-10,CAL,California,DF,Day-ahead demand forecast,941034,megawatthours
2021-07-10,CAL,California,DF,Day-ahead demand forecast,942690,megawatthours
2021-07-10,CAL,California,DF,Day-ahead demand forecast,939723,megawatthours
2021-07-10,CAL,California,DF,Day-ahead demand forecast,938840,megawatthours
2021-07-10,CAL,California,NG,Net generation,884359,megawatthours
2021-07-10,CAL,California,NG,Net generation,888738,megawatthours
2021-07-10,CAL,California,NG,Net generation,892000,megawatthours
2021-07-10,CAL,California,NG,Net generation,885385,megawatthours
2021-07-10,CAL,California,NG,Net generation,884359,megawatthours
2021-07-10,CAL,California,TI,Total interchange,-69317,megawatthours
2021-07-10,CAL,California,TI,Total interchange,-66047,megawatthours
2021-07-10,CAL,California,TI,Total interchange,-65443,megawatthours
2021-07-10,CAL,California,TI,Total interchange,-67841,megawatthours
2021-07-10,CAL,California,TI,Total interchange,-69317,megawatthours
2021-07-11,CAL,California,D,Demand,892797,megawatthours
2021-07-11,CAL,California,D,Demand,899409,megawatthours
2021-07-11,CAL,California,D,Demand,902472,megawatthours
2021-07-11,CAL,California,D,Demand,896292,megawatthours
2021-07-11,CAL,California,D,Demand,892797,megawatthours
2021-07-11,CAL,California,DF,Day-ahead demand forecast,907802,megawatthours
2021-07-11,CAL,California,DF,Day-ahead demand forecast,910929,megawatthours
2021-07-11,CAL,California,DF,Day-ahead demand forecast,912410,megawatthours
2021-07-11,CAL,California,DF,Day-ahead demand forecast,909391,megawatthours
2021-07-11,CAL,California,DF,Day-ahead demand forecast,907802,megawatthours
2021-07-11,CAL,California,NG,Net generation,830538,megawatthours
2021-07-11,CAL,California,NG,Net generation,833983,megawatthours
2021-07-11,CAL,California,NG,Net generation,834895,megawatthours
2021-07-11,CAL,California,NG,Net generation,833457,megawatthours
2021-07-11,CAL,California,NG,Net generation,830538,megawatthours
2021-07-11,CAL,California,TI,Total interchange,-49830,megawatthours
2021-07-11,CAL,California,TI,Total interchange,-53881,megawatthours
2021-07-11,CAL,California,TI,Total interchange,-56225,megawatthours
2021-07-11,CAL,California,TI,Total interchange,-51777,megawatthours
2021-07-11,CAL,California,TI,Total interchange,-49830,megawatthours
2021-07-12,CAL,California,D,Demand,914528,megawatthours
2021-07-12,CAL,California,D,Demand,913456,megawatthours
2021-07-12,CAL,California,D,Demand,912940,megawatthours
2021-07-12,CAL,California,D,Demand,913961,megawatthours
2021-07-12,CAL,California,D,Demand,914528,megawatthours
2021-07-12,CAL,California,DF,Day-ahead demand forecast,936584,megawatthours
2021-07-12,CAL,California,DF,Day-ahead demand forecast,936098,megawatthours
2021-07-12,CAL,California,DF,Day-ahead demand forecast,935692,megawatthours
2021-07-12,CAL,California,DF,Day-ahead demand forecast,936340,megawatthours
2021-07-12,CAL,California,DF,Day-ahead demand forecast,936584,megawatthours
2021-07-12,CAL,California,NG,Net generation,853401,megawatthours
2021-07-12,CAL,California,NG,Net generation,854858,megawatthours
2021-07-12,CAL,California,NG,Net generation,855761,megawatthours
2021-07-12,CAL,California,NG,Net generation,853837,megawatthours
2021-07-12,CAL,California,NG,Net generation,853401,megawatthours
2021-07-12,CAL,California,TI,Total interchange,-49324,megawatthours
2021-07-12,CAL,California,TI,Total interchange,-46447,megawatthours
2021-07-12,CAL,California,TI,Total interchange,-45511,megawatthours
2021-07-12,CAL,California,TI,Total interchange,-47955,megawatthours
2021-07-12,CAL,California,TI,Total interchange,-49324,megawatthours
2021-07-13,CAL,California,D,Demand,921063,megawatthours
2021-07-13,CAL,California,D,Demand,920255,megawatthours
2021-07-13,CAL,California,D,Demand,920368,megawatthours
2021-07-13,CAL,California,D,Demand,920622,megawatthours
2021-07-13,CAL,California,D,Demand,921063,megawatthours
2021-07-13,CAL,California,DF,Day-ahead demand forecast,907354,megawatthours
2021-07-13,CAL,California,DF,Day-ahead demand forecast,909610,megawatthours
2021-07-13,CAL,California,DF,Day-ahead demand forecast,910965,megawatthours
2021-07-13,CAL,California,DF,Day-ahead demand forecast,908433,megawatthours
2021-07-13,CAL,California,DF,Day-ahead demand forecast,907354,megawatthours
2021-07-13,CAL,California,NG,Net generation,815086,megawatthours
2021-07-13,CAL,California,NG,Net generation,819339,megawatthours
2021-07-13,CAL,California,NG,Net generation,822750,megawatthours
2021-07-13,CAL,California,NG,Net generation,816579,megawatthours
2021-07-13,CAL,California,NG,Net generation,815086,megawatthours
2021-07-13,CAL,California,TI,Total interchange,-97449,megawatthours
2021-07-13,CAL,California,TI,Total interchange,-91332,megawatthours
2021-07-13,CAL,California,TI,Total interchange,-88162,megawatthours
2021-07-13,CAL,California,TI,Total interchange,-94595,megawatthours
2021-07-13,CAL,California,TI,Total interchange,-97449,megawatthours
2021-07-14,CAL,California,D,Demand,921270,megawatthours
2021-07-14,CAL,California,D,Demand,921885,megawatthours
2021-07-14,CAL,California,D,Demand,921747,megawatthours
2021-07-14,CAL,California,D,Demand,921558,megawatthours
2021-07-14,CAL,California,D,Demand,921270,megawatthours
2021-07-14,CAL,California,DF,Day-ahead demand forecast,892720,megawatthours
2021-07-14,CAL,California,DF,Day-ahead demand forecast,894018,megawatthours
2021-07-14,CAL,California,DF,Day-ahead demand forecast,894767,megawatthours
2021-07-14,CAL,California,DF,Day-ahead demand forecast,893314,megawatthours
2021-07-14,CAL,California,DF,Day-ahead demand forecast,892720,megawatthours
2021-07-14,CAL,California,NG,Net generation,761229,megawatthours
2021-07-14,CAL,California,NG,Net generation,764089,megawatthours
2021-07-14,CAL,California,NG,Net generation,765146,megawatthours
2021-07-14,CAL,California,NG,Net generation,763275,megawatthours
2021-07-14,CAL,California,NG,Net generation,761229,megawatthours
2021-07-14,CAL,California,TI,Total interchange,-150113,megawatthours
2021-07-14,CAL,California,TI,Total interchange,-148212,megawatthours
2021-07-14,CAL,California,TI,Total interchange,-146310,megawatthours
2021-07-14,CAL,California,TI,Total interchange,-149033,megawatthours
2021-07-14,CAL,California,TI,Total interchange,-150113,megawatthours
2021-07-15,CAL,California,D,Demand,908538,megawatthours
2021-07-15,CAL,California,D,Demand,909993,megawatthours
2021-07-15,CAL,California,D,Demand,910887,megawatthours
2021-07-15,CAL,California,D,Demand,909329,megawatthours
2021-07-15,CAL,California,D,Demand,908538,megawatthours
2021-07-15,CAL,California,DF,Day-ahead demand forecast,863215,megawatthours
2021-07-15,CAL,California,DF,Day-ahead demand forecast,865463,megawatthours
2021-07-15,CAL,California,DF,Day-ahead demand forecast,866940,megawatthours
2021-07-15,CAL,California,DF,Day-ahead demand forecast,864263,megawatthours
2021-07-15,CAL,California,DF,Day-ahead demand forecast,863215,megawatthours
2021-07-15,CAL,California,NG,Net generation,705697,megawatthours
2021-07-15,CAL,California,NG,Net generation,711258,megawatthours
2021-07-15,CAL,California,NG,Net generation,713608,megawatthours
2021-07-15,CAL,California,NG,Net generation,707716,megawatthours
2021-07-15,CAL,California,NG,Net generation,705697,megawatthours
2021-07-15,CAL,California,TI,Total interchange,-187934,megawatthours
2021-07-15,CAL,California,TI,Total interchange,-184385,megawatthours
2021-07-15,CAL,California,TI,Total interchange,-182770,megawatthours
2021-07-15,CAL,California,TI,Total interchange,-186176,megawatthours
2021-07-15,CAL,California,TI,Total interchange,-187934,megawatthours
2021-07-16,CAL,California,D,Demand,889457,megawatthours
2021-07-16,CAL,California,D,Demand,889593,megawatthours
2021-07-16,CAL,California,D,Demand,889548,megawatthours
2021-07-16,CAL,California,D,Demand,889461,megawatthours
2021-07-16,CAL,California,D,Demand,889457,megawatthours
2021-07-16,CAL,California,DF,Day-ahead demand forecast,851208,megawatthours
2021-07-16,CAL,California,DF,Day-ahead demand forecast,850982,megawatthours
2021-07-16,CAL,California,DF,Day-ahead demand forecast,851304,megawatthours
2021-07-16,CAL,California,DF,Day-ahead demand forecast,850967,megawatthours
2021-07-16,CAL,California,DF,Day-ahead demand forecast,851208,megawatthours
2021-07-16,CAL,California,NG,Net generation,683524,megawatthours
2021-07-16,CAL,California,NG,Net generation,684930,megawatthours
2021-07-16,CAL,California,NG,Net generation,685723,megawatthours
2021-07-16,CAL,California,NG,Net generation,684558,megawatthours
2021-07-16,CAL,California,NG,Net generation,683524,megawatthours
2021-07-16,CAL,California,TI,Total interchange,-192982,megawatthours
2021-07-16,CAL,California,TI,Total interchange,-192010,megawatthours
2021-07-16,CAL,California,TI,Total interchange,-191115,megawatthours
2021-07-16,CAL,California,TI,Total interchange,-192378,megawatthours
2021-07-16,CAL,California,TI,Total interchange,-192982,megawatthours
2021-07-17,CAL,California,D,Demand,869896,megawatthours
2021-07-17,CAL,California,D,Demand,869337,megawatthours
2021-07-17,CAL,California,D,Demand,869825,megawatthours
2021-07-17,CAL,California,D,Demand,869284,megawatthours
2021-07-17,CAL,California,D,Demand,869896,megawatthours
2021-07-17,CAL,California,DF,Day-ahead demand forecast,820559,megawatthours
2021-07-17,CAL,California,DF,Day-ahead demand forecast,820509,megawatthours
2021-07-17,CAL,California,DF,Day-ahead demand forecast,820512,megawatthours
2021-07-17,CAL,California,DF,Day-ahead demand forecast,820550,megawatthours
2021-07-17,CAL,California,DF,Day-ahead demand forecast,820559,megawatthours
2021-07-17,CAL,California,NG,Net generation,668024,megawatthours
2021-07-17,CAL,California,NG,Net generation,665216,megawatthours
2021-07-17,CAL,California,NG,Net generation,664418,megawatthours
2021-07-17,CAL,California,NG,Net generation,666776,megawatthours
2021-07-17,CAL,California,NG,Net generation,668024,megawatthours
2021-07-17,CAL,California,TI,Total interchange,-189987,megawatthours
2021-07-17,CAL,California,TI,Total interchange,-192220,megawatthours
2021-07-17,CAL,California,TI,Total interchange,-194083,megawatthours
2021-07-17,CAL,California,TI,Total interchange,-190850,megawatthours
2021-07-17,CAL,California,TI,Total interchange,-189987,megawatthours
2021-07-18,CAL,California,D,Demand,881295,megawatthours
2021-07-18,CAL,California,D,Demand,879392,megawatthours
2021-07-18,CAL,California,D,Demand,877969,megawatthours
2021-07-18,CAL,California,D,Demand,880759,megawatthours
2021-07-18,CAL,California,D,Demand,881295,megawatthours
2021-07-18,CAL,California,DF,Day-ahead demand forecast,847030,megawatthours
2021-07-18,CAL,California,DF,Day-ahead demand forecast,844443,megawatthours
2021-07-18,CAL,California,DF,Day-ahead demand forecast,842134,megawatthours
2021-07-18,CAL,California,DF,Day-ahead demand forecast,846092,megawatthours
2021-07-18,CAL,California,DF,Day-ahead demand forecast,847030,megawatthours
2021-07-18,CAL,California,NG,Net generation,691248,megawatthours
2021-07-18,CAL,California,NG,Net generation,688122,megawatthours
2021-07-18,CAL,California,NG,Net generation,686209,megawatthours
2021-07-18,CAL,California,NG,Net generation,689796,megawatthours
2021-07-18,CAL,California,NG,Net generation,691248,megawatthours
2021-07-18,CAL,California,TI,Total interchange,-174106,megawatthours
2021-07-18,CAL,California,TI,Total interchange,-175653,megawatthours
2021-07-18,CAL,California,TI,Total interchange,-175707,megawatthours
2021-07-18,CAL,California,TI,Total interchange,-175468,megawatthours
2021-07-18,CAL,California,TI,Total interchange,-174106,megawatthours
2021-07-19,CAL,California,D,Demand,982973,megawatthours
2021-07-19,CAL,California,D,Demand,979968,megawatthours
2021-07-19,CAL,California,D,Demand,977405,megawatthours
2021-07-19,CAL,California,D,Demand,981575,megawatthours
2021-07-19,CAL,California,D,Demand,982973,megawatthours
2021-07-19,CAL,California,DF,Day-ahead demand forecast,938379,megawatthours
2021-07-19,CAL,California,DF,Day-ahead demand forecast,935145,megawatthours
2021-07-19,CAL,California,DF,Day-ahead demand forecast,932969,megawatthours
2021-07-19,CAL,California,DF,Day-ahead demand forecast,936823,megawatthours
2021-07-19,CAL,California,DF,Day-ahead demand forecast,938379,megawatthours
2021-07-19,CAL,California,NG,Net generation,800285,megawatthours
2021-07-19,CAL,California,NG,Net generation,796464,megawatthours
2021-07-19,CAL,California,NG,Net generation,793998,megawatthours
2021-07-19,CAL,California,NG,Net generation,798425,megawatthours
2021-07-19,CAL,California,NG,Net generation,800285,megawatthours
2021-07-19,CAL,California,TI,Total interchange,-167547,megawatthours
2021-07-19,CAL,California,TI,Total interchange,-168484,megawatthours
2021-07-19,CAL,California,TI,Total interchange,-168704,megawatthours
2021-07-19,CAL,California,TI,Total interchange,-167826,megawatthours
2021-07-19,CAL,California,TI,Total interchange,-167547,megawatthours
2021-07-20,CAL,California,D,Demand,969085,megawatthours
2021-07-20,CAL,California,D,Demand,969412,megawatthours
2021-07-20,CAL,California,D,Demand,969699,megawatthours
2021-07-20,CAL,California,D,Demand,969196,megawatthours
2021-07-20,CAL,California,D,Demand,969085,megawatthours
2021-07-20,CAL,California,DF,Day-ahead demand forecast,942654,megawatthours
2021-07-20,CAL,California,DF,Day-ahead demand forecast,942176,megawatthours
2021-07-20,CAL,California,DF,Day-ahead demand forecast,942117,megawatthours
2021-07-20,CAL,California,DF,Day-ahead demand forecast,942415,megawatthours
2021-07-20,CAL,California,DF,Day-ahead demand forecast,942654,megawatthours
2021-07-20,CAL,California,NG,Net generation,778250,megawatthours
2021-07-20,CAL,California,NG,Net generation,779249,megawatthours
2021-07-20,CAL,California,NG,Net generation,779599,megawatthours
2021-07-20,CAL,California,NG,Net generation,778157,megawatthours
2021-07-20,CAL,California,NG,Net generation,778250,megawatthours
2021-07-20,CAL,California,TI,Total interchange,-175696,megawatthours
2021-07-20,CAL,California,TI,Total interchange,-174650,megawatthours
2021-07-20,CAL,California,TI,Total interchange,-174722,megawatthours
2021-07-20,CAL,California,TI,Total interchange,-175220,megawatthours
2021-07-20,CAL,California,TI,Total interchange,-175696,megawatthours
2021-07-21,CAL,California,D,Demand,976579,megawatthours
2021-07-21,CAL,California,D,Demand,975858,megawatthours
2021-07-21,CAL,California,D,Demand,975384,megawatthours
2021-07-21,CAL,California,D,Demand,976228,megawatthours
2021-07-21,CAL,California,D,Demand,976579,megawatthours
2021-07-21,CAL,California,DF,Day-ahead demand forecast,953650,megawatthours
2021-07-21,CAL,California,DF,Day-ahead demand forecast,952893,megawatthours
2021-07-21,CAL,California,DF,Day-ahead demand forecast,952426,megawatthours
2021-07-21,CAL,California,DF,Day-ahead demand forecast,953306,megawatthours
2021-07-21,CAL,California,DF,Day-ahead demand forecast,953650,megawatthours
2021-07-21,CAL,California,NG,Net generation,786193,megawatthours
2021-07-21,CAL,California,NG,Net generation,787032,megawatthours
2021-07-21,CAL,California,NG,Net generation,787598,megawatthours
2021-07-21,CAL,California,NG,Net generation,786991,megawatthours
2021-07-21,CAL,California,NG,Net generation,786193,megawatthours
2021-07-21,CAL,California,TI,Total interchange,-177743,megawatthours
2021-07-21,CAL,California,TI,Total interchange,-176028,megawatthours
2021-07-21,CAL,California,TI,Total interchange,-174981,megawatthours
2021-07-21,CAL,California,TI,Total interchange,-176893,megawatthours
2021-07-21,CAL,California,TI,Total interchange,-177743,megawatthours
2021-07-22,CAL,California,D,Demand,960774,megawatthours
2021-07-22,CAL,California,D,Demand,962513,megawatthours
2021-07-22,CAL,California,D,Demand,964053,megawatthours
2021-07-22,CAL,California,D,Demand,961650,megawatthours
2021-07-22,CAL,California,D,Demand,960774,megawatthours
2021-07-22,CAL,California,DF,Day-ahead demand forecast,960903,megawatthours
2021-07-22,CAL,California,DF,Day-ahead demand forecast,960344,megawatthours
2021-07-22,CAL,California,DF,Day-ahead demand forecast,960190,megawatthours
2021-07-22,CAL,California,DF,Day-ahead demand forecast,960597,megawatthours
2021-07-22,CAL,California,DF,Day-ahead demand forecast,960903,megawatthours
