date,base,quote,rate
2024-03-11,USD,KRW,1311.06
2024-03-12,USD,KRW,1312.9
2024-03-13,USD,KRW,1315.49
2024-03-14,USD,KRW,1319.21
2024-03-15,USD,KRW,1330.07
2024-03-18,USD,KRW,1333.78
2024-03-19,USD,KRW,1338.93
2024-03-20,USD,KRW,1340.7
2024-03-21,USD,KRW,1328.51
2024-03-22,USD,KRW,1343.08
2024-03-25,USD,KRW,1341.38
2024-03-26,USD,KRW,1341.09
2024-03-27,USD,KRW,1351.06
2024-03-28,USD,KRW,1349.25
2024-04-02,USD,KRW,1351.97
2024-04-03,USD,KRW,1350.31
2024-04-04,USD,KRW,1347.64
2024-04-05,USD,KRW,1350.51
2024-04-08,USD,KRW,1356.71
2024-04-09,USD,KRW,1353.62
2024-04-10,USD,KRW,1351.13
2024-04-11,USD,KRW,1369.48
2024-04-12,USD,KRW,1379.83
2024-04-15,USD,KRW,1383.06
2024-04-16,USD,KRW,1392.89
2024-04-17,USD,KRW,1383.64
2024-04-18,USD,KRW,1374.11
2024-04-19,USD,KRW,1379.04
2024-04-22,USD,KRW,1380.4
2024-04-23,USD,KRW,1378.31
2024-04-24,USD,KRW,1375.55
2024-04-25,USD,KRW,1374.28
2024-04-26,USD,KRW,1376.38
2024-04-29,USD,KRW,1377.01
2024-04-30,USD,KRW,1380.55
2024-05-02,USD,KRW,1374.47
2024-05-03,USD,KRW,1359.12
2024-05-06,USD,KRW,1354.86
2024-05-07,USD,KRW,1358.4
2024-05-08,USD,KRW,1365.05
2024-05-09,USD,KRW,1371.2
2024-05-10,USD,KRW,1366.29
2024-05-13,USD,KRW,1367.31
2024-05-14,USD,KRW,1367.69
2024-05-15,USD,KRW,1358.87
2024-05-16,USD,KRW,1346.44
2024-05-17,USD,KRW,1357.02
2024-05-20,USD,KRW,1360.2
2024-05-21,USD,KRW,1362.81
2024-05-22,USD,KRW,1367.45
2024-05-23,USD,KRW,1360.48
2024-05-24,USD,KRW,1365.72
2024-05-27,USD,KRW,1363.12
2024-05-28,USD,KRW,1358.0
2024-05-29,USD,KRW,1367.43
2024-05-30,USD,KRW,1376.48
2024-05-31,USD,KRW,1383.26
2024-06-03,USD,KRW,1377.27
2024-06-04,USD,KRW,1376.63
2024-06-05,USD,KRW,1371.73
2024-06-06,USD,KRW,1368.1
2024-06-07,USD,KRW,1367.2
2024-06-10,USD,KRW,1375.35
2024-06-11,USD,KRW,1378.59
2024-06-12,USD,KRW,1376.08
2024-06-13,USD,KRW,1374.55
2024-06-14,USD,KRW,1385.74
2024-06-17,USD,KRW,1382.23
2024-06-18,USD,KRW,1385.04
2024-06-19,USD,KRW,1380.83
2024-06-20,USD,KRW,1388.2
2024-06-21,USD,KRW,1389.02
2024-06-24,USD,KRW,1388.23
2024-06-25,USD,KRW,1391.67
2024-06-26,USD,KRW,1392.14
2024-06-27,USD,KRW,1386.23
2024-06-28,USD,KRW,1377.73
2024-07-01,USD,KRW,1382.42
2024-07-02,USD,KRW,1387.14
2024-07-03,USD,KRW,1389.91
2024-07-04,USD,KRW,1380.61
2024-07-05,USD,KRW,1380.97
2024-07-08,USD,KRW,1383.53
2024-07-09,USD,KRW,1383.4
2024-07-10,USD,KRW,1384.26
2024-07-11,USD,KRW,1380.05
2024-07-12,USD,KRW,1375.47
2024-07-15,USD,KRW,1382.85
2024-07-16,USD,KRW,1382.8
2024-07-17,USD,KRW,1379.26
2024-07-18,USD,KRW,1382.78
2024-07-19,USD,KRW,1387.85
2024-07-22,USD,KRW,1388.02
2024-07-23,USD,KRW,1386.36
2024-07-24,USD,KRW,1382.75
2024-07-25,USD,KRW,1379.9
2024-07-26,USD,KRW,1385.96
2024-07-29,USD,KRW,1383.39
2024-07-30,USD,KRW,1384.51
2024-07-31,USD,KRW,1372.33
2024-08-01,USD,KRW,1366.33
2024-08-02,USD,KRW,1365.73
2024-08-05,USD,KRW,1364.19
2024-08-06,USD,KRW,1378.0
2024-08-07,USD,KRW,1375.15
2024-08-08,USD,KRW,1375.9
2024-08-09,USD,KRW,1365.82
2024-08-12,USD,KRW,1370.78
2024-08-13,USD,KRW,1371.27
2024-08-14,USD,KRW,1355.6
2024-08-15,USD,KRW,1357.99
2024-08-16,USD,KRW,1355.81
2024-08-19,USD,KRW,1336.9
2024-08-20,USD,KRW,1333.76
2024-08-21,USD,KRW,1336.41
2024-08-22,USD,KRW,1338.79
2024-08-23,USD,KRW,1336.98
2024-08-26,USD,KRW,1326.85
2024-08-27,USD,KRW,1331.18
2024-08-28,USD,KRW,1335.84
2024-08-29,USD,KRW,1329.67
2024-08-30,USD,KRW,1333.63
2024-09-02,USD,KRW,1339.23
2024-09-03,USD,KRW,1342.3
2024-09-04,USD,KRW,1340.72
2024-09-05,USD,KRW,1335.08
2024-09-06,USD,KRW,1330.54
2024-09-09,USD,KRW,1345.18
2024-09-10,USD,KRW,1342.21
2024-09-11,USD,KRW,1338.86
2024-09-12,USD,KRW,1341.05
2024-09-13,USD,KRW,1330.39
2024-09-16,USD,KRW,1318.91
2024-09-17,USD,KRW,1317.59
2024-09-18,USD,KRW,1324.75
2024-09-19,USD,KRW,1328.05
2024-09-20,USD,KRW,1335.76
2024-09-23,USD,KRW,1337.01
2024-09-24,USD,KRW,1334.65
2024-09-25,USD,KRW,1330.59
2024-09-26,USD,KRW,1325.52
2024-09-27,USD,KRW,1310.95
2024-09-30,USD,KRW,1312.17
2024-10-01,USD,KRW,1320.58
2024-10-02,USD,KRW,1321.05
2024-10-03,USD,KRW,1334.26
2024-10-04,USD,KRW,1340.32
2024-10-07,USD,KRW,1344.13
2024-10-08,USD,KRW,1346.04
2024-10-09,USD,KRW,1344.37
2024-10-10,USD,KRW,1351.55
2024-10-11,USD,KRW,1350.92
2024-10-14,USD,KRW,1359.62
2024-10-15,USD,KRW,1359.93
2024-10-16,USD,KRW,1361.02
2024-10-17,USD,KRW,1370.17
2024-10-18,USD,KRW,1371.85
2024-10-21,USD,KRW,1378.17
2024-10-22,USD,KRW,1378.49
2024-10-23,USD,KRW,1385.29
2024-10-24,USD,KRW,1379.34
2024-10-25,USD,KRW,1389.46
2024-10-28,USD,KRW,1383.3
2024-10-29,USD,KRW,1388.9
2024-10-30,USD,KRW,1380.51
2024-10-31,USD,KRW,1378.47
2024-11-01,USD,KRW,1376.4
2024-11-04,USD,KRW,1373.78
2024-11-05,USD,KRW,1379.93
2024-11-06,USD,KRW,1403.37
2024-11-07,USD,KRW,1386.91
2024-11-08,USD,KRW,1388.24
2024-11-11,USD,KRW,1398.9
2024-11-12,USD,KRW,1405.43
2024-11-13,USD,KRW,1399.38
2024-11-14,USD,KRW,1403.95
2024-11-15,USD,KRW,1394.91
2024-11-18,USD,KRW,1397.36
2024-11-19,USD,KRW,1392.36
2024-11-20,USD,KRW,1395.95
2024-11-21,USD,KRW,1398.06
2024-11-22,USD,KRW,1406.48
2024-11-25,USD,KRW,1400.54
2024-11-26,USD,KRW,1395.45
2024-11-27,USD,KRW,1392.39
2024-11-28,USD,KRW,1396.59
2024-11-29,USD,KRW,1397.57
2024-12-02,USD,KRW,1404.33
2024-12-03,USD,KRW,1403.06
2024-12-04,USD,KRW,1417.54
2024-12-05,USD,KRW,1418.04
2024-12-06,USD,KRW,1419.74
2024-12-09,USD,KRW,1432.14
2024-12-10,USD,KRW,1431.85
2024-12-11,USD,KRW,1430.36
2024-12-12,USD,KRW,1430.72
2024-12-13,USD,KRW,1433.33
2024-12-16,USD,KRW,1437.56
2024-12-17,USD,KRW,1436.72
2024-12-18,USD,KRW,1438.15
2024-12-19,USD,KRW,1448.1
2024-12-20,USD,KRW,1446.29
2024-12-23,USD,KRW,1453.44
2024-12-24,USD,KRW,1458.37
2024-12-27,USD,KRW,1473.55
2024-12-30,USD,KRW,1473.7
2024-12-31,USD,KRW,1474.78
2025-01-02,USD,KRW,1467.95
2025-01-03,USD,KRW,1468.78
2025-01-06,USD,KRW,1456.21
2025-01-07,USD,KRW,1450.35
2025-01-08,USD,KRW,1461.7
2025-01-09,USD,KRW,1459.71
2025-01-10,USD,KRW,1466.73
2025-01-13,USD,KRW,1468.44
2025-01-14,USD,KRW,1460.61
2025-01-15,USD,KRW,1459.37
2025-01-16,USD,KRW,1459.35
2025-01-17,USD,KRW,1458.58
2025-01-20,USD,KRW,1451.34
2025-01-21,USD,KRW,1441.93
2025-01-22,USD,KRW,1432.55
2025-01-23,USD,KRW,1436.85
2025-01-24,USD,KRW,1433.92
2025-01-27,USD,KRW,1432.07
2025-01-28,USD,KRW,1445.94
2025-01-29,USD,KRW,1446.73
2025-01-30,USD,KRW,1441.91
2025-01-31,USD,KRW,1449.65
2025-02-03,USD,KRW,1463.9
2025-02-04,USD,KRW,1455.45
2025-02-05,USD,KRW,1446.55
2025-02-06,USD,KRW,1450.75
2025-02-07,USD,KRW,1447.09
2025-02-10,USD,KRW,1450.4
2025-02-11,USD,KRW,1453.6
2025-02-12,USD,KRW,1452.24
2025-02-13,USD,KRW,1450.93
2025-02-14,USD,KRW,1440.64
2025-02-17,USD,KRW,1443.57
2025-02-18,USD,KRW,1441.87
2025-02-19,USD,KRW,1442.13
2025-02-20,USD,KRW,1436.96
2025-02-21,USD,KRW,1433.5
2025-02-24,USD,KRW,1427.98
2025-02-25,USD,KRW,1433.85
2025-02-26,USD,KRW,1434.49
2025-02-27,USD,KRW,1443.04
2025-02-28,USD,KRW,1459.92
2025-03-03,USD,KRW,1458.6
2025-03-04,USD,KRW,1456.03
2025-03-05,USD,KRW,1450.95
2025-03-06,USD,KRW,1448.25
2025-03-07,USD,KRW,1446.5
2025-03-10,USD,KRW,1455.89
2025-03-11,USD,KRW,1453.96
2025-03-12,USD,KRW,1452.0
2025-03-13,USD,KRW,1456.72
2025-03-14,USD,KRW,1453.64
2025-03-17,USD,KRW,1448.29
2025-03-18,USD,KRW,1453.26
2025-03-19,USD,KRW,1458.85
2025-03-20,USD,KRW,1469.55
2025-03-21,USD,KRW,1464.4
2025-03-24,USD,KRW,1467.29
2025-03-25,USD,KRW,1466.2
2025-03-26,USD,KRW,1465.39
2025-03-27,USD,KRW,1465.15
2025-03-28,USD,KRW,1468.6
2025-03-31,USD,KRW,1474.54
2025-04-01,USD,KRW,1472.4
2025-04-02,USD,KRW,1461.88
2025-04-03,USD,KRW,1455.45
2025-04-04,USD,KRW,1448.05
2025-04-07,USD,KRW,1464.86
2025-04-08,USD,KRW,1478.35
2025-04-09,USD,KRW,1476.73
2025-04-10,USD,KRW,1455.45
2025-04-11,USD,KRW,1431.68
2025-04-14,USD,KRW,1421.54
2025-04-15,USD,KRW,1426.85
2025-04-16,USD,KRW,1418.06
2025-04-17,USD,KRW,1416.48
2025-04-22,USD,KRW,1425.18
2025-04-23,USD,KRW,1422.13
2025-04-24,USD,KRW,1435.29
2025-04-25,USD,KRW,1439.49
2025-04-28,USD,KRW,1444.38
2025-04-29,USD,KRW,1435.67
2025-04-30,USD,KRW,1423.01
2025-05-02,USD,KRW,1397.73
2025-05-05,USD,KRW,1371.32
2025-05-06,USD,KRW,1381.08
2025-05-07,USD,KRW,1391.15
2025-05-08,USD,KRW,1398.72
2025-05-09,USD,KRW,1400.39
2025-05-12,USD,KRW,1419.08
2025-05-13,USD,KRW,1424.45
2025-05-14,USD,KRW,1397.56
2025-05-15,USD,KRW,1398.08
2025-05-16,USD,KRW,1396.44
2025-05-19,USD,KRW,1388.78
2025-05-20,USD,KRW,1394.62
2025-05-21,USD,KRW,1375.31
2025-05-22,USD,KRW,1381.79
2025-05-23,USD,KRW,1376.67
2025-05-26,USD,KRW,1369.48
2025-05-27,USD,KRW,1374.25
2025-05-28,USD,KRW,1373.36
2025-05-29,USD,KRW,1374.85
2025-05-30,USD,KRW,1378.51
2025-06-02,USD,KRW,1376.83
2025-06-03,USD,KRW,1376.78
2025-06-04,USD,KRW,1366.32
2025-06-05,USD,KRW,1357.39
2025-06-06,USD,KRW,1359.29
2025-06-09,USD,KRW,1356.44
2025-06-10,USD,KRW,1366.55
2025-06-11,USD,KRW,1375.58
2025-06-12,USD,KRW,1353.78
2025-06-13,USD,KRW,1370.24
2025-06-16,USD,KRW,1359.48
2025-06-17,USD,KRW,1365.34
2025-06-18,USD,KRW,1375.65
2025-06-19,USD,KRW,1380.12
2025-06-20,USD,KRW,1366.74
2025-06-23,USD,KRW,1388.15
2025-06-24,USD,KRW,1360.17
2025-06-25,USD,KRW,1363.55
2025-06-26,USD,KRW,1357.1
2025-06-27,USD,KRW,1360.82
2025-06-30,USD,KRW,1355.13
2025-07-01,USD,KRW,1353.24
2025-07-02,USD,KRW,1359.91
2025-07-03,USD,KRW,1362.08
2025-07-04,USD,KRW,1363.39
2025-07-07,USD,KRW,1367.29
2025-07-08,USD,KRW,1370.46
2025-07-09,USD,KRW,1376.8
2025-07-10,USD,KRW,1373.25
2025-07-11,USD,KRW,1375.0
2025-07-14,USD,KRW,1380.65
2025-07-15,USD,KRW,1381.06
2025-07-16,USD,KRW,1391.18
2025-07-17,USD,KRW,1394.47
2025-07-18,USD,KRW,1390.15
2025-07-21,USD,KRW,1383.94
2025-07-22,USD,KRW,1386.1
2025-07-23,USD,KRW,1374.94
2025-07-24,USD,KRW,1369.58
2025-07-25,USD,KRW,1381.27
2025-07-28,USD,KRW,1385.45
2025-07-29,USD,KRW,1394.09
2025-07-30,USD,KRW,1384.23
2025-07-31,USD,KRW,1394.63
2025-08-01,USD,KRW,1404.62
2025-08-04,USD,KRW,1383.72
2025-08-05,USD,KRW,1391.12
2025-08-06,USD,KRW,1388.32
2025-08-07,USD,KRW,1383.63
2025-08-08,USD,KRW,1390.74
2025-08-11,USD,KRW,1391.85
2025-08-12,USD,KRW,1390.17
2025-08-13,USD,KRW,1378.36
2025-08-14,USD,KRW,1386.07
2025-08-15,USD,KRW,1388.96
2025-08-18,USD,KRW,1386.25
2025-08-19,USD,KRW,1388.8
2025-08-20,USD,KRW,1398.78
2025-08-21,USD,KRW,1398.69
2025-08-22,USD,KRW,1390.47
2025-08-25,USD,KRW,1387.28
2025-08-26,USD,KRW,1394.36
2025-08-27,USD,KRW,1397.82
2025-08-28,USD,KRW,1385.8
2025-08-29,USD,KRW,1391.54
2025-09-01,USD,KRW,1393.36
2025-09-02,USD,KRW,1395.34
2025-09-03,USD,KRW,1389.43
2025-09-04,USD,KRW,1393.31
2025-09-05,USD,KRW,1390.78
2025-09-08,USD,KRW,1387.88
2025-09-09,USD,KRW,1386.71
2025-09-10,USD,KRW,1388.85
2025-09-11,USD,KRW,1392.96
2025-09-12,USD,KRW,1391.86
2025-09-15,USD,KRW,1387.98
2025-09-16,USD,KRW,1381.93
2025-09-17,USD,KRW,1378.56
2025-09-18,USD,KRW,1386.5
2025-09-19,USD,KRW,1398.16
2025-09-22,USD,KRW,1391.29
2025-09-23,USD,KRW,1394.55
2025-09-24,USD,KRW,1399.28
2025-09-25,USD,KRW,1403.93
2025-09-26,USD,KRW,1409.82
2025-09-29,USD,KRW,1401.78
2025-09-30,USD,KRW,1403.67
2025-10-01,USD,KRW,1405.25
2025-10-02,USD,KRW,1401.4
2025-10-03,USD,KRW,1405.57
2025-10-06,USD,KRW,1412.23
2025-10-07,USD,KRW,1413.2
2025-10-08,USD,KRW,1424.33
2025-10-09,USD,KRW,1419.17
2025-10-10,USD,KRW,1421.03
2025-10-13,USD,KRW,1427.6
2025-10-14,USD,KRW,1434.71
2025-10-15,USD,KRW,1423.59
2025-10-16,USD,KRW,1417.88
2025-10-17,USD,KRW,1420.58
2025-10-20,USD,KRW,1423.54
2025-10-21,USD,KRW,1430.5
2025-10-22,USD,KRW,1432.66
2025-10-23,USD,KRW,1440.43
2025-10-24,USD,KRW,1439.45
2025-10-27,USD,KRW,1432.32
2025-10-28,USD,KRW,1436.38
2025-10-29,USD,KRW,1422.95
2025-10-30,USD,KRW,1434.99
2025-10-31,USD,KRW,1428.14
2025-11-03,USD,KRW,1430.02
2025-11-04,USD,KRW,1439.2
2025-11-05,USD,KRW,1444.0
2025-11-06,USD,KRW,1445.76
2025-11-07,USD,KRW,1459.64
2025-11-10,USD,KRW,1454.13
2025-11-11,USD,KRW,1465.1
2025-11-12,USD,KRW,1465.88
2025-11-13,USD,KRW,1463.48
2025-11-14,USD,KRW,1451.5
2025-11-17,USD,KRW,1461.46
2025-11-18,USD,KRW,1462.99
2025-11-19,USD,KRW,1466.01
2025-11-20,USD,KRW,1469.35
2025-11-21,USD,KRW,1474.29
2025-11-24,USD,KRW,1473.27
2025-11-25,USD,KRW,1464.88
2025-11-26,USD,KRW,1474.3
2025-11-27,USD,KRW,1462.24
2025-11-28,USD,KRW,1469.66
2025-12-01,USD,KRW,1465.15
2025-12-02,USD,KRW,1467.9
2025-12-03,USD,KRW,1464.5
2025-12-04,USD,KRW,1471.53
2025-12-05,USD,KRW,1472.58
2025-12-08,USD,KRW,1466.19
2025-12-09,USD,KRW,1468.51
2025-12-10,USD,KRW,1469.97
2025-12-11,USD,KRW,1471.14
2025-12-12,USD,KRW,1477.12
2025-12-15,USD,KRW,1465.15
2025-12-16,USD,KRW,1473.24
2025-12-17,USD,KRW,1479.38
2025-12-18,USD,KRW,1477.24
2025-12-19,USD,KRW,1478.72
2025-12-22,USD,KRW,1480.39
2025-12-23,USD,KRW,1480.88
2025-12-24,USD,KRW,1448.24
2025-12-29,USD,KRW,1437.15
2025-12-30,USD,KRW,1443.95
2025-12-31,USD,KRW,1444.2
2026-01-02,USD,KRW,1444.87
2026-01-05,USD,KRW,1449.28
2026-01-06,USD,KRW,1448.65
2026-01-07,USD,KRW,1447.68
2026-01-08,USD,KRW,1452.31
2026-01-09,USD,KRW,1459.84
2026-01-12,USD,KRW,1466.91
2026-01-13,USD,KRW,1474.08
2026-01-14,USD,KRW,1475.41
2026-01-15,USD,KRW,1468.32
2026-01-16,USD,KRW,1472.93
2026-01-19,USD,KRW,1473.2
2026-01-20,USD,KRW,1476.8
2026-01-21,USD,KRW,1464.62
2026-01-22,USD,KRW,1467.72
2026-01-23,USD,KRW,1467.55
2026-01-26,USD,KRW,1447.77
2026-01-27,USD,KRW,1441.2
2026-01-28,USD,KRW,1428.83
2026-01-29,USD,KRW,1430.83
2026-01-30,USD,KRW,1442.63
2026-02-02,USD,KRW,1452.48
2026-02-03,USD,KRW,1448.56
2026-02-04,USD,KRW,1455.75
2026-02-05,USD,KRW,1465.15
2026-02-06,USD,KRW,1467.42
2026-02-09,USD,KRW,1462.05
2026-02-10,USD,KRW,1461.64
2026-02-11,USD,KRW,1451.97
2026-02-12,USD,KRW,1438.29
2026-02-13,USD,KRW,1446.45
2026-02-16,USD,KRW,1441.42
2026-02-17,USD,KRW,1445.82
2026-02-18,USD,KRW,1445.89
2026-02-19,USD,KRW,1449.68
2026-02-20,USD,KRW,1449.66
2026-02-23,USD,KRW,1443.55
2026-02-24,USD,KRW,1443.3
2026-02-25,USD,KRW,1427.9
2026-02-26,USD,KRW,1425.64
2026-02-27,USD,KRW,1441.97
2026-03-02,USD,KRW,1462.11
2026-03-03,USD,KRW,1478.5
2026-03-04,USD,KRW,1464.8
2026-03-05,USD,KRW,1475.79
2026-03-06,USD,KRW,1485.18
2026-03-09,USD,KRW,1485.12
2026-03-10,USD,KRW,1470.12
2026-03-11,USD,KRW,1477.11
2026-03-12,USD,KRW,1480.84
2026-03-13,USD,KRW,1491.7
2026-03-16,USD,KRW,1490.75
2026-03-17,USD,KRW,1487.18
2026-03-18,USD,KRW,1503.55
2026-03-19,USD,KRW,1501.61
2026-03-20,USD,KRW,1500.8
2026-03-23,USD,KRW,1487.52
2026-03-24,USD,KRW,1498.86
2026-03-25,USD,KRW,1497.53
2026-03-26,USD,KRW,1506.32
2026-03-27,USD,KRW,1511.5
2026-03-30,USD,KRW,1517.7
2026-03-31,USD,KRW,1524.8
2026-04-01,USD,KRW,1504.81
2026-04-02,USD,KRW,1516.65
2026-04-07,USD,KRW,1497.41
2026-04-08,USD,KRW,1474.23
2026-04-09,USD,KRW,1479.49
2026-04-10,USD,KRW,1483.27
2026-04-13,USD,KRW,1489.95
2026-04-14,USD,KRW,1470.52
2026-04-15,USD,KRW,1477.1
2026-04-16,USD,KRW,1476.51
2026-04-17,USD,KRW,1478.99
2026-04-20,USD,KRW,1470.25
2026-04-21,USD,KRW,1469.85
2026-04-22,USD,KRW,1478.05
2026-04-23,USD,KRW,1479.36
2026-04-24,USD,KRW,1477.04
2026-04-27,USD,KRW,1471.22
2026-04-28,USD,KRW,1476.89
2026-04-29,USD,KRW,1478.38
2026-04-30,USD,KRW,1477.0
2026-05-04,USD,KRW,1472.03
2026-05-05,USD,KRW,1472.95
2026-05-06,USD,KRW,1448.1
2026-05-07,USD,KRW,1450.64
2026-05-08,USD,KRW,1466.78
2026-05-11,USD,KRW,1472.9
2026-05-12,USD,KRW,1488.87
2026-05-13,USD,KRW,1488.58
2026-05-14,USD,KRW,1491.73
2026-05-15,USD,KRW,1499.62
