location,latitude,longitude,time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max
Seoul,37.57469,126.96,2022-08-12,29.5,20.7,24.2,0.0,13.7
Seoul,37.57469,126.96,2022-08-13,25.1,20.2,23.5,16.0,10.4
Seoul,37.57469,126.96,2022-08-14,30.1,23.0,26.0,2.6,15.6
Seoul,37.57469,126.96,2022-08-15,29.9,25.2,26.9,10.6,38.1
Seoul,37.57469,126.96,2022-08-16,27.8,22.4,24.9,0.1,17.1
Seoul,37.57469,126.96,2022-08-17,28.8,20.4,23.6,4.2,9.3
Seoul,37.57469,126.96,2022-08-18,27.7,19.5,23.5,0.2,12.5
Seoul,37.57469,126.96,2022-08-19,27.0,20.8,24.1,34.0,26.3
Seoul,37.57469,126.96,2022-08-20,31.2,23.7,26.4,8.7,14.8
Seoul,37.57469,126.96,2022-08-21,29.4,22.7,25.7,1.4,7.7
Seoul,37.57469,126.96,2022-08-22,28.6,22.9,25.1,5.4,18.0
Seoul,37.57469,126.96,2022-08-23,28.1,20.3,24.2,5.9,14.1
Seoul,37.57469,126.96,2022-08-24,26.5,19.7,23.2,0.0,18.1
Seoul,37.57469,126.96,2022-08-25,22.5,18.4,20.4,4.4,14.5
Seoul,37.57469,126.96,2022-08-26,25.5,17.1,21.6,1.1,14.8
Seoul,37.57469,126.96,2022-08-27,22.7,16.5,19.6,0.0,18.0
Seoul,37.57469,126.96,2022-08-28,25.5,13.2,19.8,0.0,10.1
Seoul,37.57469,126.96,2022-08-29,20.8,19.0,19.7,4.3,11.6
Seoul,37.57469,126.96,2022-08-30,20.0,17.2,18.7,40.9,13.5
Seoul,37.57469,126.96,2022-08-31,24.3,17.9,20.2,0.2,9.8
Seoul,37.57469,126.96,2022-09-01,28.0,16.8,21.8,0.0,9.3
Seoul,37.57469,126.96,2022-09-02,27.9,17.6,22.6,0.0,17.7
Seoul,37.57469,126.96,2022-09-03,27.2,18.8,22.6,0.1,16.9
Seoul,37.57469,126.96,2022-09-04,24.5,19.6,22.0,37.9,22.9
Seoul,37.57469,126.96,2022-09-05,21.0,17.0,19.3,84.5,23.1
Seoul,37.57469,126.96,2022-09-06,25.2,16.5,19.7,65.4,28.8
Seoul,37.57469,126.96,2022-09-07,25.2,16.0,20.2,0.0,13.0
Seoul,37.57469,126.96,2022-09-08,26.7,14.4,20.2,0.0,8.6
Seoul,37.57469,126.96,2022-09-09,27.5,15.7,21.5,0.0,9.9
Seoul,37.57469,126.96,2022-09-10,26.5,15.5,21.2,0.0,14.1
Seoul,37.57469,126.96,2022-09-11,24.0,18.6,21.0,1.4,11.7
Seoul,37.57469,126.96,2022-09-12,26.6,18.2,22.1,0.1,8.1
Seoul,37.57469,126.96,2022-09-13,27.2,19.9,23.5,0.2,15.2
Seoul,37.57469,126.96,2022-09-14,26.6,20.9,23.1,1.2,26.0
Seoul,37.57469,126.96,2022-09-15,28.2,20.0,23.9,0.0,20.0
Seoul,37.57469,126.96,2022-09-16,29.1,20.8,24.2,23.3,20.9
Seoul,37.57469,126.96,2022-09-17,27.1,21.4,23.8,28.4,12.2
Seoul,37.57469,126.96,2022-09-18,31.4,20.1,25.2,0.0,15.8
Seoul,37.57469,126.96,2022-09-19,26.5,17.5,23.3,0.0,23.4
Seoul,37.57469,126.96,2022-09-20,21.5,13.9,17.6,0.0,12.8
Seoul,37.57469,126.96,2022-09-21,22.5,11.9,17.0,0.0,9.7
Seoul,37.57469,126.96,2022-09-22,22.8,12.9,17.4,0.0,12.6
Seoul,37.57469,126.96,2022-09-23,21.1,12.2,15.8,3.4,32.1
Seoul,37.57469,126.96,2022-09-24,21.6,10.2,15.8,0.0,13.6
Seoul,37.57469,126.96,2022-09-25,22.9,13.7,17.6,0.0,8.7
Seoul,37.57469,126.96,2022-09-26,23.8,13.2,17.8,0.0,8.4
Seoul,37.57469,126.96,2022-09-27,25.1,11.6,18.0,0.0,8.6
Seoul,37.57469,126.96,2022-09-28,24.4,13.0,18.0,0.0,8.7
Seoul,37.57469,126.96,2022-09-29,23.1,13.6,17.6,0.0,9.1
Seoul,37.57469,126.96,2022-09-30,24.8,11.4,17.3,0.0,9.4
Seoul,37.57469,126.96,2022-10-01,24.9,12.0,17.6,0.0,7.9
Seoul,37.57469,126.96,2022-10-02,21.5,15.8,18.3,26.3,20.0
Seoul,37.57469,126.96,2022-10-03,22.5,17.5,21.1,94.7,28.2
Seoul,37.57469,126.96,2022-10-04,21.7,14.1,17.8,41.6,25.7
Seoul,37.57469,126.96,2022-10-05,18.1,13.1,15.1,6.7,10.1
Seoul,37.57469,126.96,2022-10-06,18.0,11.7,14.6,1.3,13.4
Seoul,37.57469,126.96,2022-10-07,16.5,9.9,13.2,0.3,15.2
Seoul,37.57469,126.96,2022-10-08,18.5,8.9,13.2,0.0,12.3
Seoul,37.57469,126.96,2022-10-09,13.6,10.1,12.7,23.5,17.4
Seoul,37.57469,126.96,2022-10-10,10.7,6.1,8.6,0.7,26.6
Seoul,37.57469,126.96,2022-10-11,14.8,6.1,9.2,0.0,16.6
Seoul,37.57469,126.96,2022-10-12,18.0,4.1,10.8,0.0,9.9
Seoul,37.57469,126.96,2022-10-13,19.4,8.5,13.1,0.0,10.5
Seoul,37.57469,126.96,2022-10-14,19.9,8.9,13.8,0.0,10.3
Seoul,37.57469,126.96,2022-10-15,21.0,8.8,15.3,0.0,9.2
Seoul,37.57469,126.96,2022-10-16,18.0,12.8,15.0,0.0,8.4
Seoul,37.57469,126.96,2022-10-17,12.7,5.4,9.4,0.0,23.1
Seoul,37.57469,126.96,2022-10-18,11.6,3.4,7.0,0.0,14.3
Seoul,37.57469,126.96,2022-10-19,13.4,3.3,8.0,0.0,11.8
Seoul,37.57469,126.96,2022-10-20,16.2,3.0,9.3,0.0,9.1
Seoul,37.57469,126.96,2022-10-21,17.0,5.2,10.9,0.0,10.4
Seoul,37.57469,126.96,2022-10-22,18.1,7.3,12.0,0.0,16.7
Seoul,37.57469,126.96,2022-10-23,16.2,8.1,11.8,0.2,20.5
Seoul,37.57469,126.96,2022-10-24,12.4,4.4,8.1,0.0,18.3
Seoul,37.57469,126.96,2022-10-25,14.6,2.9,8.4,0.0,11.3
Seoul,37.57469,126.96,2022-10-26,16.0,4.3,9.8,0.0,10.1
Seoul,37.57469,126.96,2022-10-27,17.3,6.2,10.7,0.0,15.1
Seoul,37.57469,126.96,2022-10-28,16.9,3.9,10.4,0.0,10.5
Seoul,37.57469,126.96,2022-10-29,17.9,7.4,11.8,0.0,11.0
Seoul,37.57469,126.96,2022-10-30,18.5,8.0,12.3,0.0,12.2
Seoul,37.57469,126.96,2022-10-31,18.8,8.1,12.5,0.0,11.9
Seoul,37.57469,126.96,2022-11-01,16.1,7.0,11.2,0.3,13.7
Seoul,37.57469,126.96,2022-11-02,14.6,3.1,8.4,0.0,11.4
Seoul,37.57469,126.96,2022-11-03,12.3,4.8,7.8,0.0,16.3
Seoul,37.57469,126.96,2022-11-04,7.7,-1.2,3.0,0.0,18.8
Seoul,37.57469,126.96,2022-11-05,11.0,-0.9,4.7,0.0,12.3
Seoul,37.57469,126.96,2022-11-06,13.6,1.4,6.8,0.0,9.7
Seoul,37.57469,126.96,2022-11-07,14.6,2.2,8.3,0.0,12.5
Seoul,37.57469,126.96,2022-11-08,16.0,6.3,10.4,0.0,10.5
Seoul,37.57469,126.96,2022-11-09,15.1,2.8,8.7,0.0,10.6
Seoul,37.57469,126.96,2022-11-10,16.9,4.2,10.2,0.0,9.7
Seoul,37.57469,126.96,2022-11-11,20.1,7.2,12.7,0.0,12.7
Seoul,37.57469,126.96,2022-11-12,22.2,8.9,14.5,24.3,24.7
Seoul,37.57469,126.96,2022-11-13,15.9,4.8,9.5,0.5,20.4
Seoul,37.57469,126.96,2022-11-14,12.2,3.8,8.7,0.6,16.2
Seoul,37.57469,126.96,2022-11-15,10.9,1.7,6.1,1.3,14.0
Seoul,37.57469,126.96,2022-11-16,11.9,3.8,7.0,0.2,12.9
Seoul,37.57469,126.96,2022-11-17,13.8,3.5,7.7,0.0,9.2
Seoul,37.57469,126.96,2022-11-18,15.1,1.7,8.0,0.0,10.2
Seoul,37.57469,126.96,2022-11-19,16.5,4.5,9.1,0.0,14.9
Seoul,37.57469,126.96,2022-11-20,16.5,5.8,10.6,0.0,10.2
Seoul,37.57469,126.96,2022-11-21,15.1,4.8,9.1,0.0,11.8
Seoul,37.57469,126.96,2022-11-22,12.3,4.4,8.4,0.8,11.3
Seoul,37.57469,126.96,2022-11-23,13.2,4.1,9.0,1.1,16.7
Seoul,37.57469,126.96,2022-11-24,12.9,3.2,7.0,0.0,8.9
Seoul,37.57469,126.96,2022-11-25,15.2,4.2,9.4,0.8,26.4
Seoul,37.57469,126.96,2022-11-26,12.1,-0.2,5.3,1.4,19.7
Seoul,37.57469,126.96,2022-11-27,10.1,-3.2,2.7,0.0,10.8
Seoul,37.57469,126.96,2022-11-28,14.6,4.4,10.1,26.6,17.2
Seoul,37.57469,126.96,2022-11-29,12.8,-2.7,5.9,1.5,26.9
Seoul,37.57469,126.96,2022-11-30,-3.4,-8.9,-6.6,0.0,27.9
Seoul,37.57469,126.96,2022-12-01,-3.5,-9.1,-6.6,0.0,11.3
Seoul,37.57469,126.96,2022-12-02,-0.4,-8.1,-4.7,0.0,13.0
Seoul,37.57469,126.96,2022-12-03,6.7,-2.3,0.9,2.4,18.3
Seoul,37.57469,126.96,2022-12-04,-2.0,-7.1,-4.7,0.0,18.4
Seoul,37.57469,126.96,2022-12-05,-0.2,-7.2,-4.7,0.0,12.6
Seoul,37.57469,126.96,2022-12-06,3.7,-5.9,-1.8,0.1,20.1
Seoul,37.57469,126.96,2022-12-07,7.8,-3.2,1.2,0.0,25.9
Seoul,37.57469,126.96,2022-12-08,5.9,-4.5,0.6,0.0,9.2
Seoul,37.57469,126.96,2022-12-09,7.8,-2.6,0.9,0.1,11.5
Seoul,37.57469,126.96,2022-12-10,6.4,-3.5,0.3,0.0,11.2
Seoul,37.57469,126.96,2022-12-11,4.2,-4.9,-1.3,0.0,11.8
Seoul,37.57469,126.96,2022-12-12,4.9,-5.5,-0.5,3.1,9.0
Seoul,37.57469,126.96,2022-12-13,1.5,-7.1,-0.8,0.6,29.6
Seoul,37.57469,126.96,2022-12-14,-5.8,-11.9,-9.1,0.0,27.0
Seoul,37.57469,126.96,2022-12-15,0.6,-8.9,-5.1,1.5,16.6
Seoul,37.57469,126.96,2022-12-16,-4.0,-17.5,-9.7,0.0,13.4
Seoul,37.57469,126.96,2022-12-17,-4.4,-11.6,-7.9,0.4,19.9
Seoul,37.57469,126.96,2022-12-18,-7.8,-12.9,-10.5,0.0,17.4
Seoul,37.57469,126.96,2022-12-19,-3.8,-13.0,-8.8,0.0,11.3
Seoul,37.57469,126.96,2022-12-20,0.7,-9.1,-5.0,0.0,11.3
Seoul,37.57469,126.96,2022-12-21,2.8,-4.0,-0.5,2.9,17.7
Seoul,37.57469,126.96,2022-12-22,-4.7,-12.4,-8.6,0.0,24.1
Seoul,37.57469,126.96,2022-12-23,-10.1,-15.4,-12.8,0.0,29.2
Seoul,37.57469,126.96,2022-12-24,-4.7,-13.3,-9.6,0.0,11.1
Seoul,37.57469,126.96,2022-12-25,-1.6,-11.1,-7.4,0.0,10.9
Seoul,37.57469,126.96,2022-12-26,-1.1,-8.9,-6.4,0.0,8.3
Seoul,37.57469,126.96,2022-12-27,1.4,-8.8,-4.8,0.0,9.1
Seoul,37.57469,126.96,2022-12-28,-1.4,-8.6,-4.9,0.2,16.8
Seoul,37.57469,126.96,2022-12-29,-0.4,-8.2,-5.1,0.0,8.2
Seoul,37.57469,126.96,2022-12-30,0.3,-6.9,-3.7,0.0,11.3
Seoul,37.57469,126.96,2022-12-31,3.7,-7.2,-3.0,0.0,17.8
Seoul,37.57469,126.96,2023-01-01,1.7,-5.8,-2.5,0.0,19.2
Seoul,37.57469,126.96,2023-01-02,-2.0,-8.6,-6.0,0.0,14.2
Seoul,37.57469,126.96,2023-01-03,-1.5,-9.2,-6.3,0.0,13.7
Seoul,37.57469,126.96,2023-01-04,1.5,-7.2,-4.2,0.0,13.2
Seoul,37.57469,126.96,2023-01-05,3.2,-7.2,-3.3,0.0,11.3
Seoul,37.57469,126.96,2023-01-06,4.7,-5.9,-1.5,4.2,12.1
Seoul,37.57469,126.96,2023-01-07,3.9,-4.8,0.1,0.5,20.1
Seoul,37.57469,126.96,2023-01-08,5.2,-6.5,-1.1,0.0,8.7
Seoul,37.57469,126.96,2023-01-09,5.0,-4.6,1.0,0.0,19.2
Seoul,37.57469,126.96,2023-01-10,6.2,-6.4,-1.4,0.0,11.7
Seoul,37.57469,126.96,2023-01-11,6.4,-5.4,-0.6,0.0,9.0
Seoul,37.57469,126.96,2023-01-12,11.1,-3.2,1.7,0.0,13.7
Seoul,37.57469,126.96,2023-01-13,9.9,3.0,6.1,18.0,17.7
Seoul,37.57469,126.96,2023-01-14,6.8,1.5,4.3,4.6,21.4
Seoul,37.57469,126.96,2023-01-15,1.9,-4.6,-0.7,5.0,15.5
Seoul,37.57469,126.96,2023-01-16,-3.1,-9.4,-6.2,0.0,13.6
Seoul,37.57469,126.96,2023-01-17,-1.5,-8.8,-5.3,0.0,7.6
Seoul,37.57469,126.96,2023-01-18,1.0,-7.3,-4.3,0.0,11.2
Seoul,37.57469,126.96,2023-01-19,3.5,-8.0,-2.5,1.3,18.7
Seoul,37.57469,126.96,2023-01-20,1.5,-10.1,-4.4,0.4,26.3
Seoul,37.57469,126.96,2023-01-21,-1.5,-12.1,-7.3,0.0,10.5
Seoul,37.57469,126.96,2023-01-22,2.5,-6.2,-2.6,0.6,12.3
Seoul,37.57469,126.96,2023-01-23,4.1,-8.1,-2.0,0.0,23.4
Seoul,37.57469,126.96,2023-01-24,-8.9,-18.4,-14.9,0.0,29.8
Seoul,37.57469,126.96,2023-01-25,-8.1,-18.5,-13.3,0.0,13.9
Seoul,37.57469,126.96,2023-01-26,-2.0,-10.3,-6.0,1.1,11.5
Seoul,37.57469,126.96,2023-01-27,-5.1,-15.8,-10.1,0.0,26.2
Seoul,37.57469,126.96,2023-01-28,-2.5,-12.1,-7.9,0.0,20.5
Seoul,37.57469,126.96,2023-01-29,4.0,-9.6,-4.1,0.4,27.4
Seoul,37.57469,126.96,2023-01-30,2.3,-6.4,-3.2,0.0,16.6
Seoul,37.57469,126.96,2023-01-31,7.3,-5.7,-0.0,0.2,22.7
Seoul,37.57469,126.96,2023-02-01,3.5,-4.8,-0.3,0.0,24.2
Seoul,37.57469,126.96,2023-02-02,0.4,-6.1,-3.6,0.0,12.9
Seoul,37.57469,126.96,2023-02-03,1.8,-4.9,-3.1,0.0,14.9
Seoul,37.57469,126.96,2023-02-04,4.1,-7.0,-2.8,0.0,15.3
Seoul,37.57469,126.96,2023-02-05,6.1,-6.1,-0.6,0.0,17.7
Seoul,37.57469,126.96,2023-02-06,6.9,-4.7,-0.2,0.0,11.2
Seoul,37.57469,126.96,2023-02-07,7.8,-3.1,0.8,0.0,10.6
Seoul,37.57469,126.96,2023-02-08,6.7,-4.7,-0.2,0.0,15.6
Seoul,37.57469,126.96,2023-02-09,9.3,-5.2,1.5,0.2,19.4
Seoul,37.57469,126.96,2023-02-10,6.3,-2.8,2.3,1.8,14.2
Seoul,37.57469,126.96,2023-02-11,5.1,-4.8,-0.6,0.0,10.5
Seoul,37.57469,126.96,2023-02-12,8.2,-3.8,1.7,0.0,13.4
Seoul,37.57469,126.96,2023-02-13,8.1,0.6,4.2,0.5,13.6
Seoul,37.57469,126.96,2023-02-14,6.2,-4.8,0.3,0.0,14.6
Seoul,37.57469,126.96,2023-02-15,6.4,-3.4,0.7,0.0,16.5
Seoul,37.57469,126.96,2023-02-16,4.0,-3.0,0.8,0.1,20.7
Seoul,37.57469,126.96,2023-02-17,7.3,-4.3,0.8,0.0,9.7
Seoul,37.57469,126.96,2023-02-18,7.9,-1.3,3.3,0.0,8.2
Seoul,37.57469,126.96,2023-02-19,4.6,-2.8,2.0,0.0,24.7
Seoul,37.57469,126.96,2023-02-20,1.1,-5.6,-2.5,0.0,26.2
Seoul,37.57469,126.96,2023-02-21,2.3,-6.8,-3.3,0.0,12.0
Seoul,37.57469,126.96,2023-02-22,5.3,-6.4,-1.8,0.0,14.0
Seoul,37.57469,126.96,2023-02-23,7.1,-5.2,0.0,0.0,15.4
Seoul,37.57469,126.96,2023-02-24,7.1,-2.2,1.6,0.0,20.8
Seoul,37.57469,126.96,2023-02-25,4.3,-5.1,-1.1,0.0,20.2
Seoul,37.57469,126.96,2023-02-26,6.7,-6.2,-0.7,0.0,14.0
Seoul,37.57469,126.96,2023-02-27,9.4,-4.6,0.5,0.0,14.0
Seoul,37.57469,126.96,2023-02-28,7.5,-4.8,2.2,0.0,20.1
Seoul,37.57469,126.96,2023-03-01,8.3,0.6,4.5,0.3,26.4
Seoul,37.57469,126.96,2023-03-02,5.3,-4.0,0.4,0.0,20.9
Seoul,37.57469,126.96,2023-03-03,8.8,-4.8,1.9,0.0,20.2
Seoul,37.57469,126.96,2023-03-04,12.6,-1.3,4.3,0.0,13.3
Seoul,37.57469,126.96,2023-03-05,12.9,-2.4,4.6,0.0,12.7
Seoul,37.57469,126.96,2023-03-06,13.4,-2.8,5.2,0.0,16.4
Seoul,37.57469,126.96,2023-03-07,16.3,2.9,8.4,0.0,16.0
Seoul,37.57469,126.96,2023-03-08,15.1,4.6,9.4,6.5,18.8
Seoul,37.57469,126.96,2023-03-09,11.1,4.2,8.6,0.9,14.8
Seoul,37.57469,126.96,2023-03-10,20.1,2.5,9.6,0.0,14.6
Seoul,37.57469,126.96,2023-03-11,19.6,5.3,11.0,0.0,17.2
Seoul,37.57469,126.96,2023-03-12,7.5,-1.1,4.8,7.3,27.1
Seoul,37.57469,126.96,2023-03-13,5.2,-4.0,0.7,0.0,23.7
Seoul,37.57469,126.96,2023-03-14,12.6,0.6,5.7,0.0,21.9
Seoul,37.57469,126.96,2023-03-15,13.8,3.0,7.3,0.3,30.9
Seoul,37.57469,126.96,2023-03-16,9.1,-2.0,3.0,0.0,18.9
Seoul,37.57469,126.96,2023-03-17,10.8,-2.1,4.5,0.0,8.9
Seoul,37.57469,126.96,2023-03-18,12.5,-0.6,5.7,0.0,20.2
Seoul,37.57469,126.96,2023-03-19,12.4,-2.1,4.7,0.0,15.6
Seoul,37.57469,126.96,2023-03-20,13.7,-0.3,6.1,0.6,11.2
Seoul,37.57469,126.96,2023-03-21,18.2,0.6,9.0,0.0,11.2
Seoul,37.57469,126.96,2023-03-22,22.0,4.8,13.2,0.0,17.1
Seoul,37.57469,126.96,2023-03-23,22.0,10.9,15.5,2.1,19.2
Seoul,37.57469,126.96,2023-03-24,16.5,4.7,10.3,0.0,12.8
Seoul,37.57469,126.96,2023-03-25,17.0,6.2,11.0,0.1,12.8
Seoul,37.57469,126.96,2023-03-26,13.0,3.5,8.3,0.0,24.1
Seoul,37.57469,126.96,2023-03-27,11.9,-0.4,5.2,0.0,20.1
Seoul,37.57469,126.96,2023-03-28,14.1,0.4,6.9,0.0,14.6
Seoul,37.57469,126.96,2023-03-29,18.2,2.3,9.3,0.0,17.1
Seoul,37.57469,126.96,2023-03-30,19.8,4.0,11.1,0.0,17.4
Seoul,37.57469,126.96,2023-03-31,21.9,5.4,12.3,0.0,15.1
Seoul,37.57469,126.96,2023-04-01,24.2,5.2,14.9,0.0,14.9
Seoul,37.57469,126.96,2023-04-02,23.0,9.4,16.5,0.0,16.3
Seoul,37.57469,126.96,2023-04-03,24.5,7.8,16.3,0.0,15.6
Seoul,37.57469,126.96,2023-04-04,20.7,11.6,15.5,8.6,15.4
Seoul,37.57469,126.96,2023-04-05,15.4,8.4,12.3,44.1,26.1
Seoul,37.57469,126.96,2023-04-06,10.8,6.8,8.9,3.0,16.9
Seoul,37.57469,126.96,2023-04-07,13.5,2.7,7.7,0.3,27.7
Seoul,37.57469,126.96,2023-04-08,13.1,0.7,6.7,0.0,23.4
Seoul,37.57469,126.96,2023-04-09,15.9,2.0,8.2,0.0,23.4
Seoul,37.57469,126.96,2023-04-10,18.0,4.1,10.6,0.0,25.0
Seoul,37.57469,126.96,2023-04-11,17.2,7.8,12.1,2.2,38.2
Seoul,37.57469,126.96,2023-04-12,13.6,0.7,8.0,0.0,26.8
Seoul,37.57469,126.96,2023-04-13,17.4,2.4,9.4,0.0,14.5
Seoul,37.57469,126.96,2023-04-14,20.0,7.6,13.1,0.6,15.3
Seoul,37.57469,126.96,2023-04-15,13.6,7.4,11.0,5.5,13.8
Seoul,37.57469,126.96,2023-04-16,15.2,5.3,9.3,1.0,22.4
Seoul,37.57469,126.96,2023-04-17,15.6,3.3,10.2,0.1,14.3
Seoul,37.57469,126.96,2023-04-18,18.8,9.3,12.4,20.2,15.9
Seoul,37.57469,126.96,2023-04-19,26.5,9.1,16.1,0.0,13.7
Seoul,37.57469,126.96,2023-04-20,17.8,11.1,14.5,0.0,15.9
Seoul,37.57469,126.96,2023-04-21,20.6,9.3,14.8,0.0,17.7
Seoul,37.57469,126.96,2023-04-22,17.8,9.8,13.7,0.0,18.0
Seoul,37.57469,126.96,2023-04-23,20.4,8.5,14.4,0.0,16.9
Seoul,37.57469,126.96,2023-04-24,20.0,9.1,13.8,0.0,23.0
Seoul,37.57469,126.96,2023-04-25,12.4,7.2,9.8,1.5,10.1
Seoul,37.57469,126.96,2023-04-26,13.9,5.4,9.4,0.5,21.2
Seoul,37.57469,126.96,2023-04-27,18.6,3.8,10.4,0.0,14.9
Seoul,37.57469,126.96,2023-04-28,20.0,6.4,13.5,2.8,20.2
Seoul,37.57469,126.96,2023-04-29,14.4,8.9,12.6,12.1,27.1
Seoul,37.57469,126.96,2023-04-30,17.1,6.4,11.5,1.2,25.5
Seoul,37.57469,126.96,2023-05-01,18.4,7.0,12.0,0.0,18.2
Seoul,37.57469,126.96,2023-05-02,23.0,6.7,14.7,0.0,14.6
Seoul,37.57469,126.96,2023-05-03,24.1,9.1,17.2,0.0,16.4
Seoul,37.57469,126.96,2023-05-04,26.2,12.1,19.0,0.0,15.5
Seoul,37.57469,126.96,2023-05-05,20.6,15.2,18.3,59.0,21.3
Seoul,37.57469,126.96,2023-05-06,13.3,10.9,11.8,36.9,29.4
Seoul,37.57469,126.96,2023-05-07,16.2,8.6,12.6,0.0,18.3
Seoul,37.57469,126.96,2023-05-08,19.4,5.5,12.3,0.0,15.5
Seoul,37.57469,126.96,2023-05-09,19.2,6.7,13.0,0.0,17.1
Seoul,37.57469,126.96,2023-05-10,22.6,7.2,14.8,0.0,10.9
Seoul,37.57469,126.96,2023-05-11,24.3,9.1,16.1,0.0,16.2
Seoul,37.57469,126.96,2023-05-12,21.5,9.6,15.1,0.0,13.3
Seoul,37.57469,126.96,2023-05-13,21.7,9.0,15.5,0.0,13.0
Seoul,37.57469,126.96,2023-05-14,21.0,10.5,15.7,0.0,15.0
Seoul,37.57469,126.96,2023-05-15,25.9,10.2,17.5,0.0,16.3
Seoul,37.57469,126.96,2023-05-16,27.9,13.9,20.3,0.0,17.6
Seoul,37.57469,126.96,2023-05-17,26.6,13.6,19.9,0.0,26.8
Seoul,37.57469,126.96,2023-05-18,25.3,15.0,19.9,0.2,17.7
Seoul,37.57469,126.96,2023-05-19,24.9,15.6,20.4,0.0,14.6
Seoul,37.57469,126.96,2023-05-20,25.1,14.6,19.0,0.0,25.6
Seoul,37.57469,126.96,2023-05-21,20.2,14.4,16.6,1.1,20.5
Seoul,37.57469,126.96,2023-05-22,24.6,13.6,18.1,0.0,15.0
Seoul,37.57469,126.96,2023-05-23,24.9,12.9,18.3,0.0,10.2
Seoul,37.57469,126.96,2023-05-24,25.2,12.9,18.8,0.0,17.0
Seoul,37.57469,126.96,2023-05-25,24.9,12.6,18.8,0.0,21.6
Seoul,37.57469,126.96,2023-05-26,25.8,14.6,19.9,0.1,18.8
Seoul,37.57469,126.96,2023-05-27,19.8,15.9,18.3,24.6,10.9
Seoul,37.57469,126.96,2023-05-28,19.7,17.7,18.6,37.4,14.5
Seoul,37.57469,126.96,2023-05-29,26.6,18.0,21.4,5.9,11.7
Seoul,37.57469,126.96,2023-05-30,26.0,17.9,21.3,1.6,17.8
Seoul,37.57469,126.96,2023-05-31,25.0,17.0,20.3,0.0,15.1
Seoul,37.57469,126.96,2023-06-01,24.4,17.0,20.6,1.1,11.6
Seoul,37.57469,126.96,2023-06-02,23.4,15.8,18.8,0.7,17.1
Seoul,37.57469,126.96,2023-06-03,25.5,14.1,19.5,0.0,22.7
Seoul,37.57469,126.96,2023-06-04,24.0,14.1,18.8,0.0,18.8
Seoul,37.57469,126.96,2023-06-05,22.5,14.6,18.8,0.0,22.5
Seoul,37.57469,126.96,2023-06-06,22.5,14.6,18.4,0.0,18.7
Seoul,37.57469,126.96,2023-06-07,24.8,16.3,20.0,0.4,18.0
Seoul,37.57469,126.96,2023-06-08,22.7,16.9,19.2,20.8,16.6
Seoul,37.57469,126.96,2023-06-09,25.8,16.4,20.7,3.1,12.5
Seoul,37.57469,126.96,2023-06-10,27.4,18.1,21.1,26.1,16.2
Seoul,37.57469,126.96,2023-06-11,23.3,17.0,20.2,15.5,11.4
Seoul,37.57469,126.96,2023-06-12,25.4,17.2,20.9,0.7,13.7
Seoul,37.57469,126.96,2023-06-13,23.6,16.9,20.0,0.5,20.1
Seoul,37.57469,126.96,2023-06-14,24.7,14.3,19.9,2.7,9.9
Seoul,37.57469,126.96,2023-06-15,25.5,15.9,20.5,0.9,14.4
Seoul,37.57469,126.96,2023-06-16,25.8,16.5,20.9,0.0,14.8
Seoul,37.57469,126.96,2023-06-17,27.9,15.9,21.4,0.0,16.8
Seoul,37.57469,126.96,2023-06-18,29.3,18.4,23.1,0.0,15.6
Seoul,37.57469,126.96,2023-06-19,33.9,20.2,26.3,0.0,14.1
Seoul,37.57469,126.96,2023-06-20,25.9,20.4,23.0,4.9,12.9
Seoul,37.57469,126.96,2023-06-21,24.0,19.0,21.0,35.7,14.1
Seoul,37.57469,126.96,2023-06-22,24.4,15.1,20.0,1.4,18.6
Seoul,37.57469,126.96,2023-06-23,27.6,18.0,22.1,0.1,9.5
Seoul,37.57469,126.96,2023-06-24,28.3,20.4,24.2,0.1,10.6
Seoul,37.57469,126.96,2023-06-25,31.4,19.8,25.4,0.0,11.2
Seoul,37.57469,126.96,2023-06-26,26.1,21.1,23.1,43.8,24.7
Seoul,37.57469,126.96,2023-06-27,27.3,20.4,23.5,3.2,26.6
Seoul,37.57469,126.96,2023-06-28,28.1,20.9,24.0,2.1,16.9
Seoul,37.57469,126.96,2023-06-29,24.5,22.3,23.1,45.8,23.4
Seoul,37.57469,126.96,2023-06-30,26.8,21.8,24.0,10.7,10.3
Seoul,37.57469,126.96,2023-07-01,31.2,21.4,25.5,0.2,14.1
Seoul,37.57469,126.96,2023-07-02,29.0,21.0,24.3,0.2,10.5
Seoul,37.57469,126.96,2023-07-03,32.6,21.3,26.8,0.1,8.2
Seoul,37.57469,126.96,2023-07-04,28.0,22.5,24.9,29.6,18.8
Seoul,37.57469,126.96,2023-07-05,26.2,21.0,23.4,19.6,28.8
Seoul,37.57469,126.96,2023-07-06,30.0,20.6,25.1,0.0,19.9
Seoul,37.57469,126.96,2023-07-07,29.9,20.9,24.7,0.0,19.5
Seoul,37.57469,126.96,2023-07-08,28.9,19.7,23.8,0.5,12.6
Seoul,37.57469,126.96,2023-07-09,26.0,22.1,23.7,37.3,17.3
Seoul,37.57469,126.96,2023-07-10,29.0,21.1,24.8,6.2,20.7
Seoul,37.57469,126.96,2023-07-11,24.0,20.9,23.0,41.1,19.1
Seoul,37.57469,126.96,2023-07-12,28.0,21.6,24.8,2.8,10.5
