location,latitude,longitude,time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max
Seoul,37.57469,126.96,2021-09-12,27.0,16.8,21.7,0.0,11.5
Seoul,37.57469,126.96,2021-09-13,27.6,18.3,22.8,0.0,14.2
Seoul,37.57469,126.96,2021-09-14,28.4,18.2,23.0,0.0,17.2
Seoul,37.57469,126.96,2021-09-15,27.2,17.8,21.9,0.0,21.8
Seoul,37.57469,126.96,2021-09-16,26.2,16.2,21.2,0.0,15.9
Seoul,37.57469,126.96,2021-09-17,25.2,18.5,21.5,0.0,21.7
Seoul,37.57469,126.96,2021-09-18,26.3,16.8,21.5,0.0,8.7
Seoul,37.57469,126.96,2021-09-19,25.8,18.8,22.0,0.1,10.0
Seoul,37.57469,126.96,2021-09-20,26.9,17.9,22.2,0.0,24.7
Seoul,37.57469,126.96,2021-09-21,24.0,19.8,21.7,24.5,21.7
Seoul,37.57469,126.96,2021-09-22,22.6,17.2,20.3,11.3,27.1
Seoul,37.57469,126.96,2021-09-23,23.3,16.3,19.3,0.0,20.1
Seoul,37.57469,126.96,2021-09-24,25.0,14.4,20.0,0.0,13.0
Seoul,37.57469,126.96,2021-09-25,22.2,18.2,20.0,0.0,12.4
Seoul,37.57469,126.96,2021-09-26,25.0,18.0,21.0,0.0,14.0
Seoul,37.57469,126.96,2021-09-27,24.0,16.8,19.7,1.6,13.3
Seoul,37.57469,126.96,2021-09-28,23.9,17.5,20.1,7.3,13.0
Seoul,37.57469,126.96,2021-09-29,21.6,16.5,19.8,20.3,20.5
Seoul,37.57469,126.96,2021-09-30,24.9,14.6,19.2,0.0,9.7
Seoul,37.57469,126.96,2021-10-01,25.3,15.5,19.6,0.9,14.0
Seoul,37.57469,126.96,2021-10-02,24.1,16.7,19.5,1.8,11.4
Seoul,37.57469,126.96,2021-10-03,26.7,15.9,20.2,0.0,14.6
Seoul,37.57469,126.96,2021-10-04,24.5,17.6,21.6,9.4,28.7
Seoul,37.57469,126.96,2021-10-05,25.1,21.1,22.7,1.5,25.6
Seoul,37.57469,126.96,2021-10-06,20.7,17.4,18.9,6.9,15.9
Seoul,37.57469,126.96,2021-10-07,20.5,17.5,18.9,8.3,9.7
Seoul,37.57469,126.96,2021-10-08,20.1,16.7,18.4,7.2,8.3
Seoul,37.57469,126.96,2021-10-09,24.7,17.0,20.0,0.2,13.2
Seoul,37.57469,126.96,2021-10-10,23.9,14.4,19.7,7.7,23.0
Seoul,37.57469,126.96,2021-10-11,18.9,11.6,14.9,7.1,13.2
Seoul,37.57469,126.96,2021-10-12,19.3,15.3,16.8,1.4,17.0
Seoul,37.57469,126.96,2021-10-13,23.2,14.2,18.1,0.0,14.3
Seoul,37.57469,126.96,2021-10-14,21.9,15.2,17.8,0.1,13.0
Seoul,37.57469,126.96,2021-10-15,21.0,15.4,17.5,4.9,7.6
Seoul,37.57469,126.96,2021-10-16,16.6,4.5,10.3,1.2,25.5
Seoul,37.57469,126.96,2021-10-17,8.4,0.4,4.4,0.0,20.2
Seoul,37.57469,126.96,2021-10-18,13.6,1.6,7.5,2.4,10.2
Seoul,37.57469,126.96,2021-10-19,14.0,4.6,9.7,4.2,22.0
Seoul,37.57469,126.96,2021-10-20,12.8,1.9,7.0,0.0,10.6
Seoul,37.57469,126.96,2021-10-21,13.1,4.3,7.7,0.0,10.5
Seoul,37.57469,126.96,2021-10-22,14.9,4.3,9.0,0.0,14.6
Seoul,37.57469,126.96,2021-10-23,15.6,3.1,9.5,0.0,9.5
Seoul,37.57469,126.96,2021-10-24,15.1,3.2,8.7,0.0,9.5
Seoul,37.57469,126.96,2021-10-25,15.2,3.5,9.0,0.0,9.1
Seoul,37.57469,126.96,2021-10-26,16.6,4.5,10.0,0.0,11.4
Seoul,37.57469,126.96,2021-10-27,15.9,7.3,11.4,0.3,16.2
Seoul,37.57469,126.96,2021-10-28,16.5,5.4,10.5,0.0,11.3
Seoul,37.57469,126.96,2021-10-29,17.2,7.6,11.4,0.0,13.4
Seoul,37.57469,126.96,2021-10-30,17.0,8.7,12.0,0.0,9.6
Seoul,37.57469,126.96,2021-10-31,17.8,7.0,11.5,2.2,9.7
Seoul,37.57469,126.96,2021-11-01,14.7,8.1,10.7,0.4,12.3
Seoul,37.57469,126.96,2021-11-02,14.8,4.3,9.3,0.0,11.2
Seoul,37.57469,126.96,2021-11-03,14.8,5.3,9.7,0.0,10.5
Seoul,37.57469,126.96,2021-11-04,16.1,6.7,11.1,0.8,9.4
Seoul,37.57469,126.96,2021-11-05,17.1,5.7,10.1,0.0,11.6
Seoul,37.57469,126.96,2021-11-06,18.8,6.3,11.2,0.0,10.8
Seoul,37.57469,126.96,2021-11-07,19.1,7.2,12.6,0.0,19.2
Seoul,37.57469,126.96,2021-11-08,13.9,4.0,8.9,22.1,28.4
Seoul,37.57469,126.96,2021-11-09,7.4,1.5,4.4,1.5,15.3
Seoul,37.57469,126.96,2021-11-10,6.2,-0.8,3.0,0.0,20.3
Seoul,37.57469,126.96,2021-11-11,8.5,0.2,4.1,0.1,22.5
Seoul,37.57469,126.96,2021-11-12,7.3,-0.4,3.0,0.0,19.7
Seoul,37.57469,126.96,2021-11-13,11.8,-1.3,5.1,0.0,9.4
Seoul,37.57469,126.96,2021-11-14,15.1,4.6,9.0,0.3,17.3
Seoul,37.57469,126.96,2021-11-15,12.8,2.8,7.8,0.0,8.6
Seoul,37.57469,126.96,2021-11-16,11.3,1.5,6.1,0.0,10.3
Seoul,37.57469,126.96,2021-11-17,9.9,0.2,5.0,0.0,10.6
Seoul,37.57469,126.96,2021-11-18,14.1,3.0,8.6,1.2,21.3
Seoul,37.57469,126.96,2021-11-19,16.5,6.7,11.1,1.1,14.8
Seoul,37.57469,126.96,2021-11-20,12.6,1.5,6.8,0.0,8.9
Seoul,37.57469,126.96,2021-11-21,11.4,5.1,8.3,4.7,23.3
Seoul,37.57469,126.96,2021-11-22,8.2,-1.3,2.9,3.0,26.6
Seoul,37.57469,126.96,2021-11-23,1.7,-4.7,-1.5,0.0,22.9
Seoul,37.57469,126.96,2021-11-24,9.4,-4.6,2.4,0.0,23.1
Seoul,37.57469,126.96,2021-11-25,8.1,0.2,4.0,0.0,15.5
Seoul,37.57469,126.96,2021-11-26,6.2,-3.5,0.7,0.0,15.3
Seoul,37.57469,126.96,2021-11-27,5.9,-4.2,0.1,0.0,9.0
Seoul,37.57469,126.96,2021-11-28,9.4,-3.5,1.9,0.0,9.7
Seoul,37.57469,126.96,2021-11-29,10.4,-1.3,3.9,0.0,10.1
Seoul,37.57469,126.96,2021-11-30,8.6,-0.3,4.5,24.3,28.1
Seoul,37.57469,126.96,2021-12-01,0.6,-4.9,-2.3,0.0,28.4
Seoul,37.57469,126.96,2021-12-02,5.5,-6.1,-0.4,0.5,19.7
Seoul,37.57469,126.96,2021-12-03,4.6,-3.8,0.6,0.1,22.1
Seoul,37.57469,126.96,2021-12-04,5.3,-5.1,-0.7,0.0,14.4
Seoul,37.57469,126.96,2021-12-05,7.2,-4.5,0.6,0.0,9.5
Seoul,37.57469,126.96,2021-12-06,9.1,-3.0,1.9,0.0,10.1
Seoul,37.57469,126.96,2021-12-07,10.6,-1.2,3.3,0.0,11.9
Seoul,37.57469,126.96,2021-12-08,9.2,-2.5,2.7,0.0,10.5
Seoul,37.57469,126.96,2021-12-09,8.7,-1.1,3.5,0.0,11.2
Seoul,37.57469,126.96,2021-12-10,7.9,1.9,4.7,0.4,11.3
Seoul,37.57469,126.96,2021-12-11,7.4,0.9,3.1,0.0,8.6
Seoul,37.57469,126.96,2021-12-12,4.1,-5.2,-0.2,0.0,26.8
Seoul,37.57469,126.96,2021-12-13,-0.2,-7.0,-4.2,0.0,15.3
Seoul,37.57469,126.96,2021-12-14,6.8,-3.0,2.2,0.4,11.2
Seoul,37.57469,126.96,2021-12-15,10.0,1.9,5.7,3.2,16.1
Seoul,37.57469,126.96,2021-12-16,8.3,1.1,3.8,0.2,18.9
Seoul,37.57469,126.96,2021-12-17,1.5,-11.2,-5.8,0.0,31.6
Seoul,37.57469,126.96,2021-12-18,-0.4,-11.1,-6.3,3.7,14.8
Seoul,37.57469,126.96,2021-12-19,1.8,-7.2,-2.8,1.0,17.1
Seoul,37.57469,126.96,2021-12-20,9.2,-3.8,1.4,0.0,18.7
Seoul,37.57469,126.96,2021-12-21,6.4,-2.6,2.2,0.0,13.7
Seoul,37.57469,126.96,2021-12-22,5.3,-5.4,-1.3,0.0,10.6
Seoul,37.57469,126.96,2021-12-23,5.7,-3.7,0.2,0.0,8.3
Seoul,37.57469,126.96,2021-12-24,2.0,-8.1,-1.5,0.0,20.5
Seoul,37.57469,126.96,2021-12-25,-8.9,-14.5,-11.8,0.0,22.5
Seoul,37.57469,126.96,2021-12-26,-7.9,-15.5,-12.2,0.0,16.8
Seoul,37.57469,126.96,2021-12-27,-2.5,-12.6,-8.6,0.0,10.9
Seoul,37.57469,126.96,2021-12-28,0.9,-8.8,-4.6,0.0,9.5
Seoul,37.57469,126.96,2021-12-29,6.2,-5.1,-0.3,1.6,22.8
Seoul,37.57469,126.96,2021-12-30,-0.9,-7.6,-4.6,0.0,21.4
Seoul,37.57469,126.96,2021-12-31,-4.4,-9.4,-7.3,0.0,23.7
Seoul,37.57469,126.96,2022-01-01,-0.1,-9.4,-5.9,0.0,9.2
Seoul,37.57469,126.96,2022-01-02,2.2,-6.8,-2.1,0.4,17.6
Seoul,37.57469,126.96,2022-01-03,0.9,-8.6,-4.4,0.1,13.0
Seoul,37.57469,126.96,2022-01-04,-0.3,-6.7,-3.6,0.0,14.5
Seoul,37.57469,126.96,2022-01-05,2.7,-7.8,-3.6,0.0,9.4
Seoul,37.57469,126.96,2022-01-06,2.5,-6.3,-3.4,0.0,15.2
Seoul,37.57469,126.96,2022-01-07,2.4,-7.9,-4.2,0.0,9.7
Seoul,37.57469,126.96,2022-01-08,4.6,-6.5,-1.1,0.0,20.6
Seoul,37.57469,126.96,2022-01-09,3.8,-4.9,-1.0,0.0,10.5
Seoul,37.57469,126.96,2022-01-10,3.6,-5.2,-1.6,0.8,9.8
Seoul,37.57469,126.96,2022-01-11,-1.4,-10.4,-7.2,0.6,23.9
Seoul,37.57469,126.96,2022-01-12,-4.4,-10.6,-8.0,0.0,14.8
Seoul,37.57469,126.96,2022-01-13,-3.8,-9.1,-7.0,0.0,30.4
Seoul,37.57469,126.96,2022-01-14,-1.2,-10.0,-6.6,0.0,13.2
Seoul,37.57469,126.96,2022-01-15,2.7,-6.2,-2.2,0.1,10.7
Seoul,37.57469,126.96,2022-01-16,-0.2,-7.9,-3.4,0.2,20.0
Seoul,37.57469,126.96,2022-01-17,-0.5,-8.6,-5.9,0.0,21.0
Seoul,37.57469,126.96,2022-01-18,-1.7,-10.0,-6.5,0.0,13.1
Seoul,37.57469,126.96,2022-01-19,-1.2,-8.4,-5.5,1.6,18.9
Seoul,37.57469,126.96,2022-01-20,0.3,-10.1,-6.1,0.0,11.4
Seoul,37.57469,126.96,2022-01-21,2.3,-8.8,-4.1,0.0,9.9
Seoul,37.57469,126.96,2022-01-22,3.7,-5.9,-1.2,0.0,10.0
Seoul,37.57469,126.96,2022-01-23,6.6,-3.1,0.6,0.0,13.7
Seoul,37.57469,126.96,2022-01-24,7.5,-0.9,2.4,0.0,17.3
Seoul,37.57469,126.96,2022-01-25,5.3,-0.7,2.0,0.8,15.1
Seoul,37.57469,126.96,2022-01-26,4.8,-4.8,-0.8,0.0,14.8
Seoul,37.57469,126.96,2022-01-27,3.0,-5.8,-2.3,0.0,14.5
Seoul,37.57469,126.96,2022-01-28,1.5,-7.0,-3.7,0.0,16.7
Seoul,37.57469,126.96,2022-01-29,0.2,-7.2,-4.4,0.0,17.7
Seoul,37.57469,126.96,2022-01-30,1.7,-7.7,-4.2,0.0,14.9
Seoul,37.57469,126.96,2022-01-31,3.7,-7.7,-2.7,1.0,16.0
Seoul,37.57469,126.96,2022-02-01,2.1,-5.9,-1.6,0.9,19.8
Seoul,37.57469,126.96,2022-02-02,-0.6,-7.2,-4.8,0.0,16.0
Seoul,37.57469,126.96,2022-02-03,0.0,-7.2,-4.3,0.0,17.5
Seoul,37.57469,126.96,2022-02-04,-2.0,-9.1,-5.8,0.0,25.2
Seoul,37.57469,126.96,2022-02-05,-2.8,-9.9,-7.2,0.0,24.9
Seoul,37.57469,126.96,2022-02-06,0.6,-8.7,-4.8,0.0,19.8
Seoul,37.57469,126.96,2022-02-07,1.5,-7.5,-3.9,0.0,14.5
Seoul,37.57469,126.96,2022-02-08,4.2,-5.3,-1.8,0.0,12.9
Seoul,37.57469,126.96,2022-02-09,5.1,-6.7,-1.8,0.0,8.5
Seoul,37.57469,126.96,2022-02-10,6.2,-4.3,-0.5,0.0,16.5
Seoul,37.57469,126.96,2022-02-11,7.6,-4.8,0.1,0.0,13.0
Seoul,37.57469,126.96,2022-02-12,8.7,-2.5,1.8,0.0,11.1
Seoul,37.57469,126.96,2022-02-13,8.5,-2.6,1.8,0.0,10.7
Seoul,37.57469,126.96,2022-02-14,7.9,-3.0,0.9,1.4,20.7
Seoul,37.57469,126.96,2022-02-15,-2.8,-8.6,-5.5,0.0,22.2
Seoul,37.57469,126.96,2022-02-16,-4.0,-9.6,-7.5,0.0,28.8
Seoul,37.57469,126.96,2022-02-17,-1.9,-10.4,-7.1,0.0,19.5
Seoul,37.57469,126.96,2022-02-18,4.2,-8.4,-3.2,0.0,13.3
Seoul,37.57469,126.96,2022-02-19,2.7,-7.2,-2.0,0.0,23.9
Seoul,37.57469,126.96,2022-02-20,-1.2,-8.4,-5.5,0.0,21.8
Seoul,37.57469,126.96,2022-02-21,3.2,-7.8,-3.5,0.2,33.0
Seoul,37.57469,126.96,2022-02-22,-0.6,-7.7,-4.9,0.0,26.5
Seoul,37.57469,126.96,2022-02-23,-1.3,-9.2,-6.0,0.0,20.5
Seoul,37.57469,126.96,2022-02-24,2.3,-8.6,-4.0,0.0,20.3
Seoul,37.57469,126.96,2022-02-25,7.9,-4.4,1.0,0.0,22.9
Seoul,37.57469,126.96,2022-02-26,9.2,-0.6,3.5,1.2,32.2
Seoul,37.57469,126.96,2022-02-27,7.3,-4.8,1.3,0.0,26.9
Seoul,37.57469,126.96,2022-02-28,8.9,-2.1,3.3,0.0,10.0
Seoul,37.57469,126.96,2022-03-01,8.9,-2.5,4.0,1.5,17.7
Seoul,37.57469,126.96,2022-03-02,6.2,-5.7,0.1,0.0,23.6
Seoul,37.57469,126.96,2022-03-03,9.2,-4.0,2.5,0.0,14.2
Seoul,37.57469,126.96,2022-03-04,13.4,-3.2,4.2,3.7,31.0
Seoul,37.57469,126.96,2022-03-05,5.6,-3.2,0.8,0.0,32.1
Seoul,37.57469,126.96,2022-03-06,4.9,-4.5,-0.3,0.0,18.6
Seoul,37.57469,126.96,2022-03-07,7.0,-4.5,0.1,0.0,14.6
Seoul,37.57469,126.96,2022-03-08,9.8,-3.9,2.2,0.0,14.5
Seoul,37.57469,126.96,2022-03-09,11.8,-1.8,3.4,0.0,12.8
Seoul,37.57469,126.96,2022-03-10,13.7,0.2,5.4,0.0,15.9
Seoul,37.57469,126.96,2022-03-11,15.1,-1.5,6.1,0.0,10.1
Seoul,37.57469,126.96,2022-03-12,19.0,1.2,9.4,1.8,21.3
Seoul,37.57469,126.96,2022-03-13,13.8,8.4,10.4,12.7,15.3
Seoul,37.57469,126.96,2022-03-14,13.1,4.2,6.8,7.5,26.6
Seoul,37.57469,126.96,2022-03-15,10.1,-2.4,4.0,0.0,14.1
Seoul,37.57469,126.96,2022-03-16,15.1,-0.7,6.9,0.0,14.3
Seoul,37.57469,126.96,2022-03-17,15.0,5.4,9.0,0.4,21.8
Seoul,37.57469,126.96,2022-03-18,8.6,4.3,6.3,0.1,22.3
Seoul,37.57469,126.96,2022-03-19,6.0,1.0,3.0,14.5,18.8
Seoul,37.57469,126.96,2022-03-20,8.1,-1.4,3.0,0.1,18.8
Seoul,37.57469,126.96,2022-03-21,8.8,-3.5,2.7,0.0,14.5
Seoul,37.57469,126.96,2022-03-22,11.2,-2.5,4.5,0.0,16.0
Seoul,37.57469,126.96,2022-03-23,8.0,1.0,3.9,0.0,17.9
Seoul,37.57469,126.96,2022-03-24,13.1,0.1,5.9,0.0,17.6
Seoul,37.57469,126.96,2022-03-25,17.5,3.5,10.6,7.9,27.0
Seoul,37.57469,126.96,2022-03-26,16.7,7.1,11.5,24.8,25.1
Seoul,37.57469,126.96,2022-03-27,11.5,1.4,6.3,0.0,26.7
Seoul,37.57469,126.96,2022-03-28,11.8,-1.6,4.9,0.0,10.0
Seoul,37.57469,126.96,2022-03-29,13.4,-0.3,7.0,0.0,16.8
Seoul,37.57469,126.96,2022-03-30,13.9,2.0,8.6,4.4,13.8
Seoul,37.57469,126.96,2022-03-31,12.8,5.2,8.6,1.7,10.2
Seoul,37.57469,126.96,2022-04-01,12.4,0.9,6.4,0.0,17.6
Seoul,37.57469,126.96,2022-04-02,11.6,-0.4,5.8,0.0,17.7
Seoul,37.57469,126.96,2022-04-03,14.4,1.4,7.2,0.0,16.0
Seoul,37.57469,126.96,2022-04-04,14.2,2.4,7.7,0.0,18.3
Seoul,37.57469,126.96,2022-04-05,13.6,1.6,7.7,0.0,17.0
Seoul,37.57469,126.96,2022-04-06,14.9,4.0,9.0,0.0,15.6
Seoul,37.57469,126.96,2022-04-07,13.5,4.4,8.1,0.0,25.2
Seoul,37.57469,126.96,2022-04-08,17.3,1.9,9.7,0.0,14.2
Seoul,37.57469,126.96,2022-04-09,21.3,7.9,13.7,0.0,20.7
Seoul,37.57469,126.96,2022-04-10,22.4,8.1,14.4,0.0,16.5
Seoul,37.57469,126.96,2022-04-11,23.9,9.1,15.7,0.0,16.1
Seoul,37.57469,126.96,2022-04-12,20.5,11.8,15.3,0.7,21.3
Seoul,37.57469,126.96,2022-04-13,13.6,9.1,10.9,3.3,26.3
Seoul,37.57469,126.96,2022-04-14,14.3,8.9,10.9,0.1,22.1
Seoul,37.57469,126.96,2022-04-15,17.1,3.5,10.6,0.8,17.7
Seoul,37.57469,126.96,2022-04-16,17.1,5.0,10.1,0.0,21.7
Seoul,37.57469,126.96,2022-04-17,18.6,4.2,10.5,0.0,20.9
Seoul,37.57469,126.96,2022-04-18,18.5,7.6,11.8,0.0,21.6
Seoul,37.57469,126.96,2022-04-19,19.4,4.9,11.5,0.0,17.9
Seoul,37.57469,126.96,2022-04-20,19.6,4.9,11.9,0.0,19.8
Seoul,37.57469,126.96,2022-04-21,21.1,6.5,13.7,0.0,24.0
Seoul,37.57469,126.96,2022-04-22,18.5,10.7,13.8,0.2,29.8
Seoul,37.57469,126.96,2022-04-23,24.5,7.6,15.3,0.0,10.2
Seoul,37.57469,126.96,2022-04-24,22.0,10.2,15.1,0.1,18.0
Seoul,37.57469,126.96,2022-04-25,23.9,13.9,18.3,3.0,8.0
Seoul,37.57469,126.96,2022-04-26,27.0,16.0,20.4,4.2,25.5
Seoul,37.57469,126.96,2022-04-27,21.2,10.3,15.6,0.0,28.4
Seoul,37.57469,126.96,2022-04-28,23.4,9.0,16.0,0.0,21.7
Seoul,37.57469,126.96,2022-04-29,15.9,9.1,12.4,16.6,21.1
Seoul,37.57469,126.96,2022-04-30,16.2,8.6,11.4,0.4,20.6
Seoul,37.57469,126.96,2022-05-01,16.9,4.7,11.0,0.0,30.1
Seoul,37.57469,126.96,2022-05-02,17.9,6.2,11.7,0.0,18.8
Seoul,37.57469,126.96,2022-05-03,18.0,5.2,12.5,0.0,22.5
Seoul,37.57469,126.96,2022-05-04,23.0,7.6,14.9,0.0,20.7
Seoul,37.57469,126.96,2022-05-05,23.2,8.7,15.9,0.0,14.8
Seoul,37.57469,126.96,2022-05-06,23.6,10.1,17.2,0.0,18.9
Seoul,37.57469,126.96,2022-05-07,23.2,13.1,17.1,0.7,23.4
Seoul,37.57469,126.96,2022-05-08,18.0,11.1,14.5,4.4,18.1
Seoul,37.57469,126.96,2022-05-09,24.1,8.9,16.2,0.0,14.1
Seoul,37.57469,126.96,2022-05-10,24.1,10.4,17.4,0.3,14.8
Seoul,37.57469,126.96,2022-05-11,22.9,12.9,17.4,0.0,16.8
Seoul,37.57469,126.96,2022-05-12,26.2,12.3,18.8,0.0,18.2
Seoul,37.57469,126.96,2022-05-13,24.8,13.6,18.4,0.0,29.6
Seoul,37.57469,126.96,2022-05-14,19.9,9.1,14.7,0.0,28.1
Seoul,37.57469,126.96,2022-05-15,21.3,8.4,14.5,0.0,28.8
Seoul,37.57469,126.96,2022-05-16,21.8,8.6,15.2,0.0,26.6
Seoul,37.57469,126.96,2022-05-17,25.5,10.6,17.3,0.0,19.8
Seoul,37.57469,126.96,2022-05-18,24.5,12.6,18.4,0.7,24.3
Seoul,37.57469,126.96,2022-05-19,23.3,13.6,18.6,0.0,25.1
Seoul,37.57469,126.96,2022-05-20,23.9,13.9,18.5,0.2,16.6
Seoul,37.57469,126.96,2022-05-21,23.1,13.4,17.6,0.2,19.9
Seoul,37.57469,126.96,2022-05-22,24.4,14.2,18.4,0.0,20.2
Seoul,37.57469,126.96,2022-05-23,28.4,13.5,19.7,0.0,19.7
Seoul,37.57469,126.96,2022-05-24,28.4,13.8,20.3,0.0,18.4
Seoul,37.57469,126.96,2022-05-25,25.4,15.1,19.0,7.8,22.0
Seoul,37.57469,126.96,2022-05-26,21.6,12.1,17.0,0.3,27.4
Seoul,37.57469,126.96,2022-05-27,22.7,14.3,17.9,0.0,24.1
Seoul,37.57469,126.96,2022-05-28,27.2,12.4,19.4,0.0,23.1
Seoul,37.57469,126.96,2022-05-29,26.6,14.5,20.0,0.1,16.0
Seoul,37.57469,126.96,2022-05-30,24.5,15.4,19.7,3.2,22.9
Seoul,37.57469,126.96,2022-05-31,25.1,12.3,18.7,0.0,24.6
Seoul,37.57469,126.96,2022-06-01,27.0,13.4,19.9,0.0,21.0
Seoul,37.57469,126.96,2022-06-02,24.0,12.3,18.3,0.0,18.3
Seoul,37.57469,126.96,2022-06-03,30.0,15.9,22.1,0.0,18.4
Seoul,37.57469,126.96,2022-06-04,29.4,18.8,24.1,0.0,11.6
Seoul,37.57469,126.96,2022-06-05,25.9,19.1,22.3,5.0,19.3
Seoul,37.57469,126.96,2022-06-06,21.0,14.9,18.0,17.4,22.1
Seoul,37.57469,126.96,2022-06-07,24.4,13.6,18.7,0.0,17.8
Seoul,37.57469,126.96,2022-06-08,23.6,13.9,18.6,1.2,14.9
Seoul,37.57469,126.96,2022-06-09,23.7,16.1,19.4,9.0,15.2
Seoul,37.57469,126.96,2022-06-10,25.4,14.9,20.1,1.4,13.2
Seoul,37.57469,126.96,2022-06-11,29.2,15.9,21.9,4.1,16.9
Seoul,37.57469,126.96,2022-06-12,28.8,16.9,22.5,0.1,17.0
Seoul,37.57469,126.96,2022-06-13,26.8,17.8,21.7,14.1,18.8
Seoul,37.57469,126.96,2022-06-14,28.0,16.4,21.0,0.8,26.9
Seoul,37.57469,126.96,2022-06-15,19.5,14.8,17.2,22.8,18.6
Seoul,37.57469,126.96,2022-06-16,22.4,15.9,19.0,2.0,14.4
Seoul,37.57469,126.96,2022-06-17,28.9,14.4,20.9,0.0,19.6
Seoul,37.57469,126.96,2022-06-18,27.5,18.3,22.2,2.1,16.8
Seoul,37.57469,126.96,2022-06-19,26.0,19.8,22.6,0.2,14.1
Seoul,37.57469,126.96,2022-06-20,29.2,19.6,23.9,0.0,13.7
Seoul,37.57469,126.96,2022-06-21,33.0,20.0,25.1,0.0,18.1
Seoul,37.57469,126.96,2022-06-22,28.5,19.5,23.5,0.0,14.8
Seoul,37.57469,126.96,2022-06-23,28.3,21.0,23.8,41.3,28.7
Seoul,37.57469,126.96,2022-06-24,25.0,20.2,22.6,4.8,24.6
Seoul,37.57469,126.96,2022-06-25,29.0,19.3,24.0,0.2,19.5
Seoul,37.57469,126.96,2022-06-26,30.0,22.6,25.7,1.7,27.6
Seoul,37.57469,126.96,2022-06-27,25.2,22.3,24.0,19.7,22.4
Seoul,37.57469,126.96,2022-06-28,27.2,24.6,25.4,11.2,37.0
Seoul,37.57469,126.96,2022-06-29,26.8,22.5,24.4,83.9,31.7
Seoul,37.57469,126.96,2022-06-30,25.5,21.9,23.4,91.3,21.5
Seoul,37.57469,126.96,2022-07-01,29.4,23.0,25.6,1.3,15.0
Seoul,37.57469,126.96,2022-07-02,31.1,21.7,26.5,0.0,8.0
Seoul,37.57469,126.96,2022-07-03,31.8,22.5,26.9,0.0,10.8
Seoul,37.57469,126.96,2022-07-04,31.0,23.8,27.4,0.6,14.7
Seoul,37.57469,126.96,2022-07-05,30.9,24.2,26.9,8.6,12.4
Seoul,37.57469,126.96,2022-07-06,30.5,24.5,27.4,3.8,12.6
Seoul,37.57469,126.96,2022-07-07,30.2,25.4,27.0,23.9,26.7
Seoul,37.57469,126.96,2022-07-08,27.0,22.5,24.7,3.5,20.8
Seoul,37.57469,126.96,2022-07-09,29.4,22.0,25.0,0.7,14.7
Seoul,37.57469,126.96,2022-07-10,31.4,22.9,26.5,3.0,11.2
Seoul,37.57469,126.96,2022-07-11,29.4,23.0,25.6,2.1,9.3
Seoul,37.57469,126.96,2022-07-12,28.7,20.9,25.1,0.1,13.2
Seoul,37.57469,126.96,2022-07-13,25.4,22.9,24.2,58.6,25.9
Seoul,37.57469,126.96,2022-07-14,28.9,22.0,24.5,2.2,17.9
Seoul,37.57469,126.96,2022-07-15,27.4,19.7,23.4,0.1,14.8
Seoul,37.57469,126.96,2022-07-16,27.3,21.4,24.0,4.0,11.6
Seoul,37.57469,126.96,2022-07-17,26.9,21.0,23.7,2.1,15.0
Seoul,37.57469,126.96,2022-07-18,28.9,21.4,25.3,0.5,9.4
Seoul,37.57469,126.96,2022-07-19,28.5,22.0,25.0,2.0,17.7
Seoul,37.57469,126.96,2022-07-20,28.1,23.1,25.2,0.6,15.3
Seoul,37.57469,126.96,2022-07-21,26.6,20.5,23.8,29.2,16.3
Seoul,37.57469,126.96,2022-07-22,27.0,21.1,23.7,4.4,13.0
Seoul,37.57469,126.96,2022-07-23,26.1,21.2,23.6,24.1,14.1
Seoul,37.57469,126.96,2022-07-24,28.5,22.6,24.9,4.4,18.4
Seoul,37.57469,126.96,2022-07-25,30.3,21.1,25.3,0.0,16.5
Seoul,37.57469,126.96,2022-07-26,30.9,21.4,26.2,0.1,8.4
Seoul,37.57469,126.96,2022-07-27,29.1,24.1,26.6,0.0,11.6
Seoul,37.57469,126.96,2022-07-28,31.8,23.0,27.3,0.3,13.2
Seoul,37.57469,126.96,2022-07-29,32.1,24.5,27.9,1.9,12.7
Seoul,37.57469,126.96,2022-07-30,33.5,25.3,28.5,3.5,13.0
Seoul,37.57469,126.96,2022-07-31,28.8,25.3,26.6,35.2,18.2
Seoul,37.57469,126.96,2022-08-01,31.6,24.8,27.5,24.5,19.2
Seoul,37.57469,126.96,2022-08-02,29.4,25.2,26.6,15.0,23.3
Seoul,37.57469,126.96,2022-08-03,28.9,24.1,26.1,23.4,17.0
Seoul,37.57469,126.96,2022-08-04,30.0,24.5,26.8,3.8,15.4
Seoul,37.57469,126.96,2022-08-05,30.1,24.6,27.0,1.4,17.9
Seoul,37.57469,126.96,2022-08-06,30.4,25.3,27.3,9.6,14.1
Seoul,37.57469,126.96,2022-08-07,29.6,24.6,26.8,22.8,16.8
Seoul,37.57469,126.96,2022-08-08,27.1,25.0,26.1,66.5,23.1
Seoul,37.57469,126.96,2022-08-09,26.0,21.0,24.2,107.7,27.6
Seoul,37.57469,126.96,2022-08-10,26.8,19.5,23.0,22.4,11.0
Seoul,37.57469,126.96,2022-08-11,24.7,21.1,22.8,27.0,10.5
