from_utc,to_utc,forecast_gco2_kwh,actual_gco2_kwh,index
2026-05-17T17:00Z,2026-05-17T17:30Z,155,166,moderate
2026-05-17T17:30Z,2026-05-17T18:00Z,161,167,moderate
2026-05-17T18:00Z,2026-05-17T18:30Z,178,171,high
2026-05-17T18:30Z,2026-05-17T19:00Z,191,180,high
2026-05-17T19:00Z,2026-05-17T19:30Z,183,186,high
2026-05-17T19:30Z,2026-05-17T20:00Z,200,195,high
2026-05-17T20:00Z,2026-05-17T20:30Z,202,197,high
2026-05-17T20:30Z,2026-05-17T21:00Z,206,195,high
2026-05-17T21:00Z,2026-05-17T21:30Z,209,195,high
2026-05-17T21:30Z,2026-05-17T22:00Z,202,195,high
2026-05-17T22:00Z,2026-05-17T22:30Z,195,199,high
2026-05-17T22:30Z,2026-05-17T23:00Z,198,200,high
2026-05-17T23:00Z,2026-05-17T23:30Z,196,198,high
2026-05-17T23:30Z,2026-05-18T00:00Z,193,196,high
2026-05-18T00:00Z,2026-05-18T00:30Z,202,202,high
2026-05-18T00:30Z,2026-05-18T01:00Z,205,201,high
2026-05-18T01:00Z,2026-05-18T01:30Z,206,197,high
2026-05-18T01:30Z,2026-05-18T02:00Z,208,200,high
2026-05-18T02:00Z,2026-05-18T02:30Z,204,201,high
2026-05-18T02:30Z,2026-05-18T03:00Z,196,200,high
2026-05-18T03:00Z,2026-05-18T03:30Z,191,204,high
2026-05-18T03:30Z,2026-05-18T04:00Z,198,217,high
2026-05-18T04:00Z,2026-05-18T04:30Z,211,221,high
2026-05-18T04:30Z,2026-05-18T05:00Z,230,226,high
2026-05-18T05:00Z,2026-05-18T05:30Z,236,223,high
2026-05-18T05:30Z,2026-05-18T06:00Z,237,218,high
2026-05-18T06:00Z,2026-05-18T06:30Z,229,213,high
2026-05-18T06:30Z,2026-05-18T07:00Z,226,211,high
2026-05-18T07:00Z,2026-05-18T07:30Z,219,204,high
2026-05-18T07:30Z,2026-05-18T08:00Z,217,200,high
2026-05-18T08:00Z,2026-05-18T08:30Z,205,194,high
2026-05-18T08:30Z,2026-05-18T09:00Z,199,190,high
2026-05-18T09:00Z,2026-05-18T09:30Z,192,188,high
2026-05-18T09:30Z,2026-05-18T10:00Z,185,184,high
2026-05-18T10:00Z,2026-05-18T10:30Z,185,177,high
2026-05-18T10:30Z,2026-05-18T11:00Z,183,172,high
2026-05-18T11:00Z,2026-05-18T11:30Z,175,166,moderate
2026-05-18T11:30Z,2026-05-18T12:00Z,170,162,moderate
2026-05-18T12:00Z,2026-05-18T12:30Z,166,157,moderate
2026-05-18T12:30Z,2026-05-18T13:00Z,162,155,moderate
2026-05-18T13:00Z,2026-05-18T13:30Z,161,154,moderate
2026-05-18T13:30Z,2026-05-18T14:00Z,156,148,moderate
2026-05-18T14:00Z,2026-05-18T14:30Z,156,148,moderate
2026-05-18T14:30Z,2026-05-18T15:00Z,153,154,moderate
2026-05-18T15:00Z,2026-05-18T15:30Z,150,161,moderate
2026-05-18T15:30Z,2026-05-18T16:00Z,147,165,moderate
2026-05-18T16:00Z,2026-05-18T16:30Z,158,170,high
2026-05-18T16:30Z,2026-05-18T17:00Z,168,167,moderate
2026-05-18T17:00Z,2026-05-18T17:30Z,175,167,moderate
2026-05-18T17:30Z,2026-05-18T18:00Z,172,169,moderate
2026-05-18T18:00Z,2026-05-18T18:30Z,176,167,moderate
2026-05-18T18:30Z,2026-05-18T19:00Z,174,172,high
2026-05-18T19:00Z,2026-05-18T19:30Z,171,173,high
2026-05-18T19:30Z,2026-05-18T20:00Z,181,176,high
2026-05-18T20:00Z,2026-05-18T20:30Z,173,169,moderate
2026-05-18T20:30Z,2026-05-18T21:00Z,177,148,moderate
2026-05-18T21:00Z,2026-05-18T21:30Z,161,123,moderate
2026-05-18T21:30Z,2026-05-18T22:00Z,129,96,moderate
2026-05-18T22:00Z,2026-05-18T22:30Z,117,81,low
2026-05-18T22:30Z,2026-05-18T23:00Z,93,73,low
2026-05-18T23:00Z,2026-05-18T23:30Z,88,65,low
2026-05-18T23:30Z,2026-05-19T00:00Z,79,60,low
2026-05-19T00:00Z,2026-05-19T00:30Z,63,61,low
2026-05-19T00:30Z,2026-05-19T01:00Z,54,56,low
2026-05-19T01:00Z,2026-05-19T01:30Z,58,53,low
2026-05-19T01:30Z,2026-05-19T02:00Z,53,54,low
2026-05-19T02:00Z,2026-05-19T02:30Z,51,52,low
2026-05-19T02:30Z,2026-05-19T03:00Z,49,50,low
2026-05-19T03:00Z,2026-05-19T03:30Z,47,51,low
2026-05-19T03:30Z,2026-05-19T04:00Z,46,52,low
2026-05-19T04:00Z,2026-05-19T04:30Z,46,56,low
2026-05-19T04:30Z,2026-05-19T05:00Z,49,66,low
2026-05-19T05:00Z,2026-05-19T05:30Z,52,75,low
2026-05-19T05:30Z,2026-05-19T06:00Z,59,71,low
2026-05-19T06:00Z,2026-05-19T06:30Z,64,73,low
2026-05-19T06:30Z,2026-05-19T07:00Z,63,73,low
2026-05-19T07:00Z,2026-05-19T07:30Z,63,69,low
2026-05-19T07:30Z,2026-05-19T08:00Z,67,67,low
2026-05-19T08:00Z,2026-05-19T08:30Z,65,66,low
2026-05-19T08:30Z,2026-05-19T09:00Z,65,63,low
2026-05-19T09:00Z,2026-05-19T09:30Z,66,60,low
2026-05-19T09:30Z,2026-05-19T10:00Z,58,58,low
2026-05-19T10:00Z,2026-05-19T10:30Z,60,61,low
2026-05-19T10:30Z,2026-05-19T11:00Z,56,59,low
2026-05-19T11:00Z,2026-05-19T11:30Z,57,53,low
2026-05-19T11:30Z,2026-05-19T12:00Z,57,53,low
2026-05-19T12:00Z,2026-05-19T12:30Z,49,53,low
2026-05-19T12:30Z,2026-05-19T13:00Z,48,49,low
2026-05-19T13:00Z,2026-05-19T13:30Z,45,49,low
2026-05-19T13:30Z,2026-05-19T14:00Z,40,44,low
2026-05-19T14:00Z,2026-05-19T14:30Z,41,47,low
2026-05-19T14:30Z,2026-05-19T15:00Z,43,52,low
2026-05-19T15:00Z,2026-05-19T15:30Z,44,55,low
2026-05-19T15:30Z,2026-05-19T16:00Z,50,66,low
2026-05-19T16:00Z,2026-05-19T16:30Z,54,75,low
2026-05-19T16:30Z,2026-05-19T17:00Z,61,76,low
2026-05-19T17:00Z,2026-05-19T17:30Z,69,82,low
2026-05-19T17:30Z,2026-05-19T18:00Z,75,85,low
2026-05-19T18:00Z,2026-05-19T18:30Z,79,87,low
2026-05-19T18:30Z,2026-05-19T19:00Z,80,89,low
2026-05-19T19:00Z,2026-05-19T19:30Z,81,91,moderate
2026-05-19T19:30Z,2026-05-19T20:00Z,85,88,low
2026-05-19T20:00Z,2026-05-19T20:30Z,89,80,low
2026-05-19T20:30Z,2026-05-19T21:00Z,88,75,low
2026-05-19T21:00Z,2026-05-19T21:30Z,79,68,low
2026-05-19T21:30Z,2026-05-19T22:00Z,74,65,low
2026-05-19T22:00Z,2026-05-19T22:30Z,70,59,low
2026-05-19T22:30Z,2026-05-19T23:00Z,65,59,low
2026-05-19T23:00Z,2026-05-19T23:30Z,66,58,low
2026-05-19T23:30Z,2026-05-20T00:00Z,68,57,low
2026-05-20T00:00Z,2026-05-20T00:30Z,58,56,low
2026-05-20T00:30Z,2026-05-20T01:00Z,58,57,low
2026-05-20T01:00Z,2026-05-20T01:30Z,60,57,low
2026-05-20T01:30Z,2026-05-20T02:00Z,58,55,low
2026-05-20T02:00Z,2026-05-20T02:30Z,57,54,low
2026-05-20T02:30Z,2026-05-20T03:00Z,54,52,low
2026-05-20T03:00Z,2026-05-20T03:30Z,53,51,low
2026-05-20T03:30Z,2026-05-20T04:00Z,54,54,low
2026-05-20T04:00Z,2026-05-20T04:30Z,52,59,low
2026-05-20T04:30Z,2026-05-20T05:00Z,52,56,low
2026-05-20T05:00Z,2026-05-20T05:30Z,56,67,low
2026-05-20T05:30Z,2026-05-20T06:00Z,56,77,low
2026-05-20T06:00Z,2026-05-20T06:30Z,54,79,low
2026-05-20T06:30Z,2026-05-20T07:00Z,64,75,low
2026-05-20T07:00Z,2026-05-20T07:30Z,62,70,low
2026-05-20T07:30Z,2026-05-20T08:00Z,57,65,low
2026-05-20T08:00Z,2026-05-20T08:30Z,57,60,low
2026-05-20T08:30Z,2026-05-20T09:00Z,52,64,low
2026-05-20T09:00Z,2026-05-20T09:30Z,53,55,low
2026-05-20T09:30Z,2026-05-20T10:00Z,51,55,low
2026-05-20T10:00Z,2026-05-20T10:30Z,49,56,low
2026-05-20T10:30Z,2026-05-20T11:00Z,52,56,low
2026-05-20T11:00Z,2026-05-20T11:30Z,52,56,low
2026-05-20T11:30Z,2026-05-20T12:00Z,53,59,low
2026-05-20T12:00Z,2026-05-20T12:30Z,53,60,low
2026-05-20T12:30Z,2026-05-20T13:00Z,54,60,low
2026-05-20T13:00Z,2026-05-20T13:30Z,53,64,low
2026-05-20T13:30Z,2026-05-20T14:00Z,53,65,low
2026-05-20T14:00Z,2026-05-20T14:30Z,53,68,low
2026-05-20T14:30Z,2026-05-20T15:00Z,54,74,low
2026-05-20T15:00Z,2026-05-20T15:30Z,58,82,low
2026-05-20T15:30Z,2026-05-20T16:00Z,60,91,moderate
2026-05-20T16:00Z,2026-05-20T16:30Z,62,103,moderate
2026-05-20T16:30Z,2026-05-20T17:00Z,64,107,moderate
2026-05-20T17:00Z,2026-05-20T17:30Z,70,114,moderate
2026-05-20T17:30Z,2026-05-20T18:00Z,75,121,moderate
2026-05-20T18:00Z,2026-05-20T18:30Z,82,127,moderate
2026-05-20T18:30Z,2026-05-20T19:00Z,89,132,moderate
2026-05-20T19:00Z,2026-05-20T19:30Z,107,136,moderate
2026-05-20T19:30Z,2026-05-20T20:00Z,113,142,moderate
2026-05-20T20:00Z,2026-05-20T20:30Z,116,139,moderate
2026-05-20T20:30Z,2026-05-20T21:00Z,123,140,moderate
2026-05-20T21:00Z,2026-05-20T21:30Z,123,129,moderate
2026-05-20T21:30Z,2026-05-20T22:00Z,114,112,moderate
2026-05-20T22:00Z,2026-05-20T22:30Z,111,110,moderate
2026-05-20T22:30Z,2026-05-20T23:00Z,104,114,moderate
2026-05-20T23:00Z,2026-05-20T23:30Z,98,111,moderate
2026-05-20T23:30Z,2026-05-21T00:00Z,100,106,moderate
2026-05-21T00:00Z,2026-05-21T00:30Z,100,104,moderate
2026-05-21T00:30Z,2026-05-21T01:00Z,98,102,moderate
2026-05-21T01:00Z,2026-05-21T01:30Z,99,104,moderate
2026-05-21T01:30Z,2026-05-21T02:00Z,100,98,moderate
2026-05-21T02:00Z,2026-05-21T02:30Z,100,93,moderate
2026-05-21T02:30Z,2026-05-21T03:00Z,103,93,moderate
2026-05-21T03:00Z,2026-05-21T03:30Z,105,94,moderate
2026-05-21T03:30Z,2026-05-21T04:00Z,105,107,moderate
2026-05-21T04:00Z,2026-05-21T04:30Z,111,115,moderate
2026-05-21T04:30Z,2026-05-21T05:00Z,111,120,moderate
2026-05-21T05:00Z,2026-05-21T05:30Z,118,121,moderate
2026-05-21T05:30Z,2026-05-21T06:00Z,116,118,moderate
2026-05-21T06:00Z,2026-05-21T06:30Z,115,124,moderate
2026-05-21T06:30Z,2026-05-21T07:00Z,114,126,moderate
2026-05-21T07:00Z,2026-05-21T07:30Z,120,120,moderate
2026-05-21T07:30Z,2026-05-21T08:00Z,111,114,moderate
2026-05-21T08:00Z,2026-05-21T08:30Z,123,105,moderate
2026-05-21T08:30Z,2026-05-21T09:00Z,115,92,moderate
2026-05-21T09:00Z,2026-05-21T09:30Z,89,80,low
2026-05-21T09:30Z,2026-05-21T10:00Z,84,69,low
2026-05-21T10:00Z,2026-05-21T10:30Z,66,62,low
2026-05-21T10:30Z,2026-05-21T11:00Z,63,61,low
2026-05-21T11:00Z,2026-05-21T11:30Z,59,58,low
2026-05-21T11:30Z,2026-05-21T12:00Z,59,57,low
2026-05-21T12:00Z,2026-05-21T12:30Z,56,56,low
2026-05-21T12:30Z,2026-05-21T13:00Z,57,59,low
2026-05-21T13:00Z,2026-05-21T13:30Z,48,62,low
2026-05-21T13:30Z,2026-05-21T14:00Z,42,59,low
2026-05-21T14:00Z,2026-05-21T14:30Z,74,61,low
2026-05-21T14:30Z,2026-05-21T15:00Z,89,71,low
2026-05-21T15:00Z,2026-05-21T15:30Z,55,84,low
2026-05-21T15:30Z,2026-05-21T16:00Z,73,102,moderate
2026-05-21T16:00Z,2026-05-21T16:30Z,89,125,moderate
2026-05-21T16:30Z,2026-05-21T17:00Z,103,139,moderate
2026-05-21T17:00Z,2026-05-21T17:30Z,140,152,moderate
2026-05-21T17:30Z,2026-05-21T18:00Z,158,164,moderate
2026-05-21T18:00Z,2026-05-21T18:30Z,167,176,high
2026-05-21T18:30Z,2026-05-21T19:00Z,188,183,high
2026-05-21T19:00Z,2026-05-21T19:30Z,196,187,high
2026-05-21T19:30Z,2026-05-21T20:00Z,202,191,high
2026-05-21T20:00Z,2026-05-21T20:30Z,198,189,high
2026-05-21T20:30Z,2026-05-21T21:00Z,198,188,high
2026-05-21T21:00Z,2026-05-21T21:30Z,195,184,high
2026-05-21T21:30Z,2026-05-21T22:00Z,191,178,high
2026-05-21T22:00Z,2026-05-21T22:30Z,185,171,high
2026-05-21T22:30Z,2026-05-21T23:00Z,181,164,moderate
