date,gamePk,gameDate,season,gameType,status,away_team,home_team,away_score,home_score
2021-06-30,633491,2021-06-30T19:10:00Z,2021,R,Final,Pittsburgh Pirates,Colorado Rockies,2,6
2021-06-30,633427,2021-06-30T20:05:00Z,2021,R,Final,Tampa Bay Rays,Washington Nationals,6,15
2021-06-30,633432,2021-06-30T20:10:00Z,2021,R,Final,Detroit Tigers,Cleveland Indians,9,4
2021-06-30,633506,2021-06-30T20:15:00Z,2021,R,Final,Detroit Tigers,Cleveland Indians,7,1
2021-06-30,633419,2021-06-30T23:05:00Z,2021,R,Final,Miami Marlins,Philadelphia Phillies,11,6
2021-06-30,633484,2021-06-30T23:05:00Z,2021,R,Final,Los Angeles Angels,New York Yankees,11,8
2021-06-30,633445,2021-06-30T23:07:00Z,2021,R,Final,Seattle Mariners,Toronto Blue Jays,9,7
2021-06-30,633467,2021-06-30T23:10:00Z,2021,R,Final,Kansas City Royals,Boston Red Sox,2,6
2021-06-30,633435,2021-06-30T23:10:00Z,2021,R,Completed Early,San Diego Padres,Cincinnati Reds,7,5
2021-06-30,633437,2021-06-30T23:20:00Z,2021,R,Final,New York Mets,Atlanta Braves,2,20
2021-06-30,633485,2021-07-01T00:10:00Z,2021,R,Final,Baltimore Orioles,Houston Astros,5,2
2021-06-30,633479,2021-07-01T00:10:00Z,2021,R,Final,Minnesota Twins,Chicago White Sox,3,13
2021-06-30,633461,2021-07-01T01:40:00Z,2021,R,Final,Texas Rangers,Oakland Athletics,1,3
2021-07-01,633456,2021-07-01T17:07:00Z,2021,R,Final,Seattle Mariners,Toronto Blue Jays,7,2
2021-07-01,633457,2021-07-01T17:10:00Z,2021,R,Final,Kansas City Royals,Boston Red Sox,1,15
2021-07-01,633529,2021-07-01T18:10:00Z,2021,R,Final,Minnesota Twins,Chicago White Sox,5,8
2021-07-01,633405,2021-07-01T19:37:00Z,2021,R,Final,Texas Rangers,Oakland Athletics,8,3
2021-07-01,633481,2021-07-01T23:05:00Z,2021,R,Completed Early,Los Angeles Dodgers,Washington Nationals,6,2
2021-07-01,633463,2021-07-01T23:05:00Z,2021,R,Final,Milwaukee Brewers,Pittsburgh Pirates,7,2
2021-07-01,633469,2021-07-01T23:10:00Z,2021,R,Final,Houston Astros,Cleveland Indians,7,2
2021-07-01,633480,2021-07-01T23:10:00Z,2021,R,Final,San Diego Padres,Cincinnati Reds,4,5
2021-07-01,633418,2021-07-01T23:20:00Z,2021,R,Final,New York Mets,Atlanta Braves,3,4
2021-07-01,633460,2021-07-02T00:40:00Z,2021,R,Final,St. Louis Cardinals,Colorado Rockies,2,5
2021-07-01,633438,2021-07-02T01:40:00Z,2021,R,Final,San Francisco Giants,Arizona Diamondbacks,3,5
2021-07-01,633421,2021-07-01T17:05:00Z,2021,R,Postponed,Los Angeles Angels,New York Yankees,,
2021-07-01,633447,2021-07-01T22:05:00Z,2021,R,Postponed,Miami Marlins,Philadelphia Phillies,,
2021-07-02,633448,2021-07-02T22:05:00Z,2021,R,Final,San Diego Padres,Philadelphia Phillies,3,4
2021-07-02,633404,2021-07-02T23:05:00Z,2021,R,Final,Los Angeles Dodgers,Washington Nationals,10,5
2021-07-02,633507,2021-07-02T23:05:00Z,2021,R,Final,Milwaukee Brewers,Pittsburgh Pirates,7,2
2021-07-02,633464,2021-07-02T23:07:00Z,2021,R,Final,Tampa Bay Rays,Toronto Blue Jays,1,11
2021-07-02,633462,2021-07-02T23:10:00Z,2021,R,Final,Chicago Cubs,Cincinnati Reds,1,2
2021-07-02,633451,2021-07-02T23:10:00Z,2021,R,Final,Houston Astros,Cleveland Indians,6,3
2021-07-02,633420,2021-07-02T23:10:00Z,2021,R,Final,Chicago White Sox,Detroit Tigers,8,2
2021-07-02,633468,2021-07-02T23:20:00Z,2021,R,Final,Miami Marlins,Atlanta Braves,0,1
2021-07-02,633415,2021-07-03T00:10:00Z,2021,R,Final,St. Louis Cardinals,Colorado Rockies,9,3
2021-07-02,633433,2021-07-03T00:10:00Z,2021,R,Final,Minnesota Twins,Kansas City Royals,4,7
2021-07-02,633402,2021-07-03T01:38:00Z,2021,R,Final,Baltimore Orioles,Los Angeles Angels,7,8
2021-07-02,633452,2021-07-03T01:40:00Z,2021,R,Final,Boston Red Sox,Oakland Athletics,3,2
2021-07-02,633470,2021-07-03T01:40:00Z,2021,R,Final,San Francisco Giants,Arizona Diamondbacks,11,4
2021-07-02,633511,2021-07-03T02:10:00Z,2021,R,Final,Texas Rangers,Seattle Mariners,4,5
2021-07-02,633522,2021-07-02T23:05:00Z,2021,R,Postponed,New York Mets,New York Yankees,,
2021-07-03,633440,2021-07-03T17:05:00Z,2021,R,Final,New York Mets,New York Yankees,8,3
2021-07-03,633403,2021-07-03T19:07:00Z,2021,R,Final,Tampa Bay Rays,Toronto Blue Jays,3,6
2021-07-03,633390,2021-07-03T20:05:00Z,2021,R,Final,San Diego Padres,Philadelphia Phillies,2,4
2021-07-03,633387,2021-07-03T20:05:00Z,2021,R,Final,Milwaukee Brewers,Pittsburgh Pirates,11,2
2021-07-03,633441,2021-07-03T20:10:00Z,2021,R,Final,Chicago Cubs,Cincinnati Reds,2,3
2021-07-03,633439,2021-07-03T20:10:00Z,2021,R,Final,Minnesota Twins,Kansas City Royals,3,6
2021-07-03,633442,2021-07-03T20:10:00Z,2021,R,Final,Chicago White Sox,Detroit Tigers,5,11
2021-07-03,633416,2021-07-03T20:10:00Z,2021,R,Final,Miami Marlins,Atlanta Braves,3,2
2021-07-03,633429,2021-07-03T23:15:00Z,2021,R,Final,Houston Astros,Cleveland Indians,3,2
2021-07-03,633430,2021-07-03T23:15:00Z,2021,R,Final,Los Angeles Dodgers,Washington Nationals,5,3
2021-07-03,633401,2021-07-03T23:15:00Z,2021,R,Final,Boston Red Sox,Oakland Athletics,6,7
2021-07-03,633424,2021-07-04T01:10:00Z,2021,R,Final,St. Louis Cardinals,Colorado Rockies,2,3
2021-07-03,633453,2021-07-04T02:07:00Z,2021,R,Final,Baltimore Orioles,Los Angeles Angels,1,4
2021-07-03,633388,2021-07-04T02:10:00Z,2021,R,Final,San Francisco Giants,Arizona Diamondbacks,6,5
2021-07-03,633379,2021-07-04T02:10:00Z,2021,R,Final,Texas Rangers,Seattle Mariners,7,3
2021-07-04,633398,2021-07-04T15:05:00Z,2021,R,Final,Los Angeles Dodgers,Washington Nationals,5,1
2021-07-04,633374,2021-07-04T17:05:00Z,2021,R,Final,San Diego Padres,Philadelphia Phillies,11,1
2021-07-04,633422,2021-07-04T17:05:00Z,2021,R,Final,Milwaukee Brewers,Pittsburgh Pirates,0,2
2021-07-04,633408,2021-07-04T17:07:00Z,2021,R,Final,Tampa Bay Rays,Toronto Blue Jays,5,1
2021-07-04,633428,2021-07-04T17:10:00Z,2021,R,Final,Chicago Cubs,Cincinnati Reds,2,3
2021-07-04,633414,2021-07-04T17:10:00Z,2021,R,Final,Houston Astros,Cleveland Indians,4,3
2021-07-04,633410,2021-07-04T17:10:00Z,2021,R,Final,Chicago White Sox,Detroit Tigers,5,6
2021-07-04,633423,2021-07-04T17:20:00Z,2021,R,Final,Miami Marlins,Atlanta Braves,7,8
2021-07-04,633522,2021-07-04T18:05:00Z,2021,R,Final,New York Mets,New York Yankees,10,5
2021-07-04,633417,2021-07-04T23:08:00Z,2021,R,Final,New York Mets,New York Yankees,2,4
2021-07-04,633431,2021-07-04T18:10:00Z,2021,R,Final,Minnesota Twins,Kansas City Royals,6,2
2021-07-04,633434,2021-07-04T19:10:00Z,2021,R,Final,St. Louis Cardinals,Colorado Rockies,2,3
2021-07-04,633391,2021-07-04T20:07:00Z,2021,R,Final,Baltimore Orioles,Los Angeles Angels,5,6
2021-07-04,633399,2021-07-04T20:07:00Z,2021,R,Final,Boston Red Sox,Oakland Athletics,1,0
2021-07-04,633425,2021-07-04T20:10:00Z,2021,R,Final,Texas Rangers,Seattle Mariners,1,4
2021-07-04,633436,2021-07-05T01:10:00Z,2021,R,Final,San Francisco Giants,Arizona Diamondbacks,5,2
2021-07-05,633380,2021-07-05T22:05:00Z,2021,R,Final,St. Louis Cardinals,San Francisco Giants,5,3
2021-07-05,633361,2021-07-05T22:40:00Z,2021,R,Final,Los Angeles Dodgers,Miami Marlins,4,5
2021-07-05,633411,2021-07-05T23:05:00Z,2021,R,Final,Atlanta Braves,Pittsburgh Pirates,1,11
2021-07-05,633353,2021-07-05T23:10:00Z,2021,R,Final,Cleveland Indians,Tampa Bay Rays,8,9
2021-07-05,633487,2021-07-05T23:10:00Z,2021,R,Final,Chicago White Sox,Minnesota Twins,5,8
2021-07-05,633412,2021-07-05T23:10:00Z,2021,R,Final,Milwaukee Brewers,New York Mets,2,4
2021-07-05,633400,2021-07-06T00:05:00Z,2021,R,Final,Detroit Tigers,Texas Rangers,7,3
2021-07-05,633386,2021-07-06T00:05:00Z,2021,R,Final,Philadelphia Phillies,Chicago Cubs,13,3
2021-07-05,633363,2021-07-06T00:10:00Z,2021,R,Final,Cincinnati Reds,Kansas City Royals,6,2
2021-07-05,633389,2021-07-06T01:38:00Z,2021,R,Final,Boston Red Sox,Los Angeles Angels,5,4
2021-07-05,633378,2021-07-06T02:10:00Z,2021,R,Final,Washington Nationals,San Diego Padres,7,5
2021-07-06,633413,2021-07-06T23:05:00Z,2021,R,Final,Toronto Blue Jays,Baltimore Orioles,5,7
2021-07-06,633384,2021-07-06T23:05:00Z,2021,R,Final,Atlanta Braves,Pittsburgh Pirates,1,2
2021-07-06,633376,2021-07-06T23:10:00Z,2021,R,Final,Los Angeles Dodgers,Miami Marlins,1,2
2021-07-06,633364,2021-07-07T00:05:00Z,2021,R,Final,Detroit Tigers,Texas Rangers,5,10
2021-07-06,633393,2021-07-07T00:05:00Z,2021,R,Final,Philadelphia Phillies,Chicago Cubs,15,10
2021-07-06,633369,2021-07-07T00:10:00Z,2021,R,Final,Cincinnati Reds,Kansas City Royals,6,7
2021-07-06,633406,2021-07-07T00:10:00Z,2021,R,Final,Oakland Athletics,Houston Astros,6,9
2021-07-06,633352,2021-07-07T00:10:00Z,2021,R,Final,Chicago White Sox,Minnesota Twins,4,1
2021-07-06,633370,2021-07-07T01:38:00Z,2021,R,Final,Boston Red Sox,Los Angeles Angels,3,5
2021-07-06,633381,2021-07-07T01:40:00Z,2021,R,Final,Colorado Rockies,Arizona Diamondbacks,3,4
2021-07-06,633358,2021-07-07T01:45:00Z,2021,R,Final,St. Louis Cardinals,San Francisco Giants,6,5
2021-07-06,633396,2021-07-07T02:10:00Z,2021,R,Final,Washington Nationals,San Diego Padres,4,7
2021-07-06,633382,2021-07-07T02:10:00Z,2021,R,Final,New York Yankees,Seattle Mariners,12,1
2021-07-06,633360,2021-07-06T23:10:00Z,2021,R,Postponed,Cleveland Indians,Tampa Bay Rays,,
2021-07-06,633395,2021-07-06T23:10:00Z,2021,R,Postponed,Milwaukee Brewers,New York Mets,,
2021-07-07,633339,2021-07-07T16:10:00Z,2021,R,Final,Cleveland Indians,Tampa Bay Rays,1,8
2021-07-07,633360,2021-07-07T16:15:00Z,2021,R,Final,Cleveland Indians,Tampa Bay Rays,0,4
2021-07-07,633330,2021-07-07T16:35:00Z,2021,R,Final,Atlanta Braves,Pittsburgh Pirates,14,3
2021-07-07,633335,2021-07-07T17:10:00Z,2021,R,Final,Chicago White Sox,Minnesota Twins,6,1
2021-07-07,633349,2021-07-07T18:05:00Z,2021,R,Final,Detroit Tigers,Texas Rangers,5,3
2021-07-07,633383,2021-07-07T18:10:00Z,2021,R,Final,Cincinnati Reds,Kansas City Royals,5,2
2021-07-07,633395,2021-07-07T18:10:00Z,2021,R,Final,Milwaukee Brewers,New York Mets,3,4
2021-07-07,633342,2021-07-07T23:10:00Z,2021,R,Final,Milwaukee Brewers,New York Mets,5,0
2021-07-07,633385,2021-07-07T20:07:00Z,2021,R,Final,Boston Red Sox,Los Angeles Angels,4,5
2021-07-07,633332,2021-07-07T23:05:00Z,2021,R,Final,Toronto Blue Jays,Baltimore Orioles,10,2
2021-07-07,633333,2021-07-07T23:10:00Z,2021,R,Final,Los Angeles Dodgers,Miami Marlins,6,9
2021-07-07,633375,2021-07-08T00:05:00Z,2021,R,Final,Philadelphia Phillies,Chicago Cubs,3,8
2021-07-07,633368,2021-07-08T00:10:00Z,2021,R,Final,Oakland Athletics,Houston Astros,3,4
2021-07-07,633355,2021-07-08T01:40:00Z,2021,R,Final,Colorado Rockies,Arizona Diamondbacks,4,6
2021-07-07,633347,2021-07-08T01:45:00Z,2021,R,Final,St. Louis Cardinals,San Francisco Giants,2,5
2021-07-07,633362,2021-07-08T02:10:00Z,2021,R,Final,Washington Nationals,San Diego Padres,15,5
2021-07-07,633371,2021-07-08T02:10:00Z,2021,R,Final,New York Yankees,Seattle Mariners,5,4
2021-07-08,633334,2021-07-08T16:10:00Z,2021,R,Final,Los Angeles Dodgers,Miami Marlins,6,1
2021-07-08,633354,2021-07-08T18:10:00Z,2021,R,Final,Oakland Athletics,Houston Astros,2,1
2021-07-08,633392,2021-07-08T19:40:00Z,2021,R,Final,Colorado Rockies,Arizona Diamondbacks,9,3
2021-07-08,633315,2021-07-08T20:10:00Z,2021,R,Final,New York Yankees,Seattle Mariners,0,4
2021-07-08,633409,2021-07-08T23:10:00Z,2021,R,Final,Kansas City Royals,Cleveland Indians,4,7
2021-07-08,633397,2021-07-09T00:05:00Z,2021,R,Final,Philadelphia Phillies,Chicago Cubs,8,0
2021-07-08,633359,2021-07-09T00:10:00Z,2021,R,Final,Detroit Tigers,Minnesota Twins,3,5
2021-07-08,633351,2021-07-09T00:10:00Z,2021,R,Final,Cincinnati Reds,Milwaukee Brewers,3,5
2021-07-08,633343,2021-07-09T01:10:00Z,2021,R,Final,Washington Nationals,San Diego Padres,8,9
2021-07-08,633331,2021-07-08T23:05:00Z,2021,R,Postponed,Toronto Blue Jays,Baltimore Orioles,,
2021-07-08,633326,2021-07-08T23:10:00Z,2021,R,Postponed,Pittsburgh Pirates,New York Mets,,
2021-07-09,633365,2021-07-09T18:20:00Z,2021,R,Final,St. Louis Cardinals,Chicago Cubs,5,10
2021-07-09,633377,2021-07-09T23:05:00Z,2021,R,Final,Chicago White Sox,Baltimore Orioles,12,1
2021-07-09,633373,2021-07-09T23:10:00Z,2021,R,Final,Kansas City Royals,Cleveland Indians,1,2
2021-07-09,633308,2021-07-09T23:10:00Z,2021,R,Final,Pittsburgh Pirates,New York Mets,4,13
2021-07-09,633338,2021-07-09T23:10:00Z,2021,R,Final,Toronto Blue Jays,Tampa Bay Rays,1,7
2021-07-09,633357,2021-07-09T23:10:00Z,2021,R,Final,Philadelphia Phillies,Boston Red Sox,5,11
2021-07-09,633336,2021-07-09T23:10:00Z,2021,R,Final,Atlanta Braves,Miami Marlins,5,0
2021-07-09,633345,2021-07-10T00:05:00Z,2021,R,Final,Oakland Athletics,Texas Rangers,2,3
2021-07-09,633366,2021-07-10T00:10:00Z,2021,R,Final,Detroit Tigers,Minnesota Twins,2,4
2021-07-09,633348,2021-07-10T00:10:00Z,2021,R,Final,New York Yankees,Houston Astros,4,0
2021-07-09,633407,2021-07-10T00:10:00Z,2021,R,Final,Cincinnati Reds,Milwaukee Brewers,2,0
2021-07-09,633322,2021-07-10T01:45:00Z,2021,R,Final,Washington Nationals,San Francisco Giants,3,5
2021-07-09,633320,2021-07-10T02:10:00Z,2021,R,Final,Arizona Diamondbacks,Los Angeles Dodgers,5,2
2021-07-09,633367,2021-07-10T02:10:00Z,2021,R,Final,Colorado Rockies,San Diego Padres,2,4
2021-07-09,633341,2021-07-10T02:10:00Z,2021,R,Final,Los Angeles Angels,Seattle Mariners,3,7
2021-07-10,633293,2021-07-10T17:10:00Z,2021,R,Final,Toronto Blue Jays,Tampa Bay Rays,2,5
2021-07-10,633289,2021-07-10T18:10:00Z,2021,R,Final,Detroit Tigers,Minnesota Twins,4,9
2021-07-10,633294,2021-07-10T20:05:00Z,2021,R,Final,Washington Nationals,San Francisco Giants,4,10
2021-07-10,633316,2021-07-10T20:05:00Z,2021,R,Final,Oakland Athletics,Texas Rangers,8,4
2021-07-10,633350,2021-07-10T20:05:00Z,2021,R,Final,Chicago White Sox,Baltimore Orioles,8,3
2021-07-10,633295,2021-07-10T20:10:00Z,2021,R,Final,Pittsburgh Pirates,New York Mets,6,2
2021-07-10,633326,2021-07-10T20:15:00Z,2021,R,Final,Pittsburgh Pirates,New York Mets,2,4
2021-07-10,633344,2021-07-10T20:10:00Z,2021,R,Final,Philadelphia Phillies,Boston Red Sox,11,2
2021-07-10,633312,2021-07-10T20:10:00Z,2021,R,Final,Atlanta Braves,Miami Marlins,5,4
2021-07-10,633317,2021-07-10T22:10:00Z,2021,R,Final,Kansas City Royals,Cleveland Indians,6,14
2021-07-10,633356,2021-07-10T23:15:00Z,2021,R,Final,St. Louis Cardinals,Chicago Cubs,6,0
2021-07-10,633304,2021-07-10T23:15:00Z,2021,R,Final,New York Yankees,Houston Astros,1,0
2021-07-10,633313,2021-07-10T23:15:00Z,2021,R,Final,Cincinnati Reds,Milwaukee Brewers,4,3
2021-07-10,633311,2021-07-11T02:10:00Z,2021,R,Final,Arizona Diamondbacks,Los Angeles Dodgers,1,22
2021-07-10,633301,2021-07-11T02:10:00Z,2021,R,Final,Colorado Rockies,San Diego Padres,3,0
2021-07-10,633288,2021-07-11T02:10:00Z,2021,R,Final,Los Angeles Angels,Seattle Mariners,0,2
2021-07-11,633282,2021-07-11T17:05:00Z,2021,R,Final,Chicago White Sox,Baltimore Orioles,7,5
2021-07-11,633325,2021-07-11T17:10:00Z,2021,R,Final,Pittsburgh Pirates,New York Mets,6,5
2021-07-11,633270,2021-07-11T17:10:00Z,2021,R,Final,Toronto Blue Jays,Tampa Bay Rays,3,1
2021-07-11,633327,2021-07-11T17:10:00Z,2021,R,Final,Philadelphia Phillies,Boston Red Sox,5,4
2021-07-11,633324,2021-07-11T17:10:00Z,2021,R,Final,Atlanta Braves,Miami Marlins,4,7
2021-07-11,633307,2021-07-11T18:10:00Z,2021,R,Final,Detroit Tigers,Minnesota Twins,9,12
2021-07-11,633340,2021-07-11T18:10:00Z,2021,R,Final,New York Yankees,Houston Astros,7,8
2021-07-11,633274,2021-07-11T18:10:00Z,2021,R,Final,Cincinnati Reds,Milwaukee Brewers,3,1
2021-07-11,633297,2021-07-11T18:35:00Z,2021,R,Final,Oakland Athletics,Texas Rangers,4,1
2021-07-11,633279,2021-07-11T20:05:00Z,2021,R,Final,Washington Nationals,San Francisco Giants,1,3
2021-07-11,633302,2021-07-11T20:10:00Z,2021,R,Final,Arizona Diamondbacks,Los Angeles Dodgers,4,7
2021-07-11,633314,2021-07-11T20:10:00Z,2021,R,Final,Colorado Rockies,San Diego Padres,3,1
2021-07-11,633318,2021-07-11T20:10:00Z,2021,R,Final,Los Angeles Angels,Seattle Mariners,7,1
2021-07-11,633394,2021-07-11T17:10:00Z,2021,R,Postponed,Kansas City Royals,Cleveland Indians,,
2021-07-11,633337,2021-07-11T18:20:00Z,2021,R,Postponed,St. Louis Cardinals,Chicago Cubs,,
2021-07-13,634675,2021-07-13T23:30:00Z,2021,A,Final,American League All-Stars,National League All-Stars,5,2
2021-07-15,633291,2021-07-15T23:08:00Z,2021,R,Postponed,Boston Red Sox,New York Yankees,,
2021-07-16,633283,2021-07-16T20:05:00Z,2021,R,Final,Miami Marlins,Philadelphia Phillies,2,5
2021-07-16,633447,2021-07-16T20:10:00Z,2021,R,Final,Miami Marlins,Philadelphia Phillies,7,0
2021-07-16,633346,2021-07-16T23:05:00Z,2021,R,Final,New York Mets,Pittsburgh Pirates,1,4
2021-07-16,633305,2021-07-16T23:05:00Z,2021,R,Final,San Diego Padres,Washington Nationals,24,8
2021-07-16,633310,2021-07-16T23:05:00Z,2021,R,Final,Boston Red Sox,New York Yankees,4,0
2021-07-16,633266,2021-07-16T23:07:00Z,2021,R,Final,Texas Rangers,Toronto Blue Jays,2,10
2021-07-16,633263,2021-07-16T23:10:00Z,2021,R,Final,Milwaukee Brewers,Cincinnati Reds,11,6
2021-07-16,633265,2021-07-16T23:20:00Z,2021,R,Final,Tampa Bay Rays,Atlanta Braves,7,6
2021-07-16,633328,2021-07-17T00:10:00Z,2021,R,Final,Baltimore Orioles,Kansas City Royals,2,9
2021-07-16,633309,2021-07-17T00:10:00Z,2021,R,Final,Houston Astros,Chicago White Sox,7,1
2021-07-16,633285,2021-07-17T00:15:00Z,2021,R,Final,San Francisco Giants,St. Louis Cardinals,7,2
2021-07-16,633321,2021-07-17T00:40:00Z,2021,R,Final,Los Angeles Dodgers,Colorado Rockies,10,4
2021-07-16,633323,2021-07-17T01:38:00Z,2021,R,Final,Seattle Mariners,Los Angeles Angels,6,5
2021-07-16,633296,2021-07-17T01:40:00Z,2021,R,Final,Chicago Cubs,Arizona Diamondbacks,5,1
2021-07-16,633264,2021-07-17T01:40:00Z,2021,R,Final,Cleveland Indians,Oakland Athletics,4,5
2021-07-16,634222,2021-07-16T18:10:00Z,2021,R,Postponed,Minnesota Twins,Detroit Tigers,,
2021-07-16,633372,2021-07-16T23:10:00Z,2021,R,Postponed,Minnesota Twins,Detroit Tigers,,
2021-07-17,634222,2021-07-17T17:10:00Z,2021,R,Final,Minnesota Twins,Detroit Tigers,0,1
2021-07-17,633275,2021-07-17T22:10:00Z,2021,R,Final,Minnesota Twins,Detroit Tigers,4,5
2021-07-17,633306,2021-07-17T20:07:00Z,2021,R,Final,Cleveland Indians,Oakland Athletics,3,2
2021-07-17,633319,2021-07-17T20:10:00Z,2021,R,Final,Chicago Cubs,Arizona Diamondbacks,4,2
2021-07-17,633299,2021-07-17T22:05:00Z,2021,R,Final,Miami Marlins,Philadelphia Phillies,2,4
2021-07-17,633290,2021-07-17T23:05:00Z,2021,R,Final,New York Mets,Pittsburgh Pirates,7,9
2021-07-17,633267,2021-07-17T23:05:00Z,2021,R,Final,San Diego Padres,Washington Nationals,10,4
2021-07-17,633248,2021-07-17T23:10:00Z,2021,R,Final,Baltimore Orioles,Kansas City Royals,8,4
2021-07-17,633253,2021-07-17T23:10:00Z,2021,R,Final,Milwaukee Brewers,Cincinnati Reds,7,4
2021-07-17,633281,2021-07-17T23:15:00Z,2021,R,Final,San Francisco Giants,St. Louis Cardinals,1,3
2021-07-17,633262,2021-07-17T23:15:00Z,2021,R,Final,Houston Astros,Chicago White Sox,1,10
2021-07-17,633298,2021-07-17T23:15:00Z,2021,R,Completed Early,Boston Red Sox,New York Yankees,1,3
2021-07-17,633303,2021-07-17T23:20:00Z,2021,R,Final,Tampa Bay Rays,Atlanta Braves,0,9
2021-07-17,633261,2021-07-18T00:10:00Z,2021,R,Final,Los Angeles Dodgers,Colorado Rockies,9,2
2021-07-17,633286,2021-07-18T01:07:00Z,2021,R,Final,Seattle Mariners,Los Angeles Angels,4,9
2021-07-17,633292,2021-07-17T19:07:00Z,2021,R,Postponed,Texas Rangers,Toronto Blue Jays,,
2021-07-18,633235,2021-07-18T17:05:00Z,2021,R,Final,New York Mets,Pittsburgh Pirates,7,6
2021-07-18,633267,2021-07-18T17:05:00Z,2021,R,Final,San Diego Padres,Washington Nationals,10,4
2021-07-18,633299,2021-07-18T17:05:00Z,2021,R,Final,Miami Marlins,Philadelphia Phillies,2,4
2021-07-18,633256,2021-07-18T17:07:00Z,2021,R,Final,Texas Rangers,Toronto Blue Jays,0,5
2021-07-18,633292,2021-07-18T17:12:00Z,2021,R,Final,Texas Rangers,Toronto Blue Jays,0,10
2021-07-18,633280,2021-07-18T17:10:00Z,2021,R,Final,Minnesota Twins,Detroit Tigers,0,7
2021-07-18,633252,2021-07-18T17:10:00Z,2021,R,Final,Milwaukee Brewers,Cincinnati Reds,8,0
2021-07-18,633237,2021-07-18T17:20:00Z,2021,R,Final,Tampa Bay Rays,Atlanta Braves,7,5
2021-07-18,633239,2021-07-18T18:01:00Z,2021,R,Final,Miami Marlins,Philadelphia Phillies,4,7
2021-07-18,633287,2021-07-18T18:10:00Z,2021,R,Final,Baltimore Orioles,Kansas City Royals,5,0
2021-07-18,633247,2021-07-18T18:10:00Z,2021,R,Final,Houston Astros,Chicago White Sox,0,4
2021-07-18,633228,2021-07-18T18:15:00Z,2021,R,Final,San Francisco Giants,St. Louis Cardinals,1,2
2021-07-18,633300,2021-07-18T19:05:00Z,2021,R,Final,San Diego Padres,Washington Nationals,7,8
2021-07-18,633255,2021-07-18T19:10:00Z,2021,R,Final,Los Angeles Dodgers,Colorado Rockies,5,6
2021-07-18,633238,2021-07-18T20:07:00Z,2021,R,Final,Cleveland Indians,Oakland Athletics,4,2
2021-07-18,633284,2021-07-18T20:07:00Z,2021,R,Final,Seattle Mariners,Los Angeles Angels,7,4
2021-07-18,633251,2021-07-18T20:10:00Z,2021,R,Final,Chicago Cubs,Arizona Diamondbacks,4,6
2021-07-18,633273,2021-07-18T23:08:00Z,2021,R,Final,Boston Red Sox,New York Yankees,1,9
2021-07-19,633278,2021-07-19T21:10:00Z,2021,R,Final,Minnesota Twins,Chicago White Sox,3,2
2021-07-19,633476,2021-07-19T21:15:00Z,2021,R,Final,Minnesota Twins,Chicago White Sox,3,5
2021-07-19,633233,2021-07-19T23:05:00Z,2021,R,Final,Miami Marlins,Washington Nationals,1,18
2021-07-19,633218,2021-07-19T23:07:00Z,2021,R,Final,Boston Red Sox,Toronto Blue Jays,13,4
2021-07-19,633271,2021-07-19T23:10:00Z,2021,R,Final,New York Mets,Cincinnati Reds,15,11
2021-07-19,633236,2021-07-19T23:10:00Z,2021,R,Final,Baltimore Orioles,Tampa Bay Rays,6,1
2021-07-19,633329,2021-07-19T23:10:00Z,2021,R,Final,Texas Rangers,Detroit Tigers,0,14
2021-07-19,633277,2021-07-20T00:10:00Z,2021,R,Final,Cleveland Indians,Houston Astros,3,4
2021-07-19,633226,2021-07-20T00:15:00Z,2021,R,Final,Chicago Cubs,St. Louis Cardinals,3,8
2021-07-19,633249,2021-07-20T01:40:00Z,2021,R,Final,Los Angeles Angels,Oakland Athletics,1,4
2021-07-19,633243,2021-07-20T01:40:00Z,2021,R,Final,Pittsburgh Pirates,Arizona Diamondbacks,2,4
2021-07-19,633259,2021-07-20T02:10:00Z,2021,R,Final,San Francisco Giants,Los Angeles Dodgers,7,2
2021-07-19,633224,2021-07-19T23:20:00Z,2021,R,Postponed,San Diego Padres,Atlanta Braves,,
2021-07-20,633207,2021-07-20T19:37:00Z,2021,R,Final,Los Angeles Angels,Oakland Athletics,0,6
2021-07-20,633223,2021-07-20T20:10:00Z,2021,R,Final,Kansas City Royals,Milwaukee Brewers,5,2
2021-07-20,633242,2021-07-20T23:05:00Z,2021,R,Final,Miami Marlins,Washington Nationals,3,6
2021-07-20,633216,2021-07-20T23:05:00Z,2021,R,Final,Philadelphia Phillies,New York Yankees,4,6
2021-07-20,633234,2021-07-20T23:10:00Z,2021,R,Final,New York Mets,Cincinnati Reds,3,4
2021-07-20,633257,2021-07-20T23:10:00Z,2021,R,Final,Baltimore Orioles,Tampa Bay Rays,3,9
2021-07-20,633212,2021-07-20T23:10:00Z,2021,R,Final,Texas Rangers,Detroit Tigers,1,4
2021-07-20,633240,2021-07-20T23:20:00Z,2021,R,Final,San Diego Padres,Atlanta Braves,1,2
2021-07-20,633200,2021-07-21T00:10:00Z,2021,R,Final,Cleveland Indians,Houston Astros,3,9
2021-07-20,633268,2021-07-21T00:10:00Z,2021,R,Final,Minnesota Twins,Chicago White Sox,5,9
2021-07-20,633230,2021-07-21T00:15:00Z,2021,R,Final,Chicago Cubs,St. Louis Cardinals,7,6
2021-07-20,633245,2021-07-21T00:40:00Z,2021,R,Final,Seattle Mariners,Colorado Rockies,6,4
